player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0030506,Travis Kelce,25,120.0,6.0
00-0033288,George Kittle,21,148.0,2.0
00-0032392,Austin Hooper,20,114.0,6.0
00-0030061,Zach Ertz,20,88.0,5.0
00-0033110,Tyler Higbee,19,154.0,3.0
00-0034753,Mark Andrews,16,166.0,8.0
00-0025418,Greg Olsen,15,44.0,2.0
00-0030181,Jack Doyle,15,84.0,4.0
00-0027981,Kyle Rudolph,14,110.0,6.0
00-0029738,Darren Fells,14,234.0,8.0
00-0033090,Hunter Henry,13,116.0,4.0
00-0033387,Jacob Hollister,13,70.0,3.0
00-0034351,Dallas Goedert,12,90.0,4.0
00-0030216,Josh Hill,12,50.0,3.0
00-0032134,C.J. Uzomah,12,74.0,2.0
00-0022127,Jason Witten,12,100.0,4.0
00-0034829,Mike Gesicki,11,114.0,4.0
00-0027061,Jared Cook,11,112.0,5.0
00-0031610,Darren Waller,11,120.0,3.0
00-0031387,Eric Ebron,11,72.0,2.0
00-0033881,Evan Engram,11,46.0,2.0
00-0034970,Irv Smith,10,78.0,2.0
00-0027696,Jimmy Graham,10,72.0,3.0
00-0030549,Tyler Eifert,10,78.0,2.0
00-0035644,Noah Fant,9,28.0,1.0
00-0030470,Vance McDonald,9,76.0,3.0
00-0033879,O.J. Howard,8,74.0,1.0
00-0033858,Jonnu Smith,8,112.0,3.0
00-0030155,Demetrius Harris,8,6.0,2.0
00-0033895,Gerald Everett,8,84.0,2.0
00-0034830,Hayden Hurst,8,58.0,2.0
00-0030108,Ryan Griffin,8,74.0,4.0
00-0031260,Logan Thomas,7,124.0,1.0
00-0031273,Cameron Brate,7,84.0,4.0
00-0034981,Foster Moreau,7,110.0,5.0
00-0033611,Ricky Seals-Jones,7,38.0,3.0
00-0031598,Nick Boyle,7,16.0,2.0
00-0034988,Kaden Smith,7,40.0,3.0
00-0035229,T.J. Hockenson,7,32.0,1.0
00-0034159,Will Dissly,6,78.0,4.0
00-0034364,Jordan Akins,6,30.0,1.0
00-0035689,Dawson Knox,6,18.0,1.0
00-0033455,Anthony Firkser,5,56.0,2.0
00-0033528,Jeremy Sprinkle,5,2.0,1.0
00-0028112,Charles Clay,5,76.0,1.0
00-0035025,Hale Hentges,5,12.0,1.0
00-0024389,Delanie Walker,5,36.0,2.0
00-0031558,Maxx Williams,4,78.0,1.0
00-0033896,Adam Shaheen,4,0.0,0.0
00-0029119,Derek Carrier,4,26.0,1.0
00-0031951,James O'Shaughnessy,4,64.0,2.0
00-0033080,Seth DeValve,4,22.0,0.0
00-0032227,Jeff Heuerman,4,46.0,1.0
00-0032214,Tyler Kroft,4,40.0,1.0
00-0024243,Marcedes Lewis,3,24.0,1.0
00-0028142,Virgil Green,3,58.0,1.0
00-0034613,Tanner Hudson,3,0.0,0.0
00-0035562,Jesper Horsted,3,44.0,1.0
00-0024221,Vernon Davis,3,22.0,0.0
00-0034073,Ross Dwelley,3,30.0,2.0
00-0034959,Andrew Beck,3,10.0,1.0
00-0034011,Dan Arnold,3,12.0,1.0
00-0032117,Nick O'Leary,3,24.0,1.0
00-0022943,Benjamin Watson,3,12.0,0.0
00-0031744,Matt LaCosse,3,16.0,1.0
00-0031585,MyCole Pruitt,2,2.0,1.0
00-0029587,Rhett Ellison,2,6.0,0.0
00-0035671,Jace Sternberger,2,16.0,1.0
00-0035308,Tommy Sweeney,2,14.0,0.0
00-0032394,Nick Vannett,2,14.0,0.0
00-0028042,Luke Stocker,2,4.0,0.0
00-0032098,Daniel Brown,2,40.0,1.0
00-0033658,Blake Jarwin,2,2.0,1.0
00-0034365,Ian Thomas,2,10.0,1.0
00-0032135,Jesse James,2,22.0,0.0
00-0030710,Trey Burton,2,0.0,0.0
00-0032141,Geoff Swaim,2,10.0,0.0
00-0033757,Robert Tonyan,2,46.0,1.0
00-0033885,David Njoku,2,6.0,1.0
00-0027985,Lance Kendricks,1,0.0,0.0
00-0033696,Sean Culkin,1,24.0,0.0
00-0032319,Ross Travis,1,0.0,0.0
00-0035539,Isaac Nauta,1,0.0,0.0
00-0033439,Pharaoh Brown,1,18.0,0.0
00-0035259,Trevon Wesco,1,0.0,0.0
00-0035249,Josh Oliver,1,12.0,0.0
00-0031167,Scott Simonson,1,20.0,0.0
00-0035039,Stephen Carlson,1,16.0,1.0
00-0032661,Ben Braunecker,1,36.0,1.0
00-0032986,J.P. Holtz,1,14.0,0.0
00-0034270,Tyler Conklin,1,0.0,0.0
00-0030089,Luke Willson,1,0.0,0.0
00-0028097,Lee Smith,1,16.0,1.0
00-0030443,Levine Toilolo,1,4.0,0.0
00-0034798,Durham Smythe,1,0.0,0.0
00-0034788,Jaeden Graham,1,36.0,1.0
00-0032062,Blake Bell,1,16.0,1.0
00-0033421,Antony Auclair,1,0.0,0.0
00-0034439,Ryan Izzo,1,20.0,1.0
00-0034420,Jordan Thomas,1,0.0,0.0
00-0034393,Troy Fumagalli,1,6.0,1.0
00-0033338,Cethan Carter,1,16.0,1.0
00-0033217,Mo Alie-Cox,1,0.0,0.0
