player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0027981,Kyle Rudolph,26,238.0,6.0
00-0021547,Antonio Gates,23,130.0,7.0
00-0027696,Jimmy Graham,22,234.0,5.0
00-0022127,Jason Witten,22,216.0,3.0
00-0030506,Travis Kelce,20,114.0,3.0
00-0029697,Coby Fleener,19,138.0,2.0
00-0025418,Greg Olsen,19,138.0,2.0
00-0033090,Hunter Henry,18,220.0,8.0
00-0030061,Zach Ertz,17,134.0,4.0
00-0024389,Delanie Walker,17,168.0,6.0
00-0031273,Cameron Brate,17,158.0,8.0
00-0032135,Jesse James,16,150.0,3.0
00-0026201,Martellus Bennett,15,188.0,6.0
00-0027061,Jared Cook,15,68.0,3.0
00-0030472,Jordan Reed,15,122.0,5.0
00-0031302,C.J. Fiedorowicz,14,100.0,4.0
00-0028112,Charles Clay,14,152.0,3.0
00-0030181,Jack Doyle,13,138.0,4.0
00-0027714,Dennis Pitta,13,84.0,2.0
00-0030549,Tyler Eifert,11,100.0,5.0
00-0026267,Jacob Tamme,11,106.0,3.0
00-0029689,Dwayne Allen,10,114.0,4.0
00-0032256,Clive Walford,10,48.0,2.0
00-0030108,Ryan Griffin,8,64.0,2.0
00-0032392,Austin Hooper,8,66.0,3.0
00-0030710,Trey Burton,8,30.0,1.0
00-0030422,Dion Sims,8,66.0,4.0
00-0027125,Zach Miller,8,88.0,4.0
00-0031610,Darren Waller,7,44.0,2.0
00-0024221,Vernon Davis,7,34.0,1.0
00-0029275,Ladarius Green,7,40.0,1.0
00-0028067,Julius Thomas,7,56.0,3.0
00-0032004,Will Tye,7,58.0,1.0
00-0030155,Demetrius Harris,7,28.0,1.0
00-0027873,Jermaine Gresham,7,48.0,1.0
00-0031387,Eric Ebron,6,64.0,1.0
00-0030470,Vance McDonald,6,76.0,2.0
00-0027656,Rob Gronkowski,6,28.0,1.0
00-0026281,Gary Barnidge,6,58.0,2.0
00-0031384,Richard Rodgers,6,46.0,2.0
00-0027135,Brandon Myers,6,22.0,1.0
00-0027985,Lance Kendricks,6,60.0,2.0
00-0032134,C.J. Uzomah,6,14.0,1.0
00-0032098,Daniel Brown,5,44.0,1.0
00-0028903,Garrett Celek,5,58.0,3.0
00-0030514,Mychal Rivera,4,32.0,1.0
00-0024243,Marcedes Lewis,4,22.0,1.0
00-0032725,Stephen Anderson,4,38.0,1.0
00-0028142,Virgil Green,4,4.0,1.0
00-0033110,Tyler Higbee,4,4.0,1.0
00-0029878,MarQueis Gray,4,64.0,0.0
00-0029587,Rhett Ellison,4,-4.0,0.0
00-0031035,Xavier Grimble,3,80.0,2.0
00-0030089,Luke Willson,3,56.0,2.0
00-0030443,Levine Toilolo,3,0.0,0.0
00-0029738,Darren Fells,3,14.0,0.0
00-0025549,Brent Celek,3,-4.0,0.0
00-0028838,Larry Donnell,3,30.0,1.0
00-0030216,Josh Hill,3,26.0,1.0
00-0027675,Ed Dickson,3,2.0,1.0
00-0032117,Nick O'Leary,2,12.0,0.0
00-0032139,Ben Koyack,2,34.0,1.0
00-0024268,Anthony Fasano,2,48.0,2.0
00-0030544,Gavin Escobar,2,4.0,1.0
00-0032319,Ross Travis,2,0.0,0.0
00-0032599,Josh Perkins,2,16.0,0.0
00-0032661,Ben Braunecker,2,16.0,0.0
00-0033080,Seth DeValve,2,24.0,1.0
00-0032062,Blake Bell,2,8.0,0.0
00-0027139,John Phillips,2,2.0,1.0
00-0030992,Crockett Gillmore,2,14.0,1.0
00-0031418,Austin Seferian-Jenkins,2,0.0,0.0
00-0026957,David Johnson,2,4.0,0.0
00-0030854,Erik Swoope,1,0.0,0.0
00-0028994,Dominique Jones,1,2.0,1.0
00-0027215,Logan Paulsen,1,0.0,0.0
00-0029119,Derek Carrier,1,0.0,0.0
00-0030805,Je'Ron Hamm,1,0.0,0.0
00-0030828,D.J. Tialavea,1,2.0,1.0
00-0032508,Hakeem Valles,1,0.0,0.0
00-0032429,Jerell Adams,1,20.0,1.0
00-0031788,Matt Lengel,1,36.0,1.0
00-0031732,Connor Hamlett,1,34.0,1.0
00-0032214,Tyler Kroft,1,14.0,0.0
00-0031533,Randall Telfer,1,0.0,0.0
00-0028040,Jordan Cameron,1,24.0,1.0
00-0032120,Neal Sterling,1,26.0,0.0
00-0031598,Nick Boyle,1,10.0,0.0
00-0031609,A.J. Derby,1,12.0,0.0
00-0029740,Ifeanyi Momah,1,0.0,0.0
