player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0034753,Mark Andrews,27,204.0,9.0
00-0031273,Cameron Brate,22,208.0,4.0
00-0035689,Dawson Knox,21,174.0,8.0
00-0030061,Zach Ertz,21,70.0,4.0
00-0036894,Pat Freiermuth,21,184.0,7.0
00-0030506,Travis Kelce,21,212.0,9.0
00-0033110,Tyler Higbee,21,216.0,5.0
00-0033090,Hunter Henry,19,154.0,9.0
00-0031610,Darren Waller,18,88.0,2.0
00-0035644,Noah Fant,17,182.0,4.0
00-0034270,Tyler Conklin,16,130.0,3.0
00-0034383,Dalton Schultz,16,142.0,6.0
00-0036970,Kyle Pitts,15,62.0,1.0
00-0027061,Jared Cook,15,70.0,4.0
00-0033611,Ricky Seals-Jones,15,106.0,1.0
00-0027656,Rob Gronkowski,14,112.0,6.0
00-0036290,Cole Kmet,14,100.0,0.0
00-0032392,Austin Hooper,13,126.0,3.0
00-0034829,Mike Gesicki,12,62.0,2.0
00-0035229,T.J. Hockenson,12,120.0,4.0
00-0033288,George Kittle,11,140.0,5.0
00-0033858,Jonnu Smith,10,50.0,1.0
00-0032134,C.J. Uzomah,10,40.0,2.0
00-0030181,Jack Doyle,10,52.0,3.0
00-0033217,Mo Alie-Cox,9,58.0,3.0
00-0027696,Jimmy Graham,9,88.0,3.0
00-0027981,Kyle Rudolph,9,18.0,1.0
00-0036422,Adam Trautman,9,76.0,2.0
00-0033885,David Njoku,9,102.0,3.0
00-0033895,Gerald Everett,8,32.0,3.0
00-0034351,Dallas Goedert,8,104.0,2.0
00-0032141,Geoff Swaim,8,30.0,3.0
00-0034981,Foster Moreau,8,90.0,3.0
00-0036332,Josiah Deguara,7,26.0,0.0
00-0031585,MyCole Pruitt,7,42.0,3.0
00-0036040,Juwan Johnson,7,66.0,4.0
00-0035329,Donald Parham,7,24.0,2.0
00-0034798,Durham Smythe,7,32.0,0.0
00-0034830,Hayden Hurst,7,124.0,3.0
00-0024243,Marcedes Lewis,7,56.0,0.0
00-0033896,Adam Shaheen,6,38.0,0.0
00-0036232,Harrison Bryant,6,26.0,3.0
00-0035222,Zach Gentry,6,56.0,0.0
00-0033757,Robert Tonyan,6,86.0,1.0
00-0033658,Blake Jarwin,6,50.0,2.0
00-0033455,Anthony Firkser,6,84.0,2.0
00-0030108,Ryan Griffin,6,28.0,2.0
00-0036637,Noah Gray,5,12.0,1.0
00-0034011,Dan Arnold,5,52.0,0.0
00-0033387,Jacob Hollister,5,28.0,1.0
00-0037005,Tommy Tremble,5,20.0,1.0
00-0036423,Albert Okwuegbunam,5,26.0,2.0
00-0034364,Jordan Akins,5,6.0,0.0
00-0033881,Evan Engram,5,54.0,2.0
00-0031260,Logan Thomas,5,68.0,3.0
00-0036876,Kylen Granson,4,28.0,0.0
00-0035603,Kendall Blanton,4,36.0,1.0
00-0036556,Brevin Jordan,4,62.0,3.0
00-0034365,Ian Thomas,4,0.0,1.0
00-0036628,John Bates,3,26.0,1.0
00-0035562,Jesper Horsted,3,42.0,2.0
00-0036244,Colby Parkinson,3,24.0,0.0
00-0034159,Will Dissly,3,6.0,1.0
00-0032394,Nick Vannett,3,22.0,1.0
00-0031387,Eric Ebron,3,10.0,1.0
00-0033879,O.J. Howard,3,10.0,1.0
00-0032725,Stephen Anderson,2,4.0,1.0
00-0028097,Lee Smith,2,2.0,1.0
00-0036754,Brock Wright,2,0.0,0.0
00-0036741,Jack Stoll,2,26.0,0.0
00-0036534,Shane Zylstra,2,0.0,0.0
00-0032062,Blake Bell,2,20.0,0.0
00-0032135,Jesse James,2,16.0,1.0
00-0032214,Tyler Kroft,2,36.0,1.0
00-0036250,Tyler Davis,2,0.0,0.0
00-0035249,Josh Oliver,2,18.0,0.0
00-0033421,Antony Auclair,2,34.0,1.0
00-0033528,Jeremy Sprinkle,2,40.0,0.0
00-0035547,Joe Fortson,2,8.0,2.0
00-0036173,Tommy Hudson,1,6.0,0.0
00-0031558,Maxx Williams,1,28.0,1.0
00-0034766,Christopher Herndon,1,4.0,1.0
00-0030155,Demetrius Harris,1,0.0,0.0
00-0031384,Richard Rodgers,1,4.0,0.0
00-0036887,Luke Farrell,1,14.0,0.0
00-0035345,Chris Myarick,1,2.0,1.0
00-0035356,Tyree Jackson,1,6.0,1.0
00-0035428,Daniel Helm,1,0.0,0.0
00-0031951,James O'Shaughnessy,1,0.0,0.0
00-0031598,Nick Boyle,1,4.0,0.0
00-0033258,Darrell Daniels,1,0.0,0.0
00-0036438,Stephen Sullivan,1,0.0,0.0
00-0034735,Codey McElroy,1,0.0,0.0
00-0033576,Eric Saubert,1,2.0,1.0
00-0035308,Tommy Sweeney,1,2.0,1.0
00-0036032,Sean McKeon,1,20.0,1.0
00-0037011,Tre' McKitty,1,0.0,0.0
