player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0030506,Travis Kelce,28,294.0,10.0
00-0030061,Zach Ertz,27,242.0,7.0
00-0031387,Eric Ebron,24,282.0,12.0
00-0033288,George Kittle,21,142.0,2.0
00-0027981,Kyle Rudolph,17,84.0,3.0
00-0030710,Trey Burton,15,144.0,5.0
00-0027061,Jared Cook,15,138.0,3.0
00-0032392,Austin Hooper,15,98.0,4.0
00-0021547,Antonio Gates,14,32.0,3.0
00-0032227,Jeff Heuerman,13,50.0,2.0
00-0033895,Gerald Everett,13,64.0,2.0
00-0031273,Cameron Brate,12,144.0,6.0
00-0030108,Ryan Griffin,10,34.0,0.0
00-0030470,Vance McDonald,10,76.0,3.0
00-0034420,Jordan Thomas,9,106.0,4.0
00-0027656,Rob Gronkowski,9,74.0,1.0
00-0034753,Mark Andrews,9,52.0,2.0
00-0027696,Jimmy Graham,9,70.0,2.0
00-0022943,Benjamin Watson,9,72.0,2.0
00-0033110,Tyler Higbee,8,60.0,3.0
00-0034351,Dallas Goedert,8,76.0,4.0
00-0033885,David Njoku,8,60.0,4.0
00-0033881,Evan Engram,8,70.0,3.0
00-0034766,Chris Herndon,8,156.0,3.0
00-0034365,Ian Thomas,7,62.0,2.0
00-0033879,O.J. Howard,7,100.0,4.0
00-0031598,Nick Boyle,7,12.0,0.0
00-0030472,Jordan Reed,7,40.0,3.0
00-0033559,Michael Roberts,7,68.0,3.0
00-0030181,Jack Doyle,7,82.0,2.0
00-0032394,Nick Vannett,7,80.0,3.0
00-0031744,Matt LaCosse,6,36.0,1.0
00-0032134,C.J. Uzomah,6,70.0,3.0
00-0034829,Mike Gesicki,6,42.0,0.0
00-0032135,Jesse James,6,58.0,1.0
00-0025418,Greg Olsen,6,70.0,4.0
00-0027675,Ed Dickson,6,74.0,3.0
00-0031167,Scott Simonson,6,34.0,1.0
00-0028142,Virgil Green,6,46.0,2.0
00-0033858,Jonnu Smith,5,28.0,2.0
00-0029587,Rhett Ellison,5,54.0,1.0
00-0030854,Erik Swoope,4,78.0,3.0
00-0030155,Demetrius Harris,4,86.0,3.0
00-0028097,Lee Smith,4,14.0,3.0
00-0033217,Mo Alie-Cox,4,16.0,1.0
00-0032141,Geoff Swaim,4,10.0,1.0
00-0033455,Anthony Firkser,4,68.0,1.0
00-0033528,Jeremy Sprinkle,4,30.0,1.0
00-0033611,Ricky Seals-Jones,4,0.0,0.0
00-0033658,Blake Jarwin,4,72.0,2.0
00-0031558,Maxx Williams,4,44.0,1.0
00-0027985,Lance Kendricks,3,22.0,1.0
00-0031585,MyCole Pruitt,3,46.0,1.0
00-0034383,Dalton Schultz,3,-2.0,0.0
00-0034364,Jordan Akins,3,2.0,0.0
00-0033953,Jordan Leggett,3,24.0,1.0
00-0033564,Jake Butt,2,0.0,0.0
00-0027215,Logan Paulsen,2,44.0,1.0
00-0027873,Jermaine Gresham,2,22.0,0.0
00-0032661,Ben Braunecker,2,0.0,0.0
00-0024221,Vernon Davis,2,20.0,0.0
00-0033896,Adam Shaheen,2,4.0,1.0
00-0033054,Rico Gathers,2,0.0,0.0
00-0031418,Austin Seferian-Jenkins,2,8.0,1.0
00-0032634,David Grinnage,2,0.0,0.0
00-0034011,Dan Arnold,2,0.0,0.0
00-0034159,Will Dissly,2,34.0,2.0
00-0028112,Charles Clay,2,10.0,0.0
00-0028903,Garrett Celek,2,22.0,1.0
00-0029119,Derek Carrier,2,12.0,1.0
00-0032214,Tyler Kroft,2,10.0,0.0
00-0029738,Darren Fells,2,14.0,2.0
00-0032120,Neal Sterling,2,12.0,0.0
00-0032117,Nick O'Leary,2,10.0,1.0
00-0031951,James O'Shaughnessy,2,24.0,0.0
00-0031788,Matt Lengel,2,8.0,1.0
00-0030443,Levine Toilolo,2,16.0,1.0
00-0031609,A.J. Derby,2,38.0,1.0
00-0030549,Tyler Eifert,2,30.0,1.0
00-0034073,Ross Dwelley,1,16.0,0.0
00-0032089,Brian Parker,1,0.0,0.0
00-0033627,Jason Croom,1,22.0,0.0
00-0030780,Ryan Hewitt,1,2.0,1.0
00-0024243,Marcedes Lewis,1,0.0,0.0
00-0024389,Delanie Walker,1,0.0,0.0
00-0027139,John Phillips,1,18.0,0.0
00-0028042,Luke Stocker,1,2.0,1.0
00-0028093,Niles Paul,1,0.0,0.0
00-0030216,Josh Hill,1,2.0,1.0
00-0031484,Chris Manhertz,1,0.0,0.0
00-0033576,Eric Saubert,1,0.0,0.0
00-0032430,David Morgan,1,18.0,0.0
00-0032562,Cole Wick,1,0.0,0.0
00-0032599,Josh Perkins,1,16.0,0.0
00-0032745,Alan Cross,1,0.0,0.0
00-0033080,Seth DeValve,1,0.0,0.0
00-0033095,Garrett Griffin,1,10.0,1.0
00-0034830,Hayden Hurst,1,0.0,0.0
