...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos
281,282,Jace Amaro,,,TE37,,,,,,180,288,00-0031042,TE,2015,1,23,2014,-1,--,0.008,49,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0
282,283,Jerell Adams,,,TE38,,,,,,184,292,00-0032429,TE,2015,--,22,2016,-1,--,0.004,184,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
289,290,Tyler Kroft,,,TE39,,,,,,209,332.5,00-0032214,TE,2015,1,22,2015,0.34,21.325668,0.005,85,6.3,15,11,129,21.5,2,1,0,0,0,0,0,1,6
293,294,Crockett Gillmore,,,TE40,,,,,,,271,00-0030992,TE,2015,0.53125,23,2014,0.745,49.541775,0.005,99,5.3,47,33,412,41.2,5,4,0,0,0,0,0,4,10
317,318,Austin Hooper,NE,9,TE41,,,,,,,323,00-0032392,TE,2015,--,20,2016,-1,--,0.007,81,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0
319,320,Maxx Williams,,,TE42,,,,,,,332,00-0031558,TE,2015,1,21,2015,0.4678571428571429,16.54291,0.007,55,9.1,48,32,268,24.363636363636363,2,1,0,0,0,0,0,1,11
360,361,Brent Celek,,,TE43,,,,,,307,364,00-0025549,TE,2015,1,30,2007,0.518125,30.700605,0.026000000000000002,162,2.2,35,27,398,33.166666666666664,6,3,0,0,0,0,0,3,12
434,435,Jeff Heuerman,,,TE44,,,,,,,394,00-0032227,TE,2015,--,22,2015,-1,--,0.005,92,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
437,438,Lance Kendricks,,,TE45,,,,,,,398,00-0027985,TE,2015,1,27,2011,0.6286666666666666,16.860714,0.032,47,10.1,40,25,245,17.5,3,2,0,0,0,0,0,2,14
440,441,Josh Hill,,,TE46,,,,,,,402,00-0030216,TE,2015,1,25,2013,0.365625,11.670257,0.015,,0,30,16,120,9.23076923076923,0,2,0,0,0,0,0,2,13
443,444,Vernon Davis,,,TE47,,,,,,,406,00-0024221,TE,2015,1,31,2006,0.6,26.09923,0.015,6,23.2,58,38,395,30.384615384615383,4,0,0,0,0,0,0,0,13
444,445,Niles Paul,,,TE48,,,,,,,409,00-0028093,TE,2015,1,26,2011,-1,--,0.013999999999999999,155,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
448,449,Dennis Pitta,,,TE49,,,,,,,413,00-0027714,TE,2015,0.9482758620689655,30,2010,-1,--,0.048,114,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0
451,452,Moritz Bohringer,,,WR155,,,,,,,417,00-0032341,TE,2015,--,21,2016,-1,--,--,180,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
452,453,Garrett Celek,,,TE50,,,,,,,418,00-0028903,TE,2015,0.68,27,2012,-1,23.791555,0.016,,0,28,19,186,18.6,2,3,0,0,0,0,0,3,10
465,466,Mychal Rivera,,,TE51,,,,,,,432,00-0030514,TE,2015,1,24,2013,0.37875,12.916703,0.005,184,1.4,46,32,280,20,2,1,0,0,0,0,0,1,14
470,471,Owen Daniels,,,TE52,,,,,,,438,00-0024313,TE,2015,0.8673469387755102,32,2006,0.7525,31.787626,0.027999999999999997,98,5.4,77,46,517,32.3125,6,3,0,0,0,0,0,3,16
481,482,Luke Willson,,,TE53,,,,,,,449,00-0030089,TE,2015,1,25,2013,0.4764285714285714,10.407437,0.005,158,2.4,26,17,213,16.384615384615383,3,1,0,0,0,0,0,1,13
483,484,Ryan Griffin,,,TE54,,,,,,,451,00-0030108,TE,2015,1,25,2013,0.5544444444444444,25.64028,0.005,,0,34,20,251,27.88888888888889,4,2,0,0,0,0,0,2,9
485,486,Darren Fells,,,TE55,,,,,,,453,00-0029738,TE,2015,1,29,2014,0.7128571428571427,25.138184,0.004,,0,28,21,311,28.272727272727273,4,3,0,0,0,0,0,3,11
486,487,Devon Cajuste,,,WR176,,,,,,,454,00-0032716,TE,2015,--,22,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,494,Jermaine Gresham,,,TE56,,,,,,,462,00-0027873,TE,2015,1,27,2010,0.5586666666666668,12.205897,0.023,21,15.2,32,18,223,17.153846153846153,3,1,0,0,0,0,0,1,13
498,499,Kellen Davis,,,TE57,,,,,,,467,00-0026298,TE,2015,1,29,2008,0.388125,6.0971427,0.006,158,2.4,11,3,18,2.25,0,1,0,0,0,0,0,1,8
502,503,MyCole Pruitt,,,TE58,,,,,,,471,00-0031585,TE,2015,1,23,2015,0.20125,3.1365557,0.004,143,3,16,10,89,8.9,1,0,0,0,0,0,0,0,10
505,506,Stephen Anderson,,,TE59,,,,,,,474,00-0032725,TE,2015,--,22,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,510,Scott Chandler,,,TE60,,,,,,,478,00-0025516,TE,2015,0.8415841584158416,30,2007,0.34666666666666673,29.023863,0.018000000000000002,129,3.7,42,23,259,21.583333333333332,4,4,0,0,0,0,0,4,12
511,512,Troy Niklas,,,TE61,,,,,,,480,00-0031044,TE,2015,0.6071428571428571,22,2014,0.15875,57.70333,0.008,52,9.4,4,4,33,11,0,2,0,0,0,0,0,2,3
513,514,Garrett Graham,,,TE62,,,,,,,482,00-0027718,TE,2015,0.8415841584158416,29,2010,0.45,7.42619,0.005,118,4.2,19,4,30,4.285714285714286,0,1,0,0,0,0,0,1,7
515,516,C.J. Fiedorowicz,,,TE63,,,,,,,484,00-0031302,TE,2015,1,23,2014,0.548125,6.431667,0.006,65,8,24,17,167,12.846153846153847,1,1,0,0,0,0,1,1,13
517,518,Jack Doyle,,,TE64,,,,,,,486,00-0030181,TE,2015,1,25,2013,0.304375,10.546667,0.011000000000000001,,0,14,12,72,10.285714285714286,0,1,0,0,0,0,0,1,7
519,520,Dion Sims,,,TE65,,,,,,,488,00-0030422,TE,2015,1,24,2013,0.5461538461538461,13.711743,0.005,106,4.9,25,18,127,10.583333333333334,1,1,0,0,0,0,1,1,12
520,521,Marcedes Lewis,,,TE66,,,,,,,489,00-0024243,TE,2015,1,31,2006,0.6275,5.8435235,0.026000000000000002,28,13.4,37,16,226,15.066666666666666,4,0,0,0,0,0,0,0,15
522,523,Blake Bell,,,TE67,,,,,,,491,00-0032062,TE,2015,1,24,2015,0.3907142857142857,14.0525,0.005,117,4.3,25,15,186,20.666666666666668,3,0,0,0,0,0,0,0,9
524,525,Ed Dickson,,,TE68,,,,,,,493,00-0027675,TE,2015,1,28,2010,0.5406249999999999,11.694773,0.016,70,7.5,26,17,121,10.083333333333334,0,2,0,0,0,0,0,2,12
526,527,Seth DeValve,,,TE69,,,,,,,495,00-0033080,TE,2015,--,22,2016,-1,--,0.004,138,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
528,529,Jeff Cumberland,,,TE70,,,,,,,497,00-0027321,TE,2015,0.9659090909090909,28,2010,-1,3.888,--,,0,14,5,77,15.4,1,0,0,0,0,0,0,0,5
529,530,Anthony Fasano,,,TE71,,,,,,,498,00-0024268,TE,2015,1,31,2006,0.5306249999999999,26.401812,0.018000000000000002,53,9.3,43,26,289,20.642857142857142,3,2,0,0,0,0,0,2,14
531,532,Gavin Escobar,,,TE72,,,,,,,500,00-0030544,TE,2015,0.6938775510204082,24,2013,0.25285714285714284,9.752381,0.009,47,10.1,13,8,64,9.142857142857142,1,1,0,0,0,0,1,1,7
533,534,Nick Vannett,MIN,6,TE73,,,,,,,502,00-0032394,TE,2015,--,22,2016,-1,--,0.005,94,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0
535,536,James O'Shaughnessy,,,TE74,,,,,,,504,00-0031951,TE,2015,0,23,2015,0.24571428571428572,8.678,0.004,173,1.8,9,6,87,17.4,2,0,0,0,0,0,0,0,5
537,538,Brandon Pettigrew,,,TE75,,,,,,,506,00-0026996,TE,2015,0.6181818181818182,30,2009,0.51375,7.824762,0.03,20,15.5,15,7,67,9.571428571428571,1,1,0,0,0,0,0,1,7
539,540,Demetrius Harris,,,TE76,,,,,,,508,00-0030155,TE,2015,0.6296296296296297,24,2013,0.33999999999999997,10.148,0.01,,0,11,7,74,12.333333333333334,1,1,0,0,0,0,0,1,6
541,542,Logan Paulsen,,,TE77,,,,,,,510,00-0027215,TE,2015,1,28,2010,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
