"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0033280","Christian McCaffrey",142,8.9,37.6,"RB","CAR",23.6
2,"00-0033699","Austin Ekeler",108,6.8,36.1,"RB","LAC",18.7
3,"00-0033556","Tarik Cohen",104,6.5,35.4,"RB","CHI",18.3
4,"00-0033856","Leonard Fournette",100,6.7,35.7,"RB","JAX",17.5
5,"00-0033906","Alvin Kamara",97,6.9,35,"RB","NO",17.3
6,"00-0031062","James White",95,6.3,36.8,"RB","NE",16.1
7,"00-0030496","Le'Veon Bell",79,5.3,31,"RB","NYJ",15.9
8,"00-0033893","Dalvin Cook",64,4.6,27.8,"RB","MIN",14.4
9,"00-0030404","Chris Thompson",59,5.4,29.3,"RB","WAS",12.6
10,"00-0033293","Aaron Jones",68,4.9,34,"RB","GB",12.5
11,"00-0033045","Ezekiel Elliott",71,4.7,36.1,"RB","DAL",12.3
12,"00-0034844","Saquon Barkley",73,5.6,37,"RB","NYG",12.3
13,"00-0032257","Duke Johnson",62,3.9,32.4,"RB","HOU",11.9
14,"00-0034367","Nyheim Hines",58,3.6,30.6,"RB","IND",11.8
15,"00-0034331","Jaylen Samuels",57,4.4,30.4,"RB","PIT",11.7
16,"00-0031285","Devonta Freeman",70,5,41.4,"RB","ATL",10.6
17,"00-0034838","Royce Freeman",50,3.1,30.1,"RB","DEN",10.4
18,"00-0035243","Miles Sanders",63,4.2,37.9,"RB","PHI",10.4
19,"00-0034109","Phillip Lindsay",48,3.2,30.1,"RB","DEN",10
20,"00-0032144","Melvin Gordon",55,4.6,36.1,"RB","LAC",9.5
21,"00-0033594","Chris Carson",47,3.1,31,"RB","SEA",9.5
22,"00-0034791","Nick Chubb",49,3.1,32.5,"RB","CLE",9.4
23,"00-0032187","David Johnson",47,4.7,33.2,"RB","ARI",8.8
24,"00-0033025","Jalen Richard",43,2.9,30.8,"RB","LV",8.7
25,"00-0033923","Kareem Hunt",44,5.5,32.5,"RB","CLE",8.5
26,"00-0035250","Devin Singletary",41,4.1,30.4,"RB","BUF",8.4
27,"00-0032940","DeAndre Washington",41,2.9,30.8,"RB","LV",8.3
28,"00-0033948","Jamaal Williams",45,3.2,34,"RB","GB",8.3
29,"00-0032241","Todd Gurley",49,3.3,38.4,"RB","LA",8
30,"00-0032602","J.D. McKissic",43,3.3,34.5,"RB","DET",7.8
31,"00-0033553","James Conner",38,4.8,30.4,"RB","PIT",7.8
32,"00-0030513","Latavius Murray",43,3.3,35,"RB","NO",7.7
33,"00-0033897","Joe Mixon",45,3,36.9,"RB","CIN",7.6
34,"00-0028087","Dion Lewis",32,2.3,26.8,"RB","TEN",7.5
35,"00-0033854","Dare Ogunbowale",46,3.1,38.1,"RB","TB",7.5
36,"00-0030456","Giovani Bernard",43,2.7,36.9,"RB","CIN",7.3
37,"00-0027966","Mark Ingram",29,2.2,26.6,"RB","BAL",6.8
38,"00-0033118","Kenyan Drake",36,4.5,33.2,"RB","ARI",6.8
39,"00-0030874","Damien Williams",37,3.7,35,"RB","KC",6.6
40,"00-0034816","Ronald Jones",40,3.1,38.1,"RB","TB",6.6
41,"00-0030288","Rex Burkhead",38,2.9,36.8,"RB","NE",6.5
42,"00-0032058","Tevin Coleman",30,2.7,29.4,"RB","SF",6.4
43,"00-0035685","David Montgomery",35,2.5,35.4,"RB","CHI",6.2
44,"00-0027029","LeSean McCoy",34,2.8,35,"RB","KC",6.1
45,"00-0032918","C.J. Ham",26,2.2,27.8,"RB","MIN",5.8
46,"00-0032764","Derrick Henry",24,1.8,26.8,"RB","TEN",5.6
47,"00-0033118","Kenyan Drake",34,5.7,38.1,"RB","MIA",5.6
48,"00-0035537","Ty Johnson",31,2.4,34.5,"RB","DET",5.6
49,"00-0035700","Josh Jacobs",27,2.5,30.8,"RB","LV",5.5
50,"00-0029892","Kyle Juszczyk",24,2.7,29.4,"RB","SF",5.1
51,"00-0035342","Patrick Laird",31,3.9,38.1,"RB","MIA",5.1
52,"00-0025394","Adrian Peterson",23,2.1,29.3,"RB","WAS",4.9
53,"00-0031687","Raheem Mostert",22,2,29.4,"RB","SF",4.7
54,"00-0032104","Ameer Abdullah",21,2.6,27.8,"RB","MIN",4.7
55,"00-0033308","Matt Breida",22,1.8,29.4,"RB","SF",4.7
56,"00-0034414","Boston Scott",26,5.2,37.9,"RB","PHI",4.3
57,"00-0035268","Ryquell Armstead",24,2.4,35.7,"RB","JAX",4.2
58,"00-0032741","Peyton Barber",24,2,38.1,"RB","TB",3.9
59,"00-0034681","Chase Edmonds",21,2.6,33.2,"RB","ARI",3.9
60,"00-0034799","Kalen Ballage",24,2.4,38.1,"RB","MIA",3.9
61,"00-0035261","Tony Pollard",20,2.5,36.1,"RB","DAL",3.5
62,"00-0034679","Mark Walton",21,3.5,38.1,"RB","MIA",3.4
63,"00-0034845","Sony Michel",20,2.2,36.8,"RB","NE",3.4
