...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,attempts,rush_yards,rush_ypg,rush_20plus,rush_td,fumbles_perdidos,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,total_touchdowns,partidos
21,22,Justin Forsett,,,RB11,,,,21,,28,22.3,00-0026373,RB,2014,0.8585858585858586,28,2008,0.660625,47.471622,0.021,233,0,237,1268,79.25,17,8,0,59,44,263,16.4375,3,0,8,16
26,27,Lamar Miller,,,RB12,,,,24,,37,27,00-0029615,RB,2014,1.0,23,2012,0.5874999999999999,39.069164,0.005,97,5.5,216,1099,68.6875,9,8,3,52,38,262,16.375,1,1,9,16
27,28,Frank Gore,,,RB13,,,,29,,32,29,00-0023500,RB,2014,0.8762886597938144,31,2005,0.6112500000000001,51.833622,0.027999999999999997,65,8,255,1106,69.125,5,4,2,19,11,111,6.9375,1,1,5,16
31,32,Mark Ingram,II,,RB14,,,,32,,33,31.8,00-0027966,RB,2014,0.75,24,2011,0.5176923076923077,41.03923,0.027999999999999997,28,13.4,226,964,74.15384615384616,5,9,1,36,29,145,11.153846153846153,0,0,9,13
33,34,Melvin Gordon,III,,RB15,,,,36,,30,37,00-0032144,RB,2014,--,21,2015,-1,--,0.019,15,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,35,Latavius Murray,,,RB16,,,,35,,42,37.8,00-0030513,RB,2014,1.0,24,2013,0.2793333333333334,53.173447,0.004,181,1.5,82,424,42.4,4,2,0,23,17,143,14.3,1,0,2,10
35,36,Alfred Morris,,,RB17,,,,38,,39,41,00-0029141,RB,2014,1.0,25,2012,0.56,45.787956,0.005,173,1.8,265,1074,67.125,9,8,0,26,17,155,9.6875,2,0,8,16
36,37,Carlos Hyde,,,RB18,,,,40,,41,41.8,00-0031045,RB,2014,1.0,23,2014,0.315,9.568407,0.006999999999999999,57,8.9,83,333,23.785714285714285,1,4,1,16,12,68,4.857142857142857,0,0,4,14
37,38,Andre Ellington,,,RB19,,,,39,,45,42,00-0030287,RB,2014,0.5483870967741935,25,2013,0.6725,57.41174,0.005,187,1.3,201,660,55,4,3,2,64,46,395,32.916666666666664,4,2,5,12
42,43,Arian Foster,,,RB20,,,,56,,67,48.5,00-0026796,RB,2014,0.8823529411764706,28,2009,-1,69.02256,0.07200000000000001,,0,260,1246,95.84615384615384,9,8,2,59,38,327,25.153846153846153,3,5,14,13
43,44,Ameer Abdullah,SF,10,RB21,,,,42,,62,49,00-0032104,RB,2014,--,21,2015,-1,--,0.006999999999999999,54,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,46,Joseph Randle,,,RB22,,,,43,,53,49.8,00-0030388,RB,2014,1.0,22,2013,0.09,19.030767,0.005,151,2.7,51,343,24.5,3,3,2,5,4,23,1.6428571428571428,0,0,3,14
47,48,Jonathan Stewart,,,RB23,,,,46,,58,50.3,00-0026153,RB,2014,1.0,27,2008,0.6130769230769231,30.038973,0.061,13,18.3,175,809,62.23076923076923,4,3,1,31,25,181,13.923076923076923,1,1,4,13
54,55,T.J. Yeldon,,,RB24,,,,59,,55,56,00-0032209,RB,2014,--,20,2015,-1,--,0.01,36,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,56,C.J. Spiller,,,RB25,,,,50,,78,56.3,00-0027861,RB,2014,1.0,27,2010,0.31666666666666665,27.430277,0.027999999999999997,9,20.6,78,300,33.333333333333336,3,0,1,22,19,125,13.88888888888889,1,1,1,9
57,58,Doug Martin,,,RB26,,,,58,,71,59.5,00-0029613,RB,2014,0.7906976744186046,25,2012,0.4981818181818181,19.816727,0.013999999999999999,31,12.7,134,494,44.90909090909091,2,2,0,20,13,64,5.818181818181818,1,0,2,11
60,61,Todd Gurley,II,,RB27,,,,52,,93,62.5,00-0032241,RB,2014,--,20,2015,-1,--,0.024,10,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,66,Giovani Bernard,,,RB28,,,,69,,65,66,00-0030456,RB,2014,1.0,22,2013,0.5923076923076924,57.206024,0.011000000000000001,37,11.6,168,680,52.30769230769231,2,5,0,59,43,349,26.846153846153847,4,2,7,13
67,68,Chris Ivory,,,RB29,,,,61,,80,67.3,00-0027531,RB,2014,0.782051282051282,26,2010,-1,31.516666,0.016,,0,198,821,51.3125,1,6,1,27,18,123,7.6875,1,1,7,16
71,72,Joique Bell,,,RB30,,,,70,,77,73.3,00-0027218,RB,2014,1.0,28,2010,-1,54.24552,0.023,,0,224,860,57.333333333333336,5,7,1,53,34,322,21.466666666666665,3,1,8,15
73,74,LeGarrette Blount,,,RB31,,,,79,,90,76.3,00-0027325,RB,2014,1.0,27,2010,-1,34.282566,0.013999999999999999,,0,125,547,36.46666666666667,5,5,1,12,10,54,3.6,0,0,5,15
74,75,Shane Vereen,,,RB32,,,,74,,86,76.3,00-0027994,RB,2014,1.0,25,2011,0.52625,47.386497,0.028999999999999998,56,9,96,391,24.4375,0,2,0,77,52,447,27.9375,4,3,5,16
75,76,Tevin Coleman,,,RB33,,,,76,,79,77.5,00-0032058,RB,2014,--,21,2015,-1,--,0.006,73,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,Rashad Jennings,,,RB34,,,,80,,84,79.8,00-0027155,RB,2014,0.8095238095238095,29,2009,0.5281818181818182,67.75091,0.019,250,0,167,639,58.09090909090909,0,4,1,41,30,226,20.545454545454547,2,0,4,11
83,84,Isaiah Crowell,,,RB35,,,,104,,83,89.5,00-0030656,RB,2014,1.0,21,2014,-1,28.825426,0.004,,0,148,607,40.46666666666667,5,8,2,14,9,87,5.8,0,0,8,15
90,91,Ryan Mathews,,,RB36,,,,90,,116,94.8,00-0027864,RB,2014,0.8192771084337349,26,2010,0.41,24.458998,0.026000000000000002,12,18.8,148,660,110,6,6,0,20,18,138,23,0,0,6,6
92,93,Devonta Freeman,,,RB37,,,,95,,108,97.5,00-0031285,RB,2014,1.0,22,2014,0.215,19.935957,0.005,103,5.1,65,248,15.5,2,1,1,37,30,225,14.0625,1,1,2,16
93,94,Tre Mason,,,RB38,,,,106,,95,98.5,00-0031391,RB,2014,1.0,21,2014,0.5175,85.14205,0.006,75,7.1,179,765,63.75,6,4,1,26,16,148,12.333333333333334,2,1,5,12
95,96,Bishop Sankey,,,RB39,,,,87,,114,100.5,00-0031413,RB,2014,1.0,21,2014,0.3775,15.863832,0.006999999999999999,54,9.2,152,569,35.5625,1,2,2,23,18,133,8.3125,0,0,2,16
97,98,Darren McFadden,,,RB40,,,,102,,112,103.3,00-0026144,RB,2014,1.0,27,2008,0.50875,21.623835,0.01,4,25.8,155,534,33.375,1,2,1,56,36,212,13.25,2,0,2,16
99,100,Alfred Blue,,,RB41,,,,82,,106,104.5,00-0031075,RB,2014,1.0,23,2014,0.289375,29.583958,0.004,181,1.5,169,528,33,2,2,0,18,15,113,7.0625,1,1,3,16
100,101,Duke Johnson Jr.,,,RB42,,,,97,,132,104.5,00-0032257,RB,2014,--,20,2015,-1,--,0.005,77,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,107,Danny Woodhead,,,RB43,,,,101,,159,108.5,00-0026019,RB,2014,0.963855421686747,29,2008,-1,27.403334,0.021,,0,15,38,12.666666666666666,0,0,0,6,5,34,11.333333333333334,0,0,0,3
118,119,Darren Sproles,,,RB44,,,,120,,131,122,00-0023564,RB,2014,1.0,31,2005,0.30733333333333335,52.16781,0.026000000000000002,130,3.6,57,329,21.933333333333334,2,6,1,62,40,387,25.8,4,0,6,15
122,123,David Johnson,,,RB45,,,,130,,142,126.3,00-0032187,RB,2014,--,22,2015,-1,--,0.005,86,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,127,Reggie Bush,,,RB46,,,,139,,133,131,00-0024217,RB,2014,1.0,29,2006,0.3718181818181818,43.67218,0.017,2,30.2,76,297,27,1,2,0,56,40,253,23,3,0,2,11
127,128,Knile Davis,,,RB47,,,,125,,151,131,00-0030280,RB,2014,1.0,22,2013,0.27875,82.51238,0.006,96,5.5,134,463,30.866666666666667,3,6,2,25,16,147,9.8,1,1,7,15
132,133,Charles Sims,,,RB48,,,,153,,118,137.8,00-0031390,RB,2014,1.0,23,2014,0.4775,14.919821,0.006,69,7.6,66,185,23.125,1,1,1,27,19,190,23.75,2,0,1,8
143,144,Matt Jones,,,RB49,,,,145,,185,155.3,00-0031939,RB,2014,--,21,2015,-1,--,0.005,95,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,146,David Cobb,,,RB50,,,,124,,245,155.5,00-0032133,RB,2014,--,21,2015,-1,--,0.004,138,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,147,Roy Helu,,,RB51,,,,152,,189,155.5,00-0028043,RB,2014,0.9444444444444444,25,2011,0.39785714285714285,17.984102,0.013999999999999999,105,5,40,216,16.615384615384617,0,1,1,47,42,477,36.69230769230769,10,2,3,13
147,148,Andre Williams,,,RB52,,,,132,,169,156.3,00-0031055,RB,2014,1.0,22,2014,0.464375,39.187626,0.005,113,4.5,217,721,45.0625,4,7,0,37,18,130,8.125,1,0,7,16
149,150,DeAngelo Williams,,,RB53,,,,164,,166,158.5,00-0024242,RB,2014,0.8947368421052632,31,2006,0.3316666666666667,3.4816666,0.013999999999999999,27,13.6,62,219,36.5,0,0,1,6,5,44,7.333333333333333,1,0,0,6
156,157,Ronnie Hillman,,,RB54,,,,135,,235,166.3,00-0029683,RB,2014,1.0,22,2012,0.535,89.63839,0.006,67,7.8,106,434,54.25,3,3,0,34,21,139,17.375,0,1,4,8
167,168,Fred Jackson,,,RB55,,,,162,,205,179.3,00-0024204,RB,2014,0.7311827956989247,33,2006,-1,30.471432,0.006,,0,142,527,37.642857142857146,1,2,0,90,66,501,35.785714285714285,6,1,3,14
171,172,Cameron Artis-Payne,,,RB56,,,,201,,209,186.8,00-0031599,RB,2014,--,24,2015,-1,--,0.004,174,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,173,Denard Robinson,,,RB57,,,,140,,244,188,00-0030547,RB,2014,0.53125,23,2013,0.4561538461538462,41.642563,0.005,135,3.4,135,582,44.76923076923077,4,4,2,31,23,124,9.538461538461538,0,0,4,13
180,181,Christine Michael,,,RB59,,,,159,,301,209.3,00-0030432,RB,2014,1.0,23,2013,0.106,4.917889,0.004,62,8.3,34,175,17.5,1,0,0,2,1,12,1.2,0,0,0,10
189,190,Jonas Gray,,,RB60,,,,156,,,167,00-0029104,RB,2014,1.0,24,2012,-1,210.34697,0.004,,0,89,412,51.5,1,5,0,3,1,7,0.875,0,0,5,8
191,192,James Starks,,,RB61,,,,204,,279,221.5,00-0027791,RB,2014,1.0,28,2010,0.246875,22.461813,0.012,193,1.1,85,333,23.785714285714285,3,2,0,29,18,140,10,1,0,2,14
196,197,Montee Ball,,,RB62,,,,167,,197,176.7,00-0030522,RB,2014,0.5483870967741935,23,2013,0.5640000000000001,44.026997,0.001,58,8.7,55,172,34.4,1,1,1,13,9,62,12.4,0,0,1,5
197,198,Jay Ajayi,,,RB63,,,,219,,184,177.7,00-0031590,RB,2014,--,21,2015,-1,--,0.004,149,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,200,Khiry Robinson,,,RB64,,,,213,,320,232.5,00-0030348,RB,2014,1.0,24,2013,-1,29.566113,--,,0,76,362,40.22222222222222,2,3,2,11,8,63,7,0,0,3,9
215,216,Terrance West,,,RB65,,,,189,,233,206.7,00-0031375,RB,2014,1.0,23,2014,0.4342857142857143,37.38577,0.004,94,5.7,171,673,48.07142857142857,4,4,1,13,11,64,4.571428571428571,0,1,5,14
216,217,Jerick McKinnon,,,RB66,,,,242,,218,209.3,00-0031376,RB,2014,0.0,22,2014,0.4527272727272728,24.114183,0.005,96,5.5,113,538,48.90909090909091,4,0,0,41,27,135,12.272727272727273,0,0,0,11
217,218,James White,,,RB67,,,,158,,281,210.7,00-0031062,RB,2014,1.0,22,2014,0.17333333333333334,6.6099997,0.005,130,3.6,9,38,12.666666666666666,0,0,0,5,5,23,7.666666666666667,0,0,0,3
218,219,Dan Herron,,,RB68,,,,166,,271,215.7,00-0029588,RB,2014,0.7241379310344828,25,2012,0.221875,26.240728,0.005,191,1.2,78,351,31.90909090909091,1,1,2,26,21,173,15.727272727272727,4,0,1,11
219,220,Theo Riddick,,,RB69,,,,249,,210,221.3,00-0030107,RB,2014,1.0,23,2013,0.17357142857142857,56.22141,0.005,199,0.9,20,51,3.923076923076923,0,0,0,50,34,316,24.307692307692307,3,4,4,13
221,222,Branden Oliver,,,RB70,,,,178,,252,223,00-0031277,RB,2014,1.0,23,2014,-1,85.8172,--,,0,160,582,41.57142857142857,3,3,0,45,36,271,19.357142857142858,3,1,4,14
223,224,Chris Johnson,,,RB71,,,,191,,253,225,00-0026164,RB,2014,1.0,28,2008,0.368125,27.003836,0.006,24,14.4,155,663,41.4375,4,1,1,34,24,151,9.4375,1,1,2,16
225,226,Cordarrelle Patterson,,,RB72,,,,244,,227,226.7,00-0030578,RB,2014,1.0,23,2013,0.5418749999999999,35.59329,0.015,29,13.2,10,117,7.3125,2,1,1,67,33,384,24,4,1,2,16
227,228,Chris Polk,,,RB73,,,,215,,267,228.7,00-0029438,RB,2014,1.0,24,2012,-1,20.630278,0.005,,0,46,172,21.5,1,4,0,3,2,16,2,0,0,4,8
234,235,Lance Dunbar,,,RB74,,,,243,,270,241.7,00-0029004,RB,2014,0.6904761904761905,24,2012,-1,6.431868,--,,0,29,99,7.071428571428571,0,0,0,22,18,217,15.5,4,0,0,14
235,236,Stevan Ridley,,,RB75,,,,238,,273,242.3,00-0028011,RB,2014,0.8947368421052632,25,2011,0.4233333333333333,40.866665,0.009000000000000001,73,7.3,94,340,56.666666666666664,1,2,0,5,4,20,3.3333333333333335,0,0,2,6
239,240,Javorius Allen,,,RB76,,,,266,,291,249.3,00-0031577,RB,2014,--,23,2015,-1,--,0.005,125,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,247,Lorenzo Taliaferro,,,RB77,,,,237,,304,261.3,00-0031066,RB,2014,0.0,22,2014,0.15692307692307692,48.816,0.005,138,3.2,69,292,29.2,3,4,1,10,8,114,11.4,2,0,4,10
247,248,Jeremy Langford,,,RB78,,,,284,,255,261.3,00-0031569,RB,2014,--,22,2015,-1,--,0.005,106,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,249,Josh Robinson,,,RB79,,,,228,,325,263.3,00-0031611,RB,2014,--,22,2015,-1,--,0.004,205,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,250,Ray Rice,,,RB80,,,,275,,280,265.7,00-0026195,RB,2014,1.0,27,2008,-1,--,0.057999999999999996,55,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,251,Dion Lewis,,,RB81,,,,221,,357,267.7,00-0028087,RB,2014,1.0,23,2011,-1,--,0.01,149,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,253,Pierre Thomas,,,RB82,,,,338,,249,269.7,00-0024813,RB,2014,0.51,29,2007,-1,60.32364,0.006,,0,45,222,20.181818181818183,1,2,0,55,45,378,34.36363636363637,2,1,3,11
253,254,Zach Zenner,,,RB83,,,,225,,358,269.7,00-0031665,RB,2014,--,22,2015,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,256,Karlos Williams,,,RB84,,,,254,,338,274,00-0032152,RB,2014,--,21,2015,-1,--,0.004,155,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,261,Knowshon Moreno,,,RB85,,,,223,,261,242,00-0026988,RB,2014,0.8095238095238095,27,2009,0.3333333333333333,107.05334,0.023,12,18.8,31,148,49.333333333333336,0,1,0,1,1,8,2.6666666666666665,0,0,1,3
285,286,Robert Turbin,,,RB86,,,,278,,275,276.5,00-0029273,RB,2014,1.0,24,2012,0.246875,14.632666,0.005,106,4.9,74,310,19.375,0,0,1,20,16,186,11.625,3,2,2,16
297,298,Toby Gerhart,,,RB88,,,,312,,256,284,00-0027888,RB,2014,1.0,27,2010,0.34500000000000003,15.52,0.026000000000000002,51,9.6,101,326,23.285714285714285,1,2,1,24,20,186,13.285714285714286,2,0,2,14
301,302,Brandon Bolden,,,RB89,,,,277,,295,286,00-0029239,RB,2014,1.0,24,2012,0.065,5.6275,--,,0,28,89,9.88888888888889,0,1,0,6,2,8,0.8888888888888888,0,0,1,9
302,303,Matt Asiata,,,RB90,,,,199,,414,306.5,00-0028198,RB,2014,1.0,27,2012,-1,96.791245,--,,0,166,574,38.266666666666666,0,9,1,63,44,312,20.8,2,1,10,15
310,311,Zac Stacy,,,RB91,,,,252,,339,295.5,00-0030536,RB,2014,1.0,23,2013,0.23384615384615384,24.165,0.005,160,2.3,76,293,32.55555555555556,0,1,2,23,18,152,16.88888888888889,0,0,1,9
316,317,Ahmad Bradshaw,,,RB92,,,,217,,,217,00-0025637,RB,2014,0.8095238095238095,28,2007,0.514,40.658337,0.006,250,0,90,425,42.5,3,2,2,47,38,300,30,2,6,8,10
324,325,Damien Williams,,,RB93,,,,255,,351,303,00-0030874,RB,2014,1.0,22,2014,0.15000000000000002,26.43659,0.004,,0,36,122,10.166666666666666,0,0,0,27,21,187,15.583333333333334,3,1,1,12
325,326,Trent Richardson,,,RB94,,,,349,,258,303.5,00-0029675,RB,2014,1.0,24,2012,0.4406666666666667,26.731237,0.013000000000000001,3,27.6,159,519,34.6,1,3,1,34,27,229,15.266666666666667,3,0,3,15
327,328,Kenjon Barner,,,RB95,,,,236,,,236,00-0030465,RB,2014,1.0,25,2013,-1,--,0.004,182,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,330,Juwan Thompson,,,RB96,,,,247,,367,307,00-0030705,RB,2014,1.0,22,2014,-1,16.766287,--,,0,54,272,22.666666666666668,2,3,0,7,4,25,2.0833333333333335,0,0,3,12
331,332,Jacquizz Rodgers,,,RB97,,,,295,,327,311,00-0028083,RB,2014,1.0,24,2011,0.321875,10.259999,0.005,145,2.9,59,217,13.5625,0,1,0,40,29,173,10.8125,0,1,2,16
333,334,Anthony Dixon,,,RB98,,,,248,,,248,00-0027772,RB,2014,1.0,26,2010,0.215,15.927565,0.009000000000000001,173,1.8,105,432,33.23076923076923,3,2,0,9,8,49,3.769230769230769,0,0,2,13
334,335,Ka'Deem Carey,,,RB99,,,,334,,293,313.5,00-0031057,RB,2014,1.0,21,2014,0.10357142857142858,7.5005555,0.005,117,4.3,36,158,15.8,0,0,0,6,5,57,5.7,0,0,0,10
335,336,Bryce Brown,,,RB100,,,,253,,,253,00-0029429,RB,2014,1.0,23,2012,0.25571428571428567,37.766666,0.005,229,0,36,126,18,0,0,1,25,16,176,25.142857142857142,1,0,0,7
338,339,Jarryd Hayne,,,RB101,,,,272,,370,321,00-0031493,RB,2014,--,26,2015,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,345,Benny Cunningham Jr.,,,RB102,,,,283,,364,323.5,00-0029795,RB,2014,1.0,24,2013,-1,21.785334,--,,0,66,246,15.375,1,3,2,53,45,352,22,0,1,4,16
347,348,Travaris Cadet,,,RB103,,,,276,,422,349,00-0029205,RB,2014,1.0,25,2012,-1,12.471666,--,,0,10,32,2.4615384615384617,0,0,2,51,38,296,22.76923076923077,3,1,1,13
356,357,Rex Burkhead,,,RB104,,,,,,305,305,00-0030288,RB,2014,1.0,24,2013,0.05666666666666667,4.9366665,0.005,190,1.2,9,27,6.75,0,1,0,10,7,49,12.25,0,0,1,4
358,359,Ben Tate,,,RB105,,,,308,,,308,00-0027890,RB,2014,0.7692307692307693,26,2010,0.3836363636363637,44.073635,--,58,8.7,119,371,33.72727272727273,1,4,0,12,9,60,5.454545454545454,1,0,4,11
360,361,Fozzy Whittaker,,,RB106,,,,,,309,309,00-0029731,RB,2014,1.0,25,2012,-1,22.049822,--,,0,32,145,18.125,0,1,0,6,5,60,7.5,2,1,2,8
361,362,Dri Archer,,,RB107,,,,359,,329,344,00-0031392,RB,2014,1.0,23,2014,0.06083333333333334,2.1756666,0.005,97,5.5,10,40,4,0,0,0,10,7,23,2.3,0,0,0,10
364,365,Bilal Powell,,,RB108,,,,344,,346,345,00-0028064,RB,2014,1.0,25,2011,0.23333333333333336,7.5833516,0.013999999999999999,126,3.8,33,141,10.071428571428571,0,1,0,15,11,92,6.571428571428571,1,0,1,14
366,367,Jordan Todman,,,RB110,,,,317,,,317,00-0028121,RB,2014,0.9318181818181818,24,2011,0.29625,31.49638,0.005,183,1.4,32,186,12.4,2,1,0,37,25,198,13.2,2,1,2,15
369,370,Antone Smith,,,RB111,,,,318,,434,376,00-0026855,RB,2014,0.8607594936708861,28,2009,-1,46.30933,--,,0,23,144,14.4,2,2,1,15,13,222,22.2,3,3,5,10
393,394,Bernard Pierce,,,RB117,,,,348,,,348,00-0029264,RB,2014,1.0,23,2012,0.18307692307692308,13.86923,0.006,84,6.4,93,366,28.153846153846153,4,2,1,6,2,13,1,0,0,2,13
395,396,Bobby Rainey,,,RB118,,,,,,350,350,00-0029384,RB,2014,0.8918918918918919,26,2012,-1,31.388107,--,,0,94,406,33.833333333333336,4,1,3,45,33,315,26.25,2,1,2,12
406,407,Mike Davis,,,RB119,,,,,,362,362,00-0032063,RB,2014,--,21,2015,-1,--,0.005,126,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,418,Will Johnson,,,RB121,,,,,,382,382,00-0028841,RB,2014,1.0,25,2012,-1,2.1269443,--,,0,2,0,0,0,0,0,20,12,82,9.11111111111111,0,0,0,9
418,420,Antonio Andrews,,,RB122,,,,,,385,385,00-0030789,RB,2014,1.0,22,2014,-1,,--,,0,0,0,0,0,0,0,2,2,11,11,0,0,0,0
