"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0026019","Danny Woodhead",106,6.6,41.4,"RB","LAC",16
2,"00-0030107","Theo Riddick",99,6.2,38.9,"RB","DET",15.9
3,"00-0031285","Devonta Freeman",97,6.9,38.7,"RB","ATL",15.7
4,"00-0023564","Darren Sproles",83,5.2,38.8,"RB","PHI",13.4
5,"00-0030456","Giovani Bernard",66,4.4,30.9,"RB","CIN",13.3
6,"00-0031390","Charles Sims",70,4.4,33,"RB","TB",13.3
7,"00-0027994","Shane Vereen",81,5.4,38.4,"RB","NYG",13.2
8,"00-0032257","Duke Johnson",74,5.3,37.8,"RB","CLE",12.2
9,"00-0026184","Matt Forte",60,4.6,32.6,"RB","CHI",11.5
10,"00-0027029","LeSean McCoy",50,4.2,28.9,"RB","BUF",10.8
11,"00-0028064","Bilal Powell",63,5.7,37.6,"RB","NYJ",10.5
12,"00-0026144","Darren McFadden",54,3.9,32.5,"RB","DAL",10.4
13,"00-0032187","David Johnson",57,3.8,34.4,"RB","ARI",10.4
14,"00-0029615","Lamar Miller",57,3.8,36.4,"RB","MIA",9.8
15,"00-0023500","Frank Gore",58,3.9,37.9,"RB","IND",9.6
16,"00-0027791","James Starks",53,3.8,35.6,"RB","GB",9.3
17,"00-0031577","Javorius Allen",62,4.4,41.9,"RB","BAL",9.2
18,"00-0027966","Mark Ingram",60,5,41.6,"RB","NO",9
19,"00-0028009","DeMarco Murray",55,4.6,38.8,"RB","PHI",8.9
20,"00-0030513","Latavius Murray",53,3.5,37.8,"RB","LV",8.8
21,"00-0031062","James White",54,4.9,39,"RB","NE",8.7
22,"00-0024204","Fred Jackson",41,2.7,29.7,"RB","SEA",8.6
23,"00-0030404","Chris Thompson",48,4,34.9,"RB","WAS",8.6
24,"00-0029613","Doug Martin",44,2.9,33,"RB","TB",8.3
25,"00-0024242","DeAngelo Williams",48,4,37.2,"RB","PIT",8.1
26,"00-0025394","Adrian Peterson",36,2.6,27.7,"RB","MIN",8.1
27,"00-0028087","Dion Lewis",50,7.1,39,"RB","NE",8
28,"00-0031569","Jeremy Langford",42,3.8,32.6,"RB","CHI",8
29,"00-0027651","Dexter McCluster",42,4.2,34.2,"RB","TEN",7.7
30,"00-0029795","Benny Cunningham",36,2.8,29.3,"RB","LA",7.7
31,"00-0032209","T.J. Yeldon",46,3.8,37.9,"RB","JAX",7.6
32,"00-0030668","Charcandrick West",34,2.6,29.2,"RB","KC",7.3
33,"00-0027861","C.J. Spiller",44,3.4,41.6,"RB","NO",6.6
34,"00-0027155","Rashad Jennings",40,2.7,38.4,"RB","NYG",6.5
35,"00-0031376","Jerick McKinnon",29,2.6,27.7,"RB","MIN",6.5
36,"00-0026213","Jamaal Charles",30,6,29.2,"RB","KC",6.4
37,"00-0026373","Justin Forsett",42,4.7,41.9,"RB","BAL",6.3
38,"00-0027531","Chris Ivory",37,2.6,37.6,"RB","NYJ",6.1
39,"00-0028202","Shaun Draughn",32,5.3,32.9,"RB","SF",6.1
40,"00-0028202","Shaun Draughn",32,5.3,32.9,"RB","SF",6.1
41,"00-0032104","Ameer Abdullah",38,2.5,38.9,"RB","DET",6.1
42,"00-0029854","C.J. Anderson",36,2.4,37.8,"RB","DEN",6
43,"00-0029683","Ronnie Hillman",35,2.7,37.8,"RB","DEN",5.8
44,"00-0032144","Melvin Gordon",37,3.1,41.4,"RB","LAC",5.6
45,"00-0032241","Todd Gurley",26,2.6,29.3,"RB","LA",5.5
46,"00-0030789","Antonio Andrews",29,2.4,34.2,"RB","TEN",5.3
47,"00-0029510","Jonathan Grimes",32,2.9,38.5,"RB","HOU",5.2
48,"00-0028198","Matt Asiata",22,1.8,27.7,"RB","MIN",5
49,"00-0030547","Denard Robinson",30,3,37.9,"RB","JAX",5
50,"00-0030485","Eddie Lacy",28,2.2,35.6,"RB","GB",4.9
51,"00-0029239","Brandon Bolden",30,3,39,"RB","NE",4.8
52,"00-0030874","Damien Williams",28,2.3,36.4,"RB","MIA",4.8
53,"00-0026796","Arian Foster",28,7,38.5,"RB","HOU",4.5
54,"00-0027864","Ryan Mathews",28,2.5,38.8,"RB","PHI",4.5
55,"00-0029438","Chris Polk",28,2.5,38.5,"RB","HOU",4.5
56,"00-0031391","Tre Mason",21,2.3,29.3,"RB","LA",4.5
57,"00-0031939","Matt Jones",25,2.5,34.9,"RB","WAS",4.5
58,"00-0025399","Marshawn Lynch",21,3.5,29.7,"RB","SEA",4.4
59,"00-0029004","Lance Dunbar",23,7.7,32.5,"RB","DAL",4.4
60,"00-0030287","Andre Ellington",24,2.7,34.4,"RB","ARI",4.4
61,"00-0030496","Le'Veon Bell",26,5.2,37.2,"RB","PIT",4.4
62,"00-0026153","Jonathan Stewart",21,1.9,30.9,"RB","CAR",4.3
63,"00-0027218","Joique Bell",27,2.1,38.9,"RB","DET",4.3
64,"00-0031413","Bishop Sankey",22,2.4,34.2,"RB","TEN",4
65,"00-0030656","Isaiah Crowell",22,2.2,37.8,"RB","CLE",3.6
66,"00-0030348","Khiry Robinson",20,2.5,41.6,"RB","NO",3
