player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0035700,Josh Jacobs,17,1653.0,97.23529,1.9338435,50.54791
00-0036223,Jonathan Taylor,11,861.0,78.27273,1.7450246,48.9886
00-0033893,Dalvin Cook,18,1233.0,68.5,1.4799565,48.62919
00-0032764,Derrick Henry,16,1538.0,96.125,2.266374,43.038776
00-0037258,Dameon Pierce,13,939.0,72.23077,1.546777,42.73464
00-0034791,Nick Chubb,17,1525.0,89.70588,2.2871838,39.132385
00-0033897,Joe Mixon,17,977.0,57.47059,1.429429,39.02852
00-0033553,James Conner,13,782.0,60.153847,1.6505284,37.883053
00-0033699,Austin Ekeler,18,950.0,52.77778,1.345484,36.68422
00-0037157,Zonovan Knight,7,300.0,42.857143,1.2816439,33.950336
00-0037256,Rachaad White,17,522.0,30.705883,1.1596048,33.92266
00-0034844,Saquon Barkley,18,1426.0,79.22222,2.3719225,33.65246
00-0038134,Kenneth Walker,16,1113.0,69.5625,2.010282,33.47166
00-0038120,Breece Hall,7,463.0,66.14286,2.0259051,33.463165
00-0036973,Travis Etienne,19,1296.0,68.210526,1.9748716,33.368927
00-0037746,Brian Robinson,12,797.0,66.416664,2.0458763,32.827053
00-0036893,Najee Harris,17,1034.0,60.82353,1.8721206,32.50867
00-0033280,Christian McCaffrey,20,1377.0,68.85,2.1924005,32.292217
00-0036875,Rhamondre Stevenson,17,1040.0,61.17647,1.8764385,32.094234
00-0031687,Raheem Mostert,16,891.0,55.6875,1.7370486,31.858727
00-0033948,Jamaal Williams,17,1066.0,62.705883,2.0311217,31.416838
00-0035243,Miles Sanders,20,1417.0,70.85,2.2985902,31.104046
00-0033293,Aaron Jones,17,1121.0,65.94118,2.0386877,30.968351
00-0033856,Leonard Fournette,17,679.0,39.941177,1.1089387,30.81757
00-0033906,Alvin Kamara,15,897.0,59.8,1.9687744,30.783674
00-0034750,Rashaad Penny,5,346.0,69.2,2.2023566,30.385305
00-0030513,Latavius Murray,13,760.0,58.46154,1.8411592,30.342539
00-0034115,Jeffery Wilson,17,883.0,51.941177,1.7846373,29.128164
00-0033045,Ezekiel Elliott,17,929.0,54.64706,1.9896269,28.208992
00-0036414,Cam Akers,15,786.0,52.4,1.7836697,28.17216
00-0036997,Javonte Williams,4,204.0,51.0,1.8133426,28.113323
00-0035261,Tony Pollard,18,1106.0,61.444443,2.1296318,26.674452
00-0037197,Isiah Pacheco,20,1027.0,51.35,1.8774052,26.649698
00-0035664,Darrell Henderson,10,283.0,28.3,1.3275378,25.132923
00-0037263,Tyler Allgeier,16,1035.0,64.6875,2.7382705,24.172035
00-0036265,A.J. Dillon,17,770.0,45.294117,2.0386877,23.158167
00-0035250,Devin Singletary,18,892.0,49.555557,2.148943,22.696325
00-0035657,Damien Harris,11,462.0,42.0,1.9217318,22.67964
00-0033925,D'Onta Foreman,16,914.0,57.125,2.1812017,22.51413
