player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0033280,Christian McCaffrey,74,221.0,16.0
00-0035261,Tony Pollard,64,176.0,6.0
00-0035685,David Montgomery,64,162.0,13.0
00-0037197,Isiah Pacheco,63,195.0,9.0
00-0033897,Joe Mixon,59,157.0,9.0
00-0037840,Kyren Williams,58,221.0,11.0
00-0036893,Najee Harris,48,118.0,8.0
00-0031687,Raheem Mostert,47,163.0,16.0
00-0033293,Aaron Jones,46,145.0,5.0
00-0039139,Jahmyr Gibbs,45,175.0,10.0
00-0036997,Javonte Williams,44,98.0,3.0
00-0034844,Saquon Barkley,43,75.0,6.0
00-0034184,Gus Edwards,42,104.0,13.0
00-0036973,Travis Etienne,41,120.0,7.0
00-0036251,Zack Moss,40,111.0,4.0
00-0033906,Alvin Kamara,40,122.0,5.0
00-0037256,Rachaad White,39,93.0,6.0
00-0037248,James Cook,38,105.0,1.0
00-0036275,D'Andre Swift,38,123.0,5.0
00-0038134,Kenneth Walker,38,76.0,7.0
00-0035700,Josh Jacobs,38,67.0,5.0
00-0037263,Tyler Allgeier,37,105.0,3.0
00-0032764,Derrick Henry,37,108.0,10.0
00-0033553,James Conner,37,96.0,6.0
00-0033923,Kareem Hunt,37,91.0,10.0
00-0036555,Chuba Hubbard,36,86.0,5.0
00-0036265,AJ Dillon,36,79.0,2.0
00-0036265,A.J. Dillon,36,79.0,2.0
00-0035250,Devin Singletary,35,116.0,5.0
00-0036223,Jonathan Taylor,34,97.0,6.0
00-0033699,Austin Ekeler,30,47.0,5.0
00-0037746,Brian Robinson,28,97.0,6.0
00-0034975,Justice Hill,26,75.0,3.0
00-0036919,Kenneth Gainwell,25,56.0,2.0
00-0038120,Breece Hall,25,56.0,2.0
00-0034972,Alexander Mattison,24,21.0,0.0
00-0037258,Dameon Pierce,23,26.0,2.0
00-0039040,Devon Achane,23,98.0,5.0
00-0038542,Bijan Robinson,23,74.0,4.0
00-0039040,De'Von Achane,23,98.0,5.0
00-0039165,Zach Charbonnet,22,14.0,1.0
00-0033045,Ezekiel Elliott,22,47.0,3.0
00-0037228,Jaylen Warren,21,70.0,3.0
00-0030513,Latavius Murray,20,41.0,4.0
00-0036875,Rhamondre Stevenson,19,59.0,3.0
00-0037267,Jerome Ford,18,24.0,3.0
00-0033925,D'Onta Foreman,17,47.0,4.0
00-0036139,Rico Dowdle,17,42.0,2.0
00-0036567,Elijah Mitchell,17,39.0,3.0
00-0038040,Zamir White,16,35.0,1.0
00-0036906,Khalil Herbert,16,45.0,2.0
00-0034838,Royce Freeman,15,30.0,1.0
00-0036370,Joshua Kelley,14,45.0,1.0
00-0033948,Jamaal Williams,14,43.0,1.0
00-0033526,Samaje Perine,12,50.0,1.0
00-0039032,Tyjae Spears,11,37.0,2.0
00-0039021,Roschon Johnson,11,26.0,2.0
00-0035243,Miles Sanders,11,10.0,1.0
00-0037276,Ty Chandler,11,24.0,3.0
00-0035537,Ty Johnson,11,19.0,0.0
00-0030578,Cordarrelle Patterson,10,18.0,0.0
00-0033893,Dalvin Cook,9,7.0,0.0
00-0038555,Tank Bigsby,9,17.0,2.0
00-0034115,Jeffery Wilson,9,34.0,0.0
00-0034115,Jeff Wilson,9,34.0,0.0
00-0036360,Clyde Edwards-Helaire,8,11.0,1.0
00-0033308,Matt Breida,8,15.0,1.0
00-0035973,Patrick Taylor,8,17.0,0.0
00-0036328,Antonio Gibson,8,23.0,1.0
00-0035567,Craig Reynolds,8,24.0,2.0
00-0038794,Jaleel McLaughlin,7,21.0,1.0
00-0038045,Isaiah Spiller,7,24.0,0.0
00-0036414,Cam Akers,7,24.0,2.0
00-0038098,Pierre Strong,7,0.0,1.0
00-0038611,Chris Rodriguez,7,18.0,2.0
00-0038597,Chase Brown,7,3.0,0.0
00-0038797,Emanuel Wilson,6,17.0,0.0
00-0032144,Melvin Gordon,6,1.0,1.0
00-0035657,Damien Harris,6,16.0,1.0
00-0036020,Salvon Ahmed,6,21.0,1.0
00-0037525,Jordan Mason,5,17.0,2.0
00-0038622,Deuce Vaughn,5,11.0,0.0
00-0036297,Darrynton Evans,5,30.0,1.0
00-0035628,D'Ernest Johnson,5,10.0,0.0
00-0035860,Tony Jones,5,10.0,2.0
00-0036924,Michael Carter,5,20.0,0.0
00-0033856,Leonard Fournette,5,20.0,0.0
00-0035664,Darrell Henderson,5,9.0,2.0
00-0034681,Chase Edmonds,4,-4.0,0.0
00-0038454,Keaton Mitchell,4,2.0,0.0
00-0037120,Tyler Goodson,4,10.0,0.0
00-0036493,Deon Jackson,4,13.0,0.0
00-0034791,Nick Chubb,3,20.0,0.0
00-0038551,Kendre Miller,3,12.0,1.0
00-0031376,Jerick McKinnon,3,6.0,1.0
00-0038705,Emari Demercado,3,19.0,1.0
00-0034959,Andrew Beck,3,1.0,1.0
00-0029239,Brandon Bolden,3,6.0,0.0
00-0029892,Kyle Juszczyk,3,6.0,0.0
00-0037429,Raheem Blackshear,3,2.0,0.0
00-0037299,Keaontay Ingram,2,7.0,0.0
00-0036984,Trey Sermon,2,4.0,0.0
00-0036425,DeeJay Dallas,2,-2.0,0.0
00-0037286,Kevin Harris,2,20.0,1.0
00-0038685,Chris Brooks,2,0.0,0.0
00-0038685,Christopher Brooks,2,0.0,0.0
00-0038396,Eric Gray,2,4.0,0.0
00-0038738,Hunter Luepke,2,4.0,1.0
