player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0032241,Todd Gurley,70,211.0,18.0
00-0034845,Sony Michel,59,176.0,11.0
00-0033906,Alvin Kamara,58,198.0,13.0
00-0034844,Saquon Barkley,52,88.0,7.0
00-0033280,Christian McCaffrey,46,134.0,7.0
00-0033045,Ezekiel Elliott,46,112.0,7.0
00-0033594,Chris Carson,45,112.0,9.0
00-0032764,Derrick Henry,43,168.0,10.0
00-0033951,Marlon Mack,39,120.0,10.0
00-0032741,Peyton Barber,37,83.0,5.0
00-0032144,Melvin Gordon,36,155.0,10.0
00-0032780,Jordan Howard,34,107.0,9.0
00-0033553,James Conner,34,90.0,10.0
00-0033897,Joe Mixon,32,82.0,8.0
00-0025394,Adrian Peterson,31,55.0,5.0
00-0029613,Doug Martin,31,91.0,3.0
00-0029615,Lamar Miller,31,56.0,4.0
00-0034109,Phillip Lindsay,30,87.0,6.0
00-0032187,David Johnson,30,78.0,7.0
00-0027966,Mark Ingram,30,103.0,6.0
00-0029854,C.J. Anderson,28,111.0,4.0
00-0027325,LeGarrette Blount,27,27.0,5.0
00-0033923,Kareem Hunt,27,69.0,7.0
00-0034791,Nick Chubb,26,57.0,5.0
00-0029141,Alfred Morris,26,35.0,2.0
00-0032063,Mike Davis,24,98.0,4.0
00-0033308,Matt Breida,23,62.0,2.0
00-0031045,Carlos Hyde,23,39.0,5.0
00-0028087,Dion Lewis,23,41.0,1.0
00-0033856,Leonard Fournette,22,40.0,5.0
00-0034367,Nyheim Hines,22,54.0,2.0
00-0027029,LeSean McCoy,22,46.0,2.0
00-0030513,Latavius Murray,22,50.0,4.0
00-0032426,Alex Collins,21,94.0,7.0
00-0031062,James White,21,30.0,3.0
00-0034378,Ito Smith,21,58.0,4.0
00-0034457,Josh Adams,19,43.0,2.0
00-0032782,Wendell Smallwood,19,49.0,3.0
00-0034184,Gus Edwards,19,57.0,2.0
00-0033293,Aaron Jones,18,88.0,6.0
00-0034838,Royce Freeman,18,49.0,5.0
00-0033699,Austin Ekeler,17,42.0,3.0
00-0033725,Corey Clement,17,57.0,2.0
00-0034349,Kerryon Johnson,17,58.0,3.0
00-0032058,Tevin Coleman,17,39.0,1.0
00-0030656,Isaiah Crowell,16,43.0,4.0
00-0033893,Dalvin Cook,16,27.0,1.0
00-0033295,Elijah McGuire,15,25.0,3.0
00-0030874,Damien Williams,15,39.0,6.0
00-0025399,Marshawn Lynch,15,29.0,3.0
00-0033948,Jamaal Williams,14,25.0,3.0
00-0033950,Wayne Gallman,14,50.0,1.0
00-0031075,Alfred Blue,14,16.0,2.0
00-0023500,Frank Gore,13,41.0,0.0
