"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0036893","Najee Harris",94,5.5,38.7,"RB","PIT",14.3
2,"00-0033699","Austin Ekeler",95,6.3,39.2,"RB","LAC",14.2
3,"00-0033906","Alvin Kamara",67,5.6,28.1,"RB","NO",14
4,"00-0036275","D'Andre Swift",78,6,33.6,"RB","DET",13.7
5,"00-0030578","Cordarrelle Patterson",69,4.3,32.6,"RB","ATL",12.4
6,"00-0033856","Leonard Fournette",84,6,42.2,"RB","TB",11.7
7,"00-0033293","Aaron Jones",65,4.3,33.6,"RB","GB",11.4
8,"00-0034367","Nyheim Hines",57,3.6,29.8,"RB","IND",11.3
9,"00-0035700","Josh Jacobs",64,4.3,35.6,"RB","LV",10.6
10,"00-0036919","Kenneth Gainwell",50,3.8,27.7,"RB","PHI",10.6
11,"00-0032063","Mike Davis",58,3.6,32.6,"RB","ATL",10.5
12,"00-0035311","Myles Gaskin",63,4.2,35.4,"RB","MIA",10.5
13,"00-0036223","Jonathan Taylor",52,3.5,29.8,"RB","IND",10.3
14,"00-0036997","Javonte Williams",53,3.3,30.6,"RB","DEN",10.2
15,"00-0033045","Ezekiel Elliott",65,3.8,37.8,"RB","DAL",10.1
16,"00-0034844","Saquon Barkley",57,4.4,33.3,"RB","NYG",10.1
17,"00-0032602","J.D. McKissic",54,4.9,31.6,"RB","WAS",10
18,"00-0036328","Antonio Gibson",53,3.5,31.6,"RB","WAS",9.9
19,"00-0035685","David Montgomery",51,4.2,31.1,"RB","CHI",9.7
20,"00-0035537","Ty Johnson",55,3.9,34.5,"RB","NYJ",9.4
21,"00-0036924","Michael Carter",55,3.9,34.5,"RB","NYJ",9.4
22,"00-0029239","Brandon Bolden",49,3.5,30.9,"RB","NE",9.3
23,"00-0034681","Chase Edmonds",53,4.8,33.6,"RB","ARI",9.3
24,"00-0034301","Darrel Williams",57,3.8,37.6,"RB","KC",8.9
25,"00-0033897","Joe Mixon",48,3.4,31.9,"RB","CIN",8.8
26,"00-0032104","Ameer Abdullah",49,5.4,34,"RB","CAR",8.5
27,"00-0033893","Dalvin Cook",49,3.8,34.2,"RB","MIN",8.4
28,"00-0032187","David Johnson",42,3.5,30.8,"RB","HOU",8
29,"00-0032972","Devontae Booker",45,2.8,33.3,"RB","NYG",8
30,"00-0035250","Devin Singletary",50,3.1,36.9,"RB","BUF",8
31,"00-0035831","James Robinson",46,3.8,34.6,"RB","JAX",7.8
32,"00-0029892","Kyle Juszczyk",38,2.5,29.4,"RB","SF",7.6
33,"00-0032144","Melvin Gordon",38,2.5,30.6,"RB","DEN",7.3
34,"00-0033955","Jeremy McNichols",38,3.2,30.8,"RB","TEN",7.3
35,"00-0035261","Tony Pollard",47,3.4,37.8,"RB","DAL",7.3
36,"00-0035243","Miles Sanders",34,2.8,27.7,"RB","PHI",7.2
37,"00-0033280","Christian McCaffrey",41,5.9,34,"RB","CAR",7.1
38,"00-0031285","Devonta Freeman",42,3.2,35.1,"RB","BAL",7
39,"00-0033553","James Conner",39,3.5,33.6,"RB","ARI",6.8
40,"00-0034972","Alexander Mattison",39,2.8,34.2,"RB","MIN",6.7
41,"00-0033118","Kenyan Drake",40,3.6,35.6,"RB","LV",6.6
42,"00-0035664","Darrell Henderson",40,3.6,35.6,"RB","LA",6.6
43,"00-0036265","A.J. Dillon",37,2.6,33.6,"RB","GB",6.5
44,"00-0036555","Chuba Hubbard",37,2.6,34,"RB","CAR",6.4
45,"00-0030288","Rex Burkhead",32,2.9,30.8,"RB","HOU",6.1
46,"00-0035806","Jamycal Hasty",29,2.9,29.4,"RB","SF",5.8
47,"00-0033526","Samaje Perine",31,2.1,31.9,"RB","CIN",5.7
48,"00-0027966","Mark Ingram",27,4.5,28.1,"RB","NO",5.6
49,"00-0034845","Sony Michel",33,2.8,35.6,"RB","LA",5.5
50,"00-0033923","Kareem Hunt",27,3.4,29.5,"RB","CLE",5.4
51,"00-0036251","Zack Moss",32,2.9,36.9,"RB","BUF",5.1
52,"00-0034253","Dontrell Hilliard",26,3.7,30.8,"RB","TEN",5
53,"00-0034791","Nick Chubb",25,1.9,29.5,"RB","CLE",5
54,"00-0035628","D'Ernest Johnson",25,2.8,29.5,"RB","CLE",5
55,"00-0033948","Jamaal Williams",28,3.1,33.6,"RB","DET",4.9
56,"00-0036425","DeeJay Dallas",23,3.3,28,"RB","SEA",4.8
57,"00-0030874","Damien Williams",23,2.6,31.1,"RB","CHI",4.4
58,"00-0035594","Travis Homer",20,2.5,28,"RB","SEA",4.2
59,"00-0036654","Demetric Felton",21,2.1,29.5,"RB","CLE",4.2
60,"00-0030456","Giovani Bernard",29,2.9,42.2,"RB","TB",4
61,"00-0035657","Damien Harris",21,1.6,30.9,"RB","NE",4
62,"00-0036567","Elijah Mitchell",20,3.3,29.4,"RB","SF",4
63,"00-0036360","Clyde Edwards-Helaire",25,2.8,37.6,"RB","KC",3.9
64,"00-0032764","Derrick Henry",20,3.3,30.8,"RB","TEN",3.8
65,"00-0034440","Justin Jackson",25,2.3,39.2,"RB","LAC",3.7
66,"00-0031045","Carlos Hyde",21,2.3,34.6,"RB","JAX",3.6
67,"00-0033854","Dare Ogunbowale",21,2.3,34.6,"RB","JAX",3.6
68,"00-0031376","Jerick McKinnon",20,2.9,37.6,"RB","KC",3.1
