...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,attempts,rush_yards,rush_ypg,rush_20plus,rush_td,fumbles_perdidos,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,total_touchdowns,partidos
536,545,Mark Walton,,,RB143,1000,,,,,412,706,00-0034679,RB,2018,1.0,21,2018,0.10428571428571427,4.2136664,0.003,112,4.6,14,34,5.666666666666667,0,0,0,8,5,41,6.833333333333333,1,0,0,6
541,550,Andre Ellington,,,RB144,965,,,,,415,690,00-0030287,RB,2018,0.825,29,2013,-1,--,0.004,187,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,556,C.J. Prosise,,,RB145,984,,,,,420,702,00-0032393,RB,2018,0.75,24,2016,0.094,15.124998,0.005,90,5.9,1,-3,-1.5,0,0,0,3,3,22,11,0,0,0,2
554,563,Ty Johnson,BUF,6,RB149,1000,,,,,425,712.5,00-0035537,RB,2018,--,20,2019,-1,--,0.004,186,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,568,Mike Boone,MIA,5,RB150,976,,,,,428,702,00-0034208,RB,2018,1.0,23,2018,0.06625,0.6586666,0.003,,0,11,47,7.833333333333333,1,0,0,3,2,1,0.16666666666666666,0,0,0,6
560,569,Samaje Perine,CIN,9,RB151,429,,,,,,429,00-0033526,RB,2018,1.0,22,2017,0.094,4.449167,0.004,114,4.4,8,32,8,0,0,0,4,3,5,1.25,0,0,0,4
568,577,Patrick DiMarco,,,RB152,434,,,,,,434,00-0028581,RB,2018,1.0,29,2011,-1,4.0020003,0.013000000000000001,,0,1,9,1.8,0,0,0,4,3,62,12.4,2,0,0,5
570,579,Jacquizz Rodgers,,,RB153,435,,,,,,435,00-0028083,RB,2018,0.9504132231404959,28,2011,0.325,33.689747,0.005,145,2.9,33,106,8.153846153846153,1,1,1,45,38,304,23.384615384615383,1,0,1,13
579,588,Josh Adams,,,RB155,442,,,,,,442,00-0034457,RB,2018,1.0,21,2018,0.2785714285714286,32.36932,0.003,,0,121,513,42.75,4,3,1,13,7,58,4.833333333333333,0,0,3,12
580,589,Bryce Love,,,RB156,1000,,,,,442,721,00-0035256,RB,2018,--,21,2019,-1,--,0.004,112,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,591,Cullen Gillaspia,,,RB157,444,,,,,,444,00-0035304,RB,2018,--,23,2019,-1,--,0.003,220,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,597,Jonathan Stewart,,,RB158,451,,,,,,451,00-0026153,RB,2018,0.9182389937106918,31,2008,0.08,0.16333334,0.019,13,18.3,6,17,5.666666666666667,0,0,0,0,0,0,0,0,0,0,3
590,599,Khalfani Muhammad,,,RB159,453,,,,,,453,00-0033797,RB,2018,1.0,23,2017,-1,--,0.003,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,602,Taquan Mizzell,NYG,11,RB160,457,,,,,,457,00-0033373,RB,2018,1.0,24,2017,0.12111111111111111,13.713572,0.001,,0,9,16,2,0,0,0,10,8,78,9.75,1,1,1,8
596,605,Elijah Holyfield,,,RB161,462,,,,,,462,00-0035442,RB,2018,--,20,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,607,D.J. Foster,,,RB162,465,,,,,,465,00-0032577,RB,2018,0.6595744680851063,24,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,617,Akeem Hunt,,,RB163,479,,,,,,479,00-0031743,RB,2018,1.0,25,2015,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,623,LeShun Daniels,,,RB164,487,,,,,,487,00-0033384,RB,2018,0.6666666666666666,23,2017,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,625,John Kelly Jr.,,,RB165,489,,,,,,489,00-0034808,RB,2018,1.0,21,2018,0.175,9.903334,0.004,176,1.7,27,74,24.666666666666668,0,0,0,3,2,27,9,0,0,0,3
617,626,Jeremy Hill,,,RB166,491,,,,,,491,00-0031301,RB,2018,0.7195121951219512,25,2014,0.16,,0.008,55,9.1,4,25,25,0,0,0,1,1,6,6,0,0,0,1
620,629,Mike Weber,NYG,11,RB167,495,,,,,,495,00-0035303,RB,2018,--,21,2019,-1,--,0.003,218,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,635,Chris Warren,III,,RB168,503,,,,,,503,00-0034315,RB,2018,0.0,22,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,639,Bo Scarbrough,,,RB169,507,,,,,,507,00-0034432,RB,2018,1.0,21,2018,-1,--,0.003,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,640,Javorius Allen,,,RB170,508,,,,,,508,00-0031577,RB,2018,1.0,27,2015,0.2928571428571428,34.708908,0.005,125,3.9,41,110,10,0,3,1,44,35,204,18.545454545454547,0,2,5,11
633,642,Joe Williams,,,RB171,510,,,,,,510,00-0033286,RB,2018,0.0,24,2017,-1,--,0.005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,647,Fozzy Whittaker,,,RB172,515,,,,,,515,00-0029731,RB,2018,0.8367346938775511,29,2012,-1,--,0.006999999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,650,Troymaine Pope,,,RB173,518,,,,,,518,00-0033164,RB,2018,0.8235294117647058,24,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,651,Byron Marshall,,,RB174,519,,,,,,519,00-0032964,RB,2018,0.5555555555555556,24,2016,-1,4.6758327,0.004,,0,3,9,2.25,0,0,0,6,4,30,7.5,0,0,0,4
646,655,Stevan Ridley,,,RB175,523,,,,,,523,00-0028011,RB,2018,0.9333333333333333,29,2011,0.094,4.6252775,0.004,73,7.3,29,80,8.88888888888889,0,1,2,4,3,18,2,0,0,1,9
653,662,Jeff Wilson Jr.,SF,4,RB176,530,,,,,,530,00-0034115,RB,2018,1.0,22,2018,0.49,45.476,0.003,,0,66,266,44.333333333333336,0,0,2,15,12,98,16.333333333333332,1,0,0,6
660,669,Trey Edmunds,,,RB177,538,,,,,,538,00-0033838,RB,2018,1.0,23,2017,0,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,671,Tion Green,,,RB178,540,,,,,,540,00-0033748,RB,2018,1.0,24,2017,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,673,Malcolm Johnson,,,RB179,542,,,,,,542,00-0032068,RB,2018,0.35,26,2015,-1,--,0.003,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,680,Patrick Laird,,,RB182,551,,,,,,551,00-0035342,RB,2018,--,23,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,687,Kerrith Whyte Jr.,,,RB184,558,,,,,,558,00-0035596,RB,2018,--,21,2019,-1,--,0.003,222,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,691,Quinton Flowers,,,QB91,563,,,,,,563,00-0034531,RB,2018,1.0,23,2018,-1,--,0.001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,692,Terrell Watson,,,RB186,564,,,,,,564,00-0031793,RB,2018,1.0,25,2015,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,695,Kelvin Taylor,,,RB187,567,,,,,,567,00-0032440,RB,2018,1.0,24,2016,-1,--,0.003,211,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,696,De'Angelo Henderson Sr.,,,RB188,568,,,,,,568,00-0033581,RB,2018,1.0,25,2017,0.025,,0.003,203,0.8,2,19,19,0,0,1,0,0,0,0,0,0,0,1
690,699,Brandon Wilds,,,RB189,571,,,,,,571,00-0032593,RB,2018,0.9,25,2016,0.04333333333333333,0.010000002,0.003,,0,6,15,5,0,0,0,0,0,0,0,0,0,0,3
694,703,Travis Homer,CHI,6,RB190,575,,,,,,575,00-0035594,RB,2018,--,20,2019,-1,--,0.004,204,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,708,Taiwan Jones,,,RB191,583,,,,,,583,00-0028063,RB,2018,0.8547008547008547,30,2011,0.00666666666666666,0.0,0.005,125,3.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0
702,713,Fitzgerald Toussaint,,,RB193,589,,,,,,589,00-0031332,RB,2018,1.0,28,2014,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,715,Shane Vereen,,,RB194,591,,,,,,591,00-0027994,RB,2018,0.8981481481481481,29,2011,-1,--,0.006,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,720,David Fluellen,,,RB195,596,,,,,,596,00-0030711,RB,2018,0.9459459459459459,26,2015,-1,0.71999997,0.004,,0,4,16,8,0,0,0,0,0,0,0,0,0,0,2
710,721,Roc Thomas,,,RB196,597,,,,,,597,00-0034221,RB,2018,1.0,22,2018,0.086,1.7620001,0.003,,0,8,30,6,1,0,0,4,2,21,4.2,0,0,0,5
712,723,Elijah Hood,,,RB197,599,,,,,,599,00-0033975,RB,2018,0.058823529411764705,22,2017,-1,--,0.003,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,729,Detrez Newsome,,,RB198,605,,,,,,605,00-0034565,RB,2018,1.0,24,2018,0.04555555555555555,14.863335,0.001,,0,11,49,16.333333333333332,0,0,0,2,2,19,6.333333333333333,0,0,0,3
723,734,Elijah McGuire,,,RB200,610,,,,,,610,00-0033295,RB,2018,0.75,24,2017,0.64375,51.31982,0.003,188,1.3,92,276,34.5,1,3,2,31,19,193,24.125,2,1,4,8
733,744,Boston Scott,,,RB202,620,,,,,,620,00-0034414,RB,2018,1.0,23,2018,0,--,0.003,201,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,749,Nick Bawden,,,RB203,625,,,,,,625,00-0034433,RB,2018,0.0,22,2018,-1,--,0.004,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,759,Dalyn Dawkins,,,RB204,636,,,,,,636,00-0034654,RB,2018,1.0,23,2018,0,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,762,Justin Davis,,,RB205,639,,,,,,639,00-0033760,RB,2018,1.0,22,2017,0.00636363636363636,1.805,0.001,,0,2,19,9.5,0,0,0,0,0,0,0,0,0,0,2
760,771,Mack Brown,,,RB206,648,,,,,,648,00-0032048,RB,2018,1.0,26,2015,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,772,Kerwynn Williams,,,RB207,650,,,,,,650,00-0030117,RB,2018,1.0,27,2013,-1,--,0.004,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,780,J.D. McKissic,,,RB209,659,,,,,,659,00-0032602,RB,2018,0.6944444444444444,25,2016,0.026,0.09333334,0.004,,0,3,8,2.6666666666666665,0,0,0,1,0,0,0,0,0,0,3
772,784,Donnel Pumphrey,,,RB210,664,,,,,,664,00-0033561,RB,2018,0.0625,23,2017,-1,--,0.003,132,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,787,Corey Grant,,,RB211,667,,,,,,667,00-0031731,RB,2018,0.6851851851851852,26,2015,-1,26.802998,0.005,,0,13,40,8,0,0,0,12,9,67,13.4,0,0,0,5
778,790,Ricky Ortiz,,,RB213,671,,,,,,671,00-0033374,RB,2018,1.0,24,2017,-1,1.8233334,0.003,,0,0,0,0,0,0,0,4,3,11,3.6666666666666665,0,0,0,0
780,792,Benny Cunningham Jr.,,,RB214,673,,,,,,673,00-0029795,RB,2018,0.9696969696969697,28,2013,-1,0.727,0.005,,0,11,20,4,0,0,0,2,1,9,1.8,0,0,0,5
781,793,Andre Williams,,,RB215,674,,,,,,674,00-0031055,RB,2018,0.9387755102040817,26,2014,-1,--,--,113,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,795,Shaun Wilson,,,RB216,676,,,,,,676,00-0034621,RB,2018,0.5625,22,2018,0.064,0.8920001,0.003,,0,6,29,5.8,0,0,0,5,3,5,1,0,0,0,5
784,796,Zac Brooks,,,RB217,677,,,,,,677,00-0032808,RB,2018,1.0,25,2016,-1,--,--,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,802,Alex Armah Jr.,,,RB218,685,,,,,,685,00-0033296,RB,2018,1.0,24,2017,0.106875,7.0392857,0.004,192,1.1,9,15,1.875,0,2,0,1,1,5,0.625,0,0,2,8
795,807,Jahad Thomas,,,RB219,691,,,,,,691,00-0033664,RB,2018,1.0,22,2017,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,811,Terron Ward,,,RB221,695,,,,,,695,00-0031682,RB,2018,1.0,26,2015,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,812,Robert Kelley,,,RB222,696,,,,,,696,00-0032371,RB,2018,0.5625,25,2016,0.055,0.17999999,0.004,,0,4,8,4,0,0,0,0,0,0,0,0,0,0,2
801,813,Paul Perkins,,,RB223,697,,,,,,697,00-0032417,RB,2018,0.6666666666666666,23,2016,-1,--,0.004,149,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,815,Christine Michael,,,RB224,699,,,,,,699,00-0030432,RB,2018,0.8048780487804879,27,2013,0.04,,0.004,62,8.3,2,9,9,0,0,0,0,0,0,0,0,0,0,1
810,822,Jhurell Pressley,,,RB225,706,,,,,,706,00-0032611,RB,2018,1.0,26,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,823,Jalston Fowler,,,RB226,707,,,,,,707,00-0032130,RB,2018,1.0,28,2015,-1,--,0.004,108,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,825,Robert Turbin,,,RB227,709,,,,,,709,00-0029273,RB,2018,0.8691588785046729,28,2012,0.15,0.045,0.004,106,4.9,4,10,5,0,0,1,2,1,3,1.5,0,0,0,2
814,826,Branden Oliver,,,RB228,711,,,,,,711,00-0031277,RB,2018,0.5789473684210527,27,2014,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,828,Russell Hansbrough,,,RB229,713,,,,,,713,00-0032747,RB,2018,1.0,24,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,839,Marcus Murphy,,,RB230,725,,,,,,725,00-0031959,RB,2018,0.6326530612244898,26,2015,0.2563636363636364,11.163611,0.004,230,0,52,250,27.77777777777778,1,0,0,19,11,26,2.888888888888889,0,0,0,9
830,842,Jonathan Williams,,,RB231,728,,,,,,728,00-0032975,RB,2018,1.0,24,2016,0.08333333333333333,0.5233334,0.004,156,2.4,3,0,0,0,0,0,1,1,1,0.3333333333333333,0,0,0,3
838,850,Matt Dayes,,,RB233,738,,,,,,738,00-0033596,RB,2018,1.0,23,2017,0.00571428571428571,--,0.003,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,852,Keith Ford,,,RB234,740,,,,,,740,00-0034509,RB,2018,1.0,24,2018,0.5449999999999999,0.07999985,0.003,,0,21,79,39.5,0,0,0,5,3,21,10.5,0,0,0,2
844,856,Tyler Ervin,,,RB235,744,,,,,,744,00-0032404,RB,2018,0.7073170731707317,24,2016,0.13333333333333333,0.5633334,0.004,119,4.2,0,0,0,0,0,0,3,3,35,11.666666666666666,0,0,0,0
851,863,Charcandrick West,,,RB236,752,,,,,,752,00-0030668,RB,2018,1.0,27,2014,-1,72.0,0.004,,0,2,-1,-0.5,0,0,0,3,2,37,18.5,1,1,1,2
853,865,De'Lance Turner,,,RB237,755,,,,,,755,00-0034201,RB,2018,0.26666666666666666,23,2018,0.0275,0.24500003,0.003,,0,1,4,2,0,0,0,2,2,17,8.5,0,0,0,2
855,867,Jeremy Langford,,,RB238,757,,,,,,757,00-0031569,RB,2018,1.0,26,2015,0.21,,0.004,106,4.9,9,25,25,0,0,0,0,0,0,0,0,0,0,1
863,875,Bobby Rainey,,,RB239,765,,,,,,765,00-0029384,RB,2018,0.9459459459459459,30,2012,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,882,T.J. Logan,,,RB241,773,,,,,,773,00-0033789,RB,2018,0.5,23,2017,0.033,4.869167,0.004,179,1.6,2,2,0.5,0,0,0,7,7,37,9.25,0,0,0,4
877,889,Terrance West,,,RB242,780,,,,,,780,00-0031375,RB,2018,1.0,27,2014,-1,--,0.004,94,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,899,Daniel Lasco,,,RB244,790,,,,,,790,00-0032804,RB,2018,0.46511627906976744,25,2016,-1,--,0.004,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,908,Mike Gillislee,,,RB245,800,,,,,,800,00-0030433,RB,2018,1.0,27,2013,0.0925,2.4300003,0.005,164,2.1,16,43,10.75,0,0,1,1,1,9,2.25,0,0,0,4
905,917,Senorise Perry,,,RB246,809,,,,,,809,00-0031209,RB,2018,1.0,26,2014,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,923,Jeremy McNichols,WAS,10,RB247,816,,,,,,816,00-0033955,RB,2018,1.0,22,2017,0.02,,0.004,162,2.2,2,4,4,0,0,0,0,0,0,0,0,0,0,1
926,938,Kenjon Barner,,,RB248,832,,,,,,832,00-0030465,RB,2018,0.9615384615384616,29,2013,0.07222222222222224,1.3959998,0.005,182,1.5,19,71,11.833333333333334,0,0,0,1,1,3,0.5,0,0,0,6
930,942,Keith Marshall,,,RB249,836,,,,,,836,00-0032806,RB,2018,0.0,24,2016,-1,--,0.004,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,951,Kenneth Farrow,,,RB250,846,,,,,,846,00-0032902,RB,2018,0.46875,25,2016,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,956,Devante Mays,,,RB251,851,,,,,,851,00-0033304,RB,2018,0.9411764705882353,24,2017,-1,--,0.003,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,960,Lance Dunbar,,,RB252,855,,,,,,855,00-0029004,RB,2018,0.6794871794871795,28,2012,-1,--,--,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,975,Charles Sims,,,RB253,872,,,,,,872,00-0031390,RB,2018,0.8448275862068966,27,2014,-1,--,0.006,69,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,990,Travaris Cadet,,,RB254,889,,,,,,889,00-0029205,RB,2018,0.9896907216494846,29,2012,-1,,0.005,,0,11,17,17,0,0,0,1,1,5,5,0,0,0,1
1016,1030,Josh Ferguson,,,RB255,930,,,,,,930,00-0032377,RB,2018,0.9285714285714286,25,2016,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,1039,Karan Higdon,,,RB256,953,,,,,,953,00-0035454,RB,2018,--,21,2019,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1040,Thomas Rawls,,,RB257,956,,,,,,956,00-0031897,RB,2018,0.6938775510204082,25,2015,-1,--,0.004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,1041,Buddy Howell,,,RB258,961,,,,,,961,00-0034449,RB,2018,1.0,22,2018,0.00333333333333333,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,1043,Rod Smith,,,RB259,963,,,,,,963,00-0031900,RB,2018,1.0,26,2015,-1,12.890768,0.005,,0,44,127,9.76923076923077,0,1,0,12,9,60,4.615384615384615,0,0,1,13
1030,1044,Raheem Mostert,LV,,RB260,973,,,,,,973,00-0031687,RB,2018,0.7647058823529411,26,2015,0.1588888888888889,37.250668,0.015,,0,34,261,43.5,2,1,1,7,6,25,4.166666666666667,1,0,1,6
1031,1045,Trenton Cannon,,,RB261,975,,,,,,975,00-0034164,RB,2018,1.0,24,2018,0.189375,9.832182,0.004,204,0.7,38,113,10.272727272727273,1,1,0,25,17,144,13.090909090909092,1,0,1,11
