player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0033893,Dalvin Cook,67,257.0,13.0
00-0032764,Derrick Henry,67,195.0,13.0
00-0035700,Josh Jacobs,65,166.0,11.0
00-0033118,Kenyan Drake,56,121.0,9.0
00-0036223,Jonathan Taylor,54,123.0,10.0
00-0033906,Alvin Kamara,54,164.0,16.0
00-0032241,Todd Gurley,53,99.0,8.0
00-0033923,Kareem Hunt,49,155.0,9.0
00-0035685,David Montgomery,49,146.0,7.0
00-0033293,Aaron Jones,47,129.0,8.0
00-0033045,Ezekiel Elliott,46,100.0,6.0
00-0032063,Mike Davis,41,99.0,6.0
00-0034816,Ronald Jones,39,105.0,6.0
00-0036414,Cam Akers,38,99.0,4.0
00-0034791,Nick Chubb,38,155.0,11.0
00-0035311,Myles Gaskin,36,102.0,3.0
00-0025394,Adrian Peterson,35,85.0,7.0
00-0033948,Jamaal Williams,34,108.0,2.0
00-0035831,James Robinson,32,119.0,7.0
00-0036158,J.K. Dobbins,32,105.0,9.0
00-0035664,Darrell Henderson,32,88.0,4.0
00-0036328,Antonio Gibson,31,96.0,9.0
00-0036360,Clyde Edwards-Helaire,31,91.0,4.0
00-0034367,Nyheim Hines,29,80.0,3.0
00-0032144,Melvin Gordon,29,115.0,8.0
00-0035243,Miles Sanders,29,94.0,4.0
00-0033553,James Conner,29,70.0,7.0
00-0036251,Zack Moss,29,70.0,4.0
00-0033856,Leonard Fournette,28,86.0,7.0
00-0030513,Latavius Murray,27,94.0,3.0
00-0034184,Gus Edwards,27,82.0,6.0
00-0023500,Frank Gore,26,63.0,2.0
00-0034115,Jeffery Wilson,25,94.0,7.0
00-0034115,Jeff Wilson,25,94.0,7.0
00-0034972,Alexander Mattison,24,75.0,2.0
00-0035250,Devin Singletary,24,63.0,1.0
00-0034799,Kalen Ballage,23,58.0,3.0
00-0036370,Joshua Kelley,22,38.0,2.0
00-0035657,Damien Harris,21,72.0,1.0
00-0035217,Benny Snell,21,20.0,4.0
00-0036020,Salvon Ahmed,21,76.0,3.0
00-0033594,Chris Carson,20,84.0,4.0
00-0031806,Malcolm Brown,20,56.0,5.0
00-0036275,D'Andre Swift,20,46.0,8.0
00-0032187,David Johnson,20,64.0,6.0
00-0030456,Giovani Bernard,19,57.0,3.0
00-0033950,Wayne Gallman,19,40.0,6.0
00-0033897,Joe Mixon,18,35.0,1.0
00-0033699,Austin Ekeler,18,73.0,1.0
00-0032741,Peyton Barber,17,28.0,4.0
00-0032972,Devontae Booker,17,43.0,1.0
00-0031376,Jerick McKinnon,17,71.0,5.0
00-0034681,Chase Edmonds,15,46.0,0.0
00-0032602,J.D. McKissic,15,31.0,2.0
00-0033526,Samaje Perine,15,32.0,2.0
00-0033280,Christian McCaffrey,14,52.0,5.0
00-0035261,Tony Pollard,14,34.0,2.0
00-0030288,Rex Burkhead,13,45.0,3.0
00-0034414,Boston Scott,13,39.0,0.0
00-0030496,Le'Veon Bell,13,42.0,1.0
00-0036425,DeeJay Dallas,12,20.0,2.0
00-0034845,Sony Michel,12,47.0,1.0
00-0027966,Mark Ingram,12,40.0,1.0
00-0031045,Carlos Hyde,12,41.0,2.0
00-0032780,Jordan Howard,11,11.0,4.0
00-0031687,Raheem Mostert,11,32.0,1.0
00-0034400,Jordan Wilkins,10,15.0,1.0
00-0035537,Ty Johnson,10,23.0,1.0
00-0034301,Darrel Williams,9,38.0,2.0
00-0034349,Kerryon Johnson,9,26.0,2.0
00-0032940,DeAndre Washington,9,17.0,0.0
00-0033567,Brian Hill,8,19.0,0.0
00-0033955,Jeremy McNichols,8,17.0,1.0
00-0033308,Matt Breida,8,43.0,0.0
00-0035957,Rodney Smith,7,25.0,1.0
00-0036269,La'Mical Perine,7,18.0,2.0
00-0034378,Ito Smith,7,22.0,1.0
00-0034109,Phillip Lindsay,7,15.0,0.0
00-0032426,Alex Collins,7,39.0,2.0
00-0028087,Dion Lewis,6,25.0,2.0
00-0034457,Josh Adams,6,4.0,2.0
00-0034208,Mike Boone,6,13.0,1.0
00-0031285,Devonta Freeman,6,11.0,1.0
00-0033725,Corey Clement,5,16.0,1.0
00-0032257,Duke Johnson,5,7.0,1.0
00-0035806,JaMycal Hasty,5,3.0,1.0
00-0035806,Jamycal Hasty,5,3.0,1.0
00-0036265,A.J. Dillon,5,24.0,1.0
00-0036297,Darrynton Evans,5,15.0,0.0
00-0029892,Kyle Juszczyk,5,17.0,2.0
00-0029141,Alfred Morris,5,23.0,1.0
00-0034440,Justin Jackson,5,21.0,0.0
00-0031062,James White,4,16.0,2.0
00-0032918,C.J. Ham,4,18.0,0.0
00-0036096,J.J. Taylor,4,13.0,0.0
00-0036188,Antonio Williams,3,23.0,2.0
00-0032058,Tevin Coleman,3,0.0,0.0
00-0032209,T.J. Yeldon,3,9.0,0.0
00-0032393,C.J. Prosise,3,1.0,0.0
00-0034331,Jaylen Samuels,3,8.0,0.0
00-0032404,Tyler Ervin,3,18.0,0.0
00-0033556,Tarik Cohen,3,5.0,0.0
00-0033025,Jalen Richard,3,24.0,1.0
00-0033854,Dare Ogunbowale,3,11.0,0.0
00-0034838,Royce Freeman,3,4.0,0.0
00-0034844,Saquon Barkley,3,10.0,0.0
