player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0037840,Kyren Williams,13,1205.0,92.69231,1.9316586,47.895226
00-0035700,Josh Jacobs,13,805.0,61.923077,1.4277112,44.505608
00-0033897,Joe Mixon,17,1034.0,60.82353,1.4798243,42.483856
00-0033280,Christian McCaffrey,19,1727.0,90.89474,2.367377,38.74342
00-0037256,Rachaad White,19,1117.0,58.789474,1.4932381,38.59231
00-0036973,Travis Etienne,17,1008.0,59.294117,1.5124695,38.553192
00-0037197,Isiah Pacheco,18,1248.0,69.333336,1.850811,37.585846
00-0038134,Kenneth Walker III,15,905.0,60.333332,1.6586012,35.86214
00-0034844,Saquon Barkley,14,962.0,68.71429,1.9243776,35.67809
00-0033906,Alvin Kamara,13,694.0,53.384617,1.584379,35.176517
00-0032764,Derrick Henry,17,1167.0,68.64706,1.9002335,35.0947
00-0036223,Jonathan Taylor,10,741.0,74.1,2.1463103,34.98979
00-0035261,Tony Pollard,18,1061.0,58.944443,1.7201058,34.60896
00-0033293,Aaron Jones,13,882.0,67.84615,1.9143344,34.415325
00-0038120,Breece Hall,17,994.0,58.47059,1.5770259,34.02055
00-0033553,James Conner,13,1040.0,80.0,2.3854036,33.38948
00-0031687,Raheem Mostert,16,1045.0,65.3125,2.1680653,33.322144
00-0035685,David Montgomery,17,1198.0,70.47059,2.0923316,33.249123
00-0035250,Devin Singletary,19,986.0,51.894737,1.5092134,32.76531
00-0036275,D'Andre Swift,17,1083.0,63.705883,1.9005814,32.491978
00-0037746,Brian Robinson,15,733.0,48.866665,1.5022392,32.23687
00-0036555,Chuba Hubbard,17,902.0,53.058823,1.6164347,31.918205
00-0034972,Alexander Mattison,16,700.0,43.75,1.4126168,31.267841
00-0036875,Rhamondre Stevenson,12,619.0,51.583332,1.6615977,30.933365
00-0036251,Zack Moss,14,794.0,56.714287,1.9984068,30.789259
00-0036893,Najee Harris,18,1072.0,59.555557,1.9927008,30.149893
00-0033699,Austin Ekeler,14,628.0,44.857143,1.5239638,30.01586
00-0037248,James Cook,19,1262.0,66.42105,2.0988345,29.382719
00-0039139,Jahmyr Gibbs,18,1089.0,60.5,2.113619,29.104256
00-0038542,Bijan Robinson,17,976.0,57.411766,2.01646,28.97483
00-0037267,Jerome Ford,18,830.0,46.11111,1.662143,28.231815
00-0036997,Javonte Williams,16,774.0,48.375,1.7978233,27.975367
00-0039040,De'Von Achane,12,809.0,67.416664,2.3985837,24.386034
00-0033045,Ezekiel Elliott,17,642.0,37.764706,1.5894986,23.807966
00-0037276,Ty Chandler,13,461.0,35.46154,1.3654658,23.443674
00-0036265,AJ Dillon,15,613.0,40.866665,1.8568394,22.428125
00-0033925,D'Onta Foreman,9,425.0,47.22222,2.0701542,21.548235
00-0037258,Dameon Pierce,14,416.0,29.714285,1.5604582,21.478672
00-0037263,Tyler Allgeier,17,683.0,40.17647,2.01646,21.461145
00-0036906,Khalil Herbert,12,611.0,50.916668,2.2094378,21.288443
00-0037228,Jaylen Warren,18,822.0,45.666668,1.9927008,20.964918
00-0034838,Royce Freeman,9,319.0,35.444443,2.0005934,18.925928
00-0038611,Chris Rodriguez Jr.,8,247.0,30.875,1.6776125,18.88002
00-0039165,Zach Charbonnet,16,462.0,28.875,1.5976386,18.871359
00-0034184,Gus Edwards,19,870.0,45.789474,2.4870937,18.822311
00-0033923,Kareem Hunt,16,437.0,27.3125,1.5444446,18.69623
00-0038454,Keaton Mitchell,7,396.0,56.57143,2.8864596,18.681484
00-0038040,Zamir White,13,451.0,34.692307,1.688753,18.50108
00-0036414,Cam Akers,7,167.0,23.857143,1.48304,17.051926
00-0035664,Darrell Henderson,4,112.0,28.0,1.5902075,16.185545
00-0035243,Miles Sanders,16,432.0,27.0,1.6181972,15.910708
00-0036370,Joshua Kelley,17,405.0,23.82353,1.5038445,15.5864525
00-0039032,Tyjae Spears,17,453.0,26.647058,1.9002335,14.9321165
00-0033948,Jamaal Williams,13,306.0,23.538462,1.6595762,14.720127
00-0038098,Pierre Strong,13,291.0,22.384615,1.5410614,14.708385
00-0035567,Craig Reynolds,7,180.0,25.714285,1.8172207,13.698789
00-0038794,Jaleel McLaughlin,17,410.0,24.117647,1.8355159,12.708632
00-0038705,Emari Demercado,11,284.0,25.818182,2.3008208,12.515275
00-0039021,Roschon Johnson,15,352.0,23.466667,2.1440287,12.353731
00-0036139,Rico Dowdle,17,372.0,21.882353,1.762465,11.869785
00-0033893,Dalvin Cook,15,237.0,15.8,1.5889189,11.601289
00-0038551,Kendre Miller,7,156.0,22.285715,1.7160456,11.538504
00-0036919,Kenneth Gainwell,17,367.0,21.588236,1.8178061,11.171389
00-0036328,Antonio Gibson,16,265.0,16.5625,1.4621587,10.609007
00-0038597,Chase Brown,10,179.0,17.9,1.5496112,10.027111
00-0034975,Justice Hill,18,456.0,25.333334,2.481747,9.7388525
00-0034115,Jeff Wilson,10,188.0,18.8,1.7492025,9.694589
00-0036984,Trey Sermon,8,160.0,20.0,1.6024604,9.671762
00-0036567,Elijah Mitchell,13,296.0,22.76923,2.2594187,9.525105
00-0037525,Jordan Mason,9,206.0,22.88889,2.5425737,9.310018
00-0036360,Clyde Edwards-Helaire,19,276.0,14.526316,1.7454696,9.306888
00-0036297,Darrynton Evans,6,121.0,20.166666,2.226372,9.212935
00-0035537,Ty Johnson,9,198.0,22.0,2.4631262,9.06082
00-0037557,Ronnie Rivers,8,138.0,17.25,1.8088207,9.032565
00-0034681,Chase Edmonds,15,207.0,13.8,1.5768206,8.92052
00-0030513,Latavius Murray,17,300.0,17.647058,2.1250172,8.293726
00-0033526,Samaje Perine,17,238.0,14.0,1.8355159,7.8768005
00-0038797,Emanuel Wilson,7,121.0,17.285715,2.1178029,7.570114
00-0033308,Matt Breida,15,151.0,10.066667,1.8068761,7.231245
00-0035973,Patrick Taylor,11,147.0,13.363636,1.9589578,7.0245695
00-0030578,Cordarrelle Patterson,12,181.0,15.083333,1.9635967,6.468477
00-0035628,D'Ernest Johnson,15,108.0,7.2,1.4067997,5.8250575
00-0038555,Tank Bigsby,13,132.0,10.153846,1.7020781,5.756819
00-0036924,Michael Carter,15,187.0,12.466666,2.0423543,5.3732953
