"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0033280","Christian McCaffrey",113,7.1,30.9,"RB","CAR",22.9
2,"00-0033906","Alvin Kamara",100,6.2,33.1,"RB","NO",18.9
3,"00-0030496","Le'Veon Bell",107,7.1,36.8,"RB","PIT",18.2
4,"00-0032241","Todd Gurley",87,5.8,31.9,"RB","LA",17.1
5,"00-0027029","LeSean McCoy",77,5.1,29.2,"RB","BUF",16.5
6,"00-0032257","Duke Johnson",93,5.8,35.4,"RB","CLE",16.4
7,"00-0033556","Tarik Cohen",71,4.4,29.3,"RB","CHI",15.1
8,"00-0031045","Carlos Hyde",88,5.5,37.5,"RB","SF",14.7
9,"00-0032144","Melvin Gordon",83,5.2,35.9,"RB","LAC",14.5
10,"00-0027966","Mark Ingram",71,4.7,33.1,"RB","NO",13.4
11,"00-0031376","Jerick McKinnon",68,4.2,32.6,"RB","MIN",13
12,"00-0030107","Theo Riddick",71,4.4,35.6,"RB","DET",12.5
13,"00-0030456","Giovani Bernard",60,3.8,30.5,"RB","CIN",12.3
14,"00-0031062","James White",72,5.1,36.6,"RB","NE",12.3
15,"00-0033923","Kareem Hunt",63,4.2,33.1,"RB","KC",11.9
16,"00-0031577","Javorius Allen",60,3.8,35.2,"RB","BAL",10.7
17,"00-0030404","Chris Thompson",54,5.4,33.4,"RB","WAS",10.1
18,"00-0028009","DeMarco Murray",47,3.1,30.2,"RB","TEN",9.7
19,"00-0033856","Leonard Fournette",48,3.7,32.6,"RB","JAX",9.2
20,"00-0031285","Devonta Freeman",47,3.9,32.3,"RB","ATL",9.1
21,"00-0026184","Matt Forte",45,4.1,31.1,"RB","NYJ",9
22,"00-0032602","J.D. McKissic",47,3.9,33.2,"RB","SEA",8.9
23,"00-0027994","Shane Vereen",53,3.8,37.9,"RB","NYG",8.7
24,"00-0029615","Lamar Miller",45,3,32.5,"RB","HOU",8.7
25,"00-0030287","Andre Ellington",50,6.2,37.1,"RB","ARI",8.4
26,"00-0032940","DeAndre Washington",45,3.2,34.6,"RB","LV",8.1
27,"00-0033118","Kenyan Drake",48,4,36.8,"RB","MIA",8.1
28,"00-0023500","Frank Gore",38,2.7,29.6,"RB","IND",8
29,"00-0032209","T.J. Yeldon",41,4.6,32.6,"RB","JAX",7.9
30,"00-0033950","Wayne Gallman",48,3.7,37.9,"RB","NYG",7.9
31,"00-0031390","Charles Sims",47,3.1,37.5,"RB","TB",7.8
32,"00-0033045","Ezekiel Elliott",38,4.2,30.5,"RB","DAL",7.8
33,"00-0032058","Tevin Coleman",39,3,32.3,"RB","ATL",7.5
34,"00-0029854","C.J. Anderson",41,2.9,34.7,"RB","DEN",7.4
35,"00-0030656","Isaiah Crowell",42,3,35.4,"RB","CLE",7.4
36,"00-0029892","Kyle Juszczyk",42,3.5,37.5,"RB","SF",7
37,"00-0033897","Joe Mixon",34,2.6,30.5,"RB","CIN",7
38,"00-0033951","Marlon Mack",33,2.5,29.6,"RB","IND",7
39,"00-0026019","Danny Woodhead",39,4.9,35.2,"RB","BAL",6.9
40,"00-0032780","Jordan Howard",32,2.9,29.3,"RB","CHI",6.8
41,"00-0032972","Devontae Booker",38,3.2,34.7,"RB","DEN",6.8
42,"00-0028064","Bilal Powell",33,2.8,31.1,"RB","NYJ",6.6
43,"00-0033025","Jalen Richard",36,2.4,34.6,"RB","LV",6.5
44,"00-0030668","Charcandrick West",34,2.8,33.1,"RB","KC",6.4
45,"00-0032426","Alex Collins",36,3.6,35.2,"RB","BAL",6.4
46,"00-0032104","Ameer Abdullah",35,2.7,35.6,"RB","DET",6.2
47,"00-0030288","Rex Burkhead",36,3.6,36.6,"RB","NE",6.1
48,"00-0033699","Austin Ekeler",35,2.7,35.9,"RB","LAC",6.1
49,"00-0033948","Jamaal Williams",34,3.4,34.8,"RB","GB",6.1
50,"00-0028087","Dion Lewis",35,2.9,36.6,"RB","NE",6
51,"00-0033308","Matt Breida",36,2.8,37.5,"RB","SF",6
52,"00-0025399","Marshawn Lynch",31,2.2,34.6,"RB","LV",5.6
53,"00-0032200","Ty Montgomery",31,4.4,34.8,"RB","GB",5.6
54,"00-0029795","Benny Cunningham",26,2.6,29.3,"RB","CHI",5.5
55,"00-0027531","Chris Ivory",28,3.5,32.6,"RB","JAX",5.4
56,"00-0033295","Elijah McGuire",26,2.9,31.1,"RB","NYJ",5.2
57,"00-0026213","Jamaal Charles",28,2.3,34.7,"RB","DEN",5
58,"00-0030874","Damien Williams",28,2.8,36.8,"RB","MIA",4.8
59,"00-0031900","Rod Smith",23,2.9,30.5,"RB","DAL",4.7
60,"00-0032577","D.J. Foster",28,4,37.1,"RB","ARI",4.7
61,"00-0030860","Orleans Darkwa",28,2,37.9,"RB","NYG",4.6
62,"00-0033526","Samaje Perine",24,2.4,33.4,"RB","WAS",4.5
63,"00-0031590","Jay Ajayi",20,2.9,36.8,"RB","MIA",3.4
