player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0036223,Jonathan Taylor,89,261.0,14.0
00-0033897,Joe Mixon,57,186.0,13.0
00-0034845,Sony Michel,51,100.0,4.0
00-0033699,Austin Ekeler,50,172.0,12.0
00-0036328,Antonio Gibson,48,80.0,7.0
00-0035250,Devin Singletary,48,158.0,9.0
00-0033893,Dalvin Cook,47,112.0,5.0
00-0035657,Damien Harris,47,148.0,13.0
00-0033856,Leonard Fournette,44,118.0,8.0
00-0033553,James Conner,43,125.0,16.0
00-0035685,David Montgomery,43,76.0,7.0
00-0036265,A.J. Dillon,43,123.0,6.0
00-0033906,Alvin Kamara,42,90.0,3.0
00-0033045,Ezekiel Elliott,42,133.0,10.0
00-0034791,Nick Chubb,41,139.0,5.0
00-0032144,Melvin Gordon,40,111.0,7.0
00-0035700,Josh Jacobs,39,129.0,9.0
00-0032764,Derrick Henry,38,114.0,9.0
00-0034301,Darrel Williams,34,63.0,6.0
00-0033293,Aaron Jones,34,94.0,4.0
00-0030578,Cordarrelle Patterson,33,119.0,6.0
00-0035311,Myles Gaskin,32,76.0,3.0
00-0034972,Alexander Mattison,32,80.0,3.0
00-0036997,Javonte Williams,31,50.0,4.0
00-0036893,Najee Harris,29,91.0,6.0
00-0036251,Zack Moss,27,60.0,4.0
00-0035664,Darrell Henderson,27,92.0,5.0
00-0036875,Rhamondre Stevenson,26,71.0,5.0
00-0036924,Michael Carter,26,57.0,4.0
00-0036567,Elijah Mitchell,25,83.0,5.0
00-0027966,Mark Ingram,25,54.0,2.0
00-0036555,Chuba Hubbard,24,69.0,4.0
00-0032780,Jordan Howard,24,76.0,3.0
00-0035831,James Robinson,24,50.0,8.0
00-0033948,Jamaal Williams,24,37.0,3.0
00-0033925,D'Onta Foreman,22,70.0,2.0
00-0035243,Miles Sanders,22,31.0,0.0
00-0030513,Latavius Murray,22,96.0,5.0
00-0034440,Justin Jackson,21,84.0,2.0
00-0032063,Mike Davis,20,76.0,3.0
00-0034414,Boston Scott,20,56.0,7.0
00-0036275,D'Andre Swift,20,38.0,4.0
00-0034681,Chase Edmonds,20,57.0,2.0
00-0033280,Christian McCaffrey,19,54.0,1.0
00-0034750,Rashaad Penny,19,56.0,3.0
00-0035628,D'Ernest Johnson,19,74.0,3.0
00-0031285,Devonta Freeman,18,52.0,5.0
00-0033923,Kareem Hunt,18,40.0,4.0
00-0030288,Rex Burkhead,17,29.0,2.0
00-0035261,Tony Pollard,17,50.0,1.0
00-0032972,Devontae Booker,16,54.0,2.0
00-0036360,Clyde Edwards-Helaire,15,67.0,4.0
00-0034816,Ronald Jones,14,39.0,4.0
00-0032058,Tevin Coleman,13,44.0,0.0
00-0036919,Kenneth Gainwell,13,51.0,5.0
00-0032426,Alex Collins,13,48.0,2.0
00-0036414,Cam Akers,13,27.0,0.0
00-0036906,Khalil Herbert,12,43.0,2.0
00-0033118,Kenyan Drake,12,63.0,2.0
00-0034844,Saquon Barkley,12,17.0,2.0
00-0035537,Ty Johnson,12,15.0,2.0
00-0031045,Carlos Hyde,12,32.0,1.0
00-0032741,Peyton Barber,11,32.0,2.0
00-0034115,Jeffery Wilson,10,19.0,2.0
00-0035715,Derrick Gore,10,34.0,1.0
00-0035187,Austin Walter,9,31.0,1.0
00-0036450,Ke'Shawn Vaughn,9,28.0,2.0
00-0035973,Patrick Taylor,9,24.0,1.0
00-0025394,Adrian Peterson,9,15.0,2.0
00-0029239,Brandon Bolden,9,23.0,1.0
00-0032257,Duke Johnson,9,16.0,3.0
00-0031376,Jerick McKinnon,9,18.0,0.0
00-0034109,Phillip Lindsay,8,16.0,1.0
00-0030496,Le'Veon Bell,8,14.0,2.0
00-0033854,Dare Ogunbowale,8,15.0,1.0
00-0030874,Damien Williams,8,23.0,2.0
00-0032187,David Johnson,7,5.0,0.0
00-0033594,Chris Carson,7,18.0,2.0
00-0031806,Malcolm Brown,7,10.0,0.0
00-0032104,Ameer Abdullah,7,16.0,0.0
00-0036650,Larry Rountree,7,7.0,1.0
00-0032602,J.D. McKissic,7,28.0,2.0
00-0034838,Royce Freeman,6,16.0,0.0
00-0036755,Jaret Patterson,6,22.0,2.0
00-0036425,DeeJay Dallas,6,35.0,2.0
00-0036096,J.J. Taylor,5,3.0,2.0
00-0034367,Nyheim Hines,5,23.0,1.0
00-0030456,Giovani Bernard,5,7.0,1.0
00-0036457,Ty'Son Williams,5,25.0,1.0
00-0036370,Joshua Kelley,5,13.0,0.0
00-0035567,Craig Reynolds,5,9.0,0.0
00-0033955,Jeremy McNichols,5,19.0,0.0
00-0033725,Corey Clement,5,10.0,0.0
00-0031595,Michael Burton,4,15.0,1.0
00-0032975,Jonathan Williams,4,11.0,1.0
00-0034253,Dontrell Hilliard,4,4.0,0.0
00-0035806,Jamycal Hasty,4,8.0,1.0
00-0036842,Kene Nwangwu,4,2.0,0.0
00-0035860,Tony Jones,4,19.0,0.0
