player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0030496,Le'Veon Bell,16,1358.0,84.875,1.5804839,53.75588
00-0033893,Dalvin Cook,4,354.0,88.5,1.80054,48.156536
00-0032241,Todd Gurley,16,1406.0,87.875,2.0243742,43.995644
00-0033045,Ezekiel Elliott,10,983.0,98.3,2.2335408,42.774128
00-0032144,Melvin Gordon,16,1105.0,69.0625,1.6011341,42.462906
00-0033923,Kareem Hunt,17,1369.0,80.52941,1.8975617,40.997
00-0031590,Jay Ajayi,17,1057.0,62.17647,1.7482284,38.00833
00-0032426,Alex Collins,15,973.0,64.86667,1.7824514,37.465935
00-0026164,Chris Johnson,4,114.0,28.5,0.78729165,37.047344
00-0033856,Leonard Fournette,16,1282.0,80.125,2.1808064,36.847
00-0032780,Jordan Howard,16,1122.0,70.125,1.8629885,36.212875
00-0031045,Carlos Hyde,16,938.0,58.625,1.6611843,36.04095
00-0023500,Frank Gore,16,961.0,60.0625,1.6915046,35.378674
00-0025399,Marshawn Lynch,15,891.0,59.4,1.7097397,34.756905
00-0025394,Adrian Peterson,10,529.0,52.9,1.5037903,34.557297
00-0029615,Lamar Miller,16,888.0,55.5,1.8270373,34.187927
00-0027029,LeSean McCoy,17,1213.0,71.35294,2.020075,34.009064
00-0029854,C.J. Anderson,16,1007.0,62.9375,1.7275391,33.79252
00-0027966,Mark Ingram,18,1171.0,65.05556,1.985702,32.61409
00-0028087,Dion Lewis,19,1031.0,54.263157,1.709548,31.132154
00-0031285,Devonta Freeman,16,938.0,58.625,1.8572541,31.085466
00-0032104,Ameer Abdullah,14,552.0,39.42857,1.3188076,30.967318
00-0029613,Doug Martin,11,406.0,36.909092,1.3018053,30.528345
00-0033118,Kenyan Drake,14,644.0,46.0,1.3980616,30.450876
00-0030656,Isaiah Crowell,16,853.0,53.3125,1.6917859,30.389015
00-0033594,Chris Carson,4,208.0,52.0,1.9315593,30.33065
00-0033526,Samaje Perine,13,603.0,46.384617,1.5704002,29.989656
00-0033897,Joe Mixon,14,626.0,44.714287,1.5305358,29.357702
00-0030860,Orleans Darkwa,15,751.0,50.066666,1.5210991,29.341883
00-0028064,Bilal Powell,15,772.0,51.466667,1.7936705,29.161434
00-0030433,Mike Gillislee,9,383.0,42.555557,1.7620301,27.1894
00-0030513,Latavius Murray,18,910.0,50.555557,1.8435884,26.394028
00-0033748,Tion Green,5,165.0,33.0,1.2427847,25.940948
00-0028009,DeMarco Murray,15,659.0,43.933334,1.9329922,24.785149
00-0032764,Derrick Henry,18,928.0,51.555557,1.9573307,24.032677
00-0033950,Wayne Gallman,13,476.0,36.615383,1.6471614,23.763285
00-0032058,Tevin Coleman,17,747.0,43.941177,1.8053102,23.61195
00-0032741,Peyton Barber,11,423.0,38.454544,1.5569545,23.474825
00-0027325,LeGarrette Blount,19,896.0,47.157894,1.9967222,23.37067
00-0033948,Jamaal Williams,14,556.0,39.714287,1.7303578,22.961369
00-0032063,Mike Davis,6,240.0,40.0,1.8032283,22.247595
00-0026153,Jonathan Stewart,16,731.0,45.6875,2.1171076,22.08337
00-0033906,Alvin Kamara,18,794.0,44.11111,1.985702,21.352633
00-0031376,Jerick McKinnon,18,644.0,35.77778,1.8435884,20.634918
00-0031577,Javorius Allen,16,591.0,36.9375,1.8345898,20.383776
00-0033293,Aaron Jones,10,448.0,44.8,2.165012,19.751461
00-0029141,Alfred Morris,13,547.0,42.076923,2.2998557,18.961287
00-0030404,Chris Thompson,10,294.0,29.4,1.6252277,18.78146
00-0033925,D'Onta Foreman,9,327.0,36.333332,1.9394932,18.45394
00-0032371,Rob Kelley,7,194.0,27.714285,1.5403086,18.158098
00-0030456,Giovani Bernard,16,458.0,28.625,1.4781384,17.71161
00-0033308,Matt Breida,16,465.0,29.0625,1.6611843,17.522123
00-0026184,Matt Forte,12,381.0,31.75,1.8179183,17.461237
00-0030117,Kerwynn Williams,15,426.0,28.4,1.4057562,17.11483
00-0031075,Alfred Blue,8,262.0,32.75,1.7521784,16.436604
00-0032972,Devontae Booker,13,299.0,23.0,1.6437091,14.593464
00-0030107,Theo Riddick,16,286.0,17.875,1.2873021,14.196983
00-0033951,Marlon Mack,14,358.0,25.571428,1.7053156,13.828343
00-0030874,Damien Williams,10,181.0,18.1,1.2966847,13.636772
00-0030288,Rex Burkhead,12,287.0,23.916666,1.7155933,12.959766
00-0026213,Jamaal Charles,13,296.0,22.76923,1.6002673,12.907308
00-0032257,Duke Johnson,16,348.0,21.75,1.6917859,12.829999
00-0033699,Austin Ekeler,13,260.0,20.0,1.6737826,12.581441
00-0028083,Jacquizz Rodgers,13,244.0,18.76923,1.3278544,12.556934
00-0033280,Christian McCaffrey,17,451.0,26.529411,2.0793116,12.513708
00-0031731,Corey Grant,10,253.0,25.3,2.3831968,12.17
00-0031301,Jeremy Hill,7,116.0,16.571428,1.3804389,12.072626
00-0030485,Eddie Lacy,9,179.0,19.88889,1.6508124,11.733083
00-0031682,Terron Ward,5,129.0,25.8,2.0988667,11.692083
00-0031897,Thomas Rawls,9,157.0,17.444445,1.4514997,11.675298
00-0032209,T.J. Yeldon,12,298.0,24.833334,1.9147754,11.54371
00-0033025,Jalen Richard,15,275.0,18.333334,1.6835492,11.431811
00-0033295,Elijah McGuire,15,315.0,21.0,1.814891,11.249076
00-0031900,Rod Smith,10,232.0,23.2,2.089044,11.169962
00-0032813,Elijhaa Penny,7,124.0,17.714285,1.4386299,10.881445
00-0027531,Chris Ivory,15,384.0,25.6,2.3426137,10.65737
00-0031375,Terrance West,5,138.0,27.6,2.1475544,10.652108
00-0031806,Malcolm Brown,12,260.0,21.666666,2.199924,9.822797
00-0033725,Corey Clement,17,354.0,20.82353,2.0870178,9.484654
00-0032602,J.D. McKissic,12,187.0,15.583333,1.6734296,9.178529
00-0032782,Wendell Smallwood,8,174.0,21.75,2.03736,9.05298
00-0031062,James White,17,231.0,13.588235,1.6296774,8.203323
00-0033553,James Conner,12,144.0,12.0,1.6256889,7.9428506
00-0027994,Shane Vereen,15,164.0,10.933333,1.5571008,7.8184423
00-0032940,DeAndre Washington,15,153.0,10.2,1.6335491,7.7457685
00-0033556,Tarik Cohen,16,370.0,23.125,1.8629885,7.671339
00-0030578,Cordarrelle Patterson,15,121.0,8.066667,1.661428,3.8038342
