"rank","gsis_id","nombre","targets_totales","targets_por_partido","targets_por_partido_equipo","posicion","equipo","target_share_pct"
1,"00-0033280","Christian McCaffrey",125,7.8,34.2,"RB","CAR",22.8
2,"00-0031062","James White",123,7.7,34.8,"RB","NE",22.1
3,"00-0034844","Saquon Barkley",121,7.6,36.2,"RB","NYG",20.9
4,"00-0033906","Alvin Kamara",105,7,32.1,"RB","NO",20.5
5,"00-0033045","Ezekiel Elliott",95,6.3,32.4,"RB","DAL",18.3
6,"00-0033556","Tarik Cohen",91,5.7,31.8,"RB","CHI",17.9
7,"00-0033118","Kenyan Drake",73,4.6,27.2,"RB","MIA",16.7
8,"00-0032187","David Johnson",76,4.8,29.7,"RB","ARI",16
9,"00-0028087","Dion Lewis",67,4.2,26.6,"RB","TEN",15.7
10,"00-0033025","Jalen Richard",81,5.4,33.2,"RB","LV",15.3
11,"00-0032241","Todd Gurley",82,5.9,34.2,"RB","LA",15
12,"00-0032209","T.J. Yeldon",78,5.6,32.9,"RB","JAX",14.8
13,"00-0030107","Theo Riddick",74,5.7,35.2,"RB","DET",13.1
14,"00-0032144","Melvin Gordon",67,5.6,32.1,"RB","LAC",13.1
15,"00-0034367","Nyheim Hines",81,5.1,39.8,"RB","IND",12.7
16,"00-0030404","Chris Thompson",56,5.6,30.8,"RB","WAS",11.4
17,"00-0032257","Duke Johnson",62,4.1,35.2,"RB","CLE",11
18,"00-0033553","James Conner",73,5.6,42.6,"RB","PIT",10.7
19,"00-0032063","Mike Davis",42,3,25.1,"RB","SEA",10.5
20,"00-0033699","Austin Ekeler",53,4.4,32.1,"RB","LAC",10.3
21,"00-0033897","Joe Mixon",55,3.9,33.2,"RB","CIN",10.3
22,"00-0027029","LeSean McCoy",46,3.5,30.1,"RB","BUF",9.6
23,"00-0030456","Giovani Bernard",49,4.1,33.2,"RB","CIN",9.2
24,"00-0032972","Devontae Booker",51,3.4,35.4,"RB","DEN",9
25,"00-0034109","Phillip Lindsay",47,3.4,35.4,"RB","DEN",8.3
26,"00-0033893","Dalvin Cook",49,4.9,37.3,"RB","MIN",8.2
27,"00-0031577","Javorius Allen",44,4.9,33.8,"RB","BAL",8.1
28,"00-0029892","Kyle Juszczyk",41,2.7,32.4,"RB","SF",7.9
29,"00-0029615","Lamar Miller",36,3,30.9,"RB","HOU",7.3
30,"00-0028083","Jacquizz Rodgers",45,3.5,38.9,"RB","TB",7.2
31,"00-0032058","Tevin Coleman",44,2.8,38.1,"RB","ATL",7.2
32,"00-0034349","Kerryon Johnson",39,3.9,35.2,"RB","DET",6.9
33,"00-0033948","Jamaal Williams",42,3.5,38.6,"RB","GB",6.8
34,"00-0033923","Kareem Hunt",35,3.2,35.3,"RB","KC",6.2
35,"00-0033295","Elijah McGuire",31,3.9,31.6,"RB","NYJ",6.1
36,"00-0033308","Matt Breida",31,2.8,32.4,"RB","SF",6
37,"00-0033594","Chris Carson",24,2.7,25.1,"RB","SEA",6
38,"00-0032782","Wendell Smallwood",35,3.2,37.1,"RB","PHI",5.9
39,"00-0033293","Aaron Jones",35,3.2,38.6,"RB","GB",5.7
40,"00-0030656","Isaiah Crowell",28,2.3,31.6,"RB","NYJ",5.5
41,"00-0031075","Alfred Blue",27,3,30.9,"RB","HOU",5.5
42,"00-0025394","Adrian Peterson",26,2.2,30.8,"RB","WAS",5.3
43,"00-0027966","Mark Ingram",27,2.5,32.1,"RB","NO",5.3
44,"00-0032780","Jordan Howard",27,1.8,31.8,"RB","CHI",5.3
45,"00-0034378","Ito Smith",32,2.5,38.1,"RB","ATL",5.3
46,"00-0034791","Nick Chubb",29,2.6,35.2,"RB","CLE",5.1
47,"00-0033856","Leonard Fournette",26,3.2,32.9,"RB","JAX",4.9
48,"00-0034164","Trenton Cannon",25,2.3,31.6,"RB","NYJ",4.9
49,"00-0034681","Chase Edmonds",23,2.6,29.7,"RB","ARI",4.8
50,"00-0032741","Peyton Barber",29,2.1,38.9,"RB","TB",4.7
51,"00-0029613","Doug Martin",24,1.8,33.2,"RB","LV",4.5
52,"00-0030513","Latavius Murray",27,3,37.3,"RB","MIN",4.5
53,"00-0034331","Jaylen Samuels",29,4.1,42.6,"RB","PIT",4.3
54,"00-0027531","Chris Ivory",20,2.5,30.1,"RB","BUF",4.2
55,"00-0030874","Damien Williams",24,3.4,35.3,"RB","KC",4.2
56,"00-0033725","Corey Clement",25,2.8,37.1,"RB","PHI",4.2
57,"00-0030414","Spencer Ware",23,2.6,35.3,"RB","KC",4.1
58,"00-0033951","Marlon Mack",26,2.2,39.8,"RB","IND",4.1
59,"00-0023564","Darren Sproles",23,4.6,37.1,"RB","PHI",3.9
60,"00-0032426","Alex Collins",21,2.6,33.8,"RB","BAL",3.9
61,"00-0025399","Marshawn Lynch",20,3.3,33.2,"RB","LV",3.8
62,"00-0033950","Wayne Gallman",22,2,36.2,"RB","NYG",3.8
63,"00-0032200","Ty Montgomery",23,3.3,38.6,"RB","GB",3.7
64,"00-0030288","Rex Burkhead",20,2.9,34.8,"RB","NE",3.6
65,"00-0034838","Royce Freeman",20,2.5,35.4,"RB","DEN",3.5
