...1,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value,attempts,rush_yards,rush_ypg,rush_20plus,rush_td,fumbles_perdidos,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,total_touchdowns,partidos
36,37,Alex Collins,,,RB17,43,,,33,,41,37.4,00-0032426,RB,2017,1.0,23,2016,0.37133333333333335,50.702858,0.004,171,1.9,212,973,64.86666666666666,6,6,2,36,23,187,12.466666666666667,3,0,6,15
38,39,Royce Freeman,,,RB18,37,,,38,,56,41.2,00-0034838,RB,2017,--,21,2018,-1,--,0.006,71,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,40,Derrick Henry,BAL,10,RB19,42,,,41,,36,42.2,00-0032764,RB,2017,1.0,23,2016,0.400625,42.993168,0.009000000000000001,45,10.4,176,744,46.5,5,5,0,17,11,136,8.5,1,1,6,16
41,42,Jay Ajayi,,,RB20,44,,,40,,46,43.8,00-0031590,RB,2017,1.0,24,2015,0.5357142857142858,11.231923,0.004,149,2.7,208,873,62.357142857142854,6,1,2,34,24,158,11.285714285714286,1,1,2,14
45,46,Lamar Miller,,,RB21,57,,,46,,49,46.8,00-0029615,RB,2017,1.0,26,2012,0.67375,41.86729,0.042,97,5.5,238,888,55.5,1,3,0,45,36,327,20.4375,3,3,6,16
50,51,Mark Ingram II,,,RB22,60,,,48,,48,52.2,00-0027966,RB,2017,0.7345132743362832,27,2011,0.550625,75.238,0.027999999999999997,28,13.4,230,1124,70.25,11,12,3,71,58,416,26,3,0,12,16
56,57,Dion Lewis,,,RB23,58,,,49,,52,56.4,00-0028087,RB,2017,0.7733333333333333,26,2011,0.35750000000000004,77.85983,0.027999999999999997,149,2.7,180,896,56,7,6,0,35,32,214,13.375,1,3,9,16
57,58,Marshawn Lynch,,,RB24,52,,,68,,76,61.4,00-0025399,RB,2017,0.9924242424242424,31,2007,0.49466666666666664,39.45981,0.025,12,18.8,207,891,59.4,5,7,1,31,20,151,10.066666666666666,3,0,7,15
60,61,Carlos Hyde,,,RB25,75,,,59,,69,65.8,00-0031045,RB,2017,0.7741935483870968,26,2014,0.715,39.23983,0.028999999999999998,57,8.9,240,938,58.625,6,8,1,88,59,350,21.875,0,0,8,16
65,66,Rex Burkhead,,,RB26,66,,,66,,81,69.8,00-0030288,RB,2017,1.0,27,2013,0.279,46.012886,0.018000000000000002,190,1.2,64,264,26.4,2,5,0,36,30,254,25.4,1,3,8,10
67,68,Tevin Coleman,,,RB27,72,,,69,,64,71.8,00-0032058,RB,2017,1.0,24,2015,0.44333333333333336,28.860287,0.006,73,7.3,156,628,41.86666666666667,6,5,0,39,27,299,19.933333333333334,4,3,8,15
72,73,Kerryon Johnson,,,RB28,107,,,72,,86,77.8,00-0034349,RB,2017,--,20,2018,-1,--,--,43,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,74,Jamaal Williams,,,RB29,98,,,79,,92,78,00-0033948,RB,2017,1.0,22,2017,0.42375,108.51383,0.004,134,3.4,153,556,39.714285714285715,1,4,0,34,25,262,18.714285714285715,3,2,6,14
78,79,Sony Michel,,,RB30,125,,,77,,57,82.8,00-0034845,RB,2017,--,22,2018,-1,--,0.013999999999999999,31,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,81,Rashaad Penny,,,RB31,112,,,90,,40,83.6,00-0034750,RB,2017,--,21,2018,-1,--,0.015,27,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,85,Tarik Cohen,,,RB32,105,,,84,,70,85.6,00-0033556,RB,2017,1.0,22,2017,0.359375,39.548157,--,119,4.2,87,370,23.125,4,2,2,71,53,356,22.25,2,1,4,16
85,86,Duke Johnson Jr.,,,RB33,76,,,80,,88,86.6,00-0032257,RB,2017,1.0,23,2015,0.5268750000000001,33.10329,0.028999999999999998,77,6.9,164,696,43.5,0,8,2,186,148,1386,86.625,18,6,14,16
89,90,Chris Carson,,,RB34,82,,,62,,148,90.4,00-0033594,RB,2017,0.25,22,2017,0.5549999999999999,9.395833,0.004,249,0,49,208,52,1,0,0,8,7,59,14.75,0,1,1,4
93,94,Isaiah Crowell,,,RB35,106,,,73,,94,94.8,00-0030656,RB,2017,1.0,24,2014,-1,28.251625,0.023,,0,207,855,53.4375,5,2,1,42,28,182,11.375,2,0,2,16
98,99,Marlon Mack,,,RB36,153,,,98,,83,104.8,00-0033951,RB,2017,1.0,21,2017,0.34142857142857147,24.778736,0.004,143,3,93,358,25.571428571428573,6,3,0,33,21,225,16.071428571428573,4,1,4,14
101,102,Peyton Barber,,,RB37,97,,,106,,162,106.4,00-0032741,RB,2017,1.0,23,2016,0.2275,37.102905,0.004,,0,108,423,38.45454545454545,1,3,1,19,16,114,10.363636363636363,1,0,3,11
104,105,Chris Thompson,,,RB38,80,,,61,,233,109,00-0030404,RB,2017,0.7419354838709677,26,2013,0.5189999999999999,68.78711,0.021,154,2.5,64,294,29.4,1,2,1,54,39,510,51,9,4,6,10
106,107,Ronald Jones,II,,RB39,171,,,102,,55,112.4,00-0034816,RB,2017,--,20,2018,-1,--,0.01,38,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,111,James White,,,RB40,121,,,108,,133,116,00-0031062,RB,2017,1.0,25,2014,0.39,28.129889,0.024,130,3.6,43,171,12.214285714285714,0,0,0,72,56,429,30.642857142857142,6,3,3,14
111,112,Aaron Jones r.,MIN,,RB41,146,,,110,,104,116.8,00-0033293,RB,2017,1.0,22,2017,0.325,62.41333,0.004,182,1.5,81,448,44.8,6,4,0,18,9,22,2.2,0,0,4,10
116,117,Adrian Peterson,,,RB42,90,,,140,,214,125.4,00-0025394,RB,2017,0.7611940298507462,32,2007,0.45200000000000007,65.56989,0.006,7,22.2,156,529,52.9,2,2,2,19,11,70,7,0,0,2,10
117,118,Nick Chubb,HOU,10,RB43,156,,,124,,97,127.4,00-0034791,RB,2017,--,21,2018,-1,--,0.01,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,119,C.J. Anderson,,,RB44,168,,,99,,101,130.2,00-0029854,RB,2017,0.891566265060241,26,2013,-1,73.15996,0.01,,0,245,1007,62.9375,7,3,1,41,28,224,14,1,1,4,16
121,122,Matt Breida,,,RB45,127,,,132,,161,134.8,00-0033308,RB,2017,1.0,22,2017,0.279375,24.786291,0.003,,0,105,465,29.0625,2,2,0,36,21,180,11.25,2,1,3,16
132,133,Giovani Bernard,,,RB47,167,,,141,,126,141.4,00-0030456,RB,2017,0.927710843373494,25,2013,0.4875,64.61429,0.033,37,11.6,105,458,28.625,5,2,0,60,43,381,23.8125,3,2,4,16
135,136,Bilal Powell,,,RB48,165,,,149,,150,142.4,00-0028064,RB,2017,1.0,28,2011,0.41866666666666663,49.910286,0.024,126,3.8,178,772,51.46666666666667,9,5,1,33,23,170,11.333333333333334,1,0,5,15
136,137,Latavius Murray,,,RB49,159,,,146,,144,142.6,00-0030513,RB,2017,1.0,27,2013,0.375625,59.914623,0.023,181,1.5,216,842,52.625,7,8,0,17,15,103,6.4375,1,0,8,16
139,140,Corey Clement,,,RB50,160,,,144,,131,144.8,00-0033725,RB,2017,1.0,22,2017,0.224375,41.56923,0.003,,0,75,323,23.071428571428573,2,4,0,15,10,123,8.785714285714286,3,2,6,14
140,141,Alfred Morris,,,RB51,68,,,173,,249,145,00-0029141,RB,2017,1.0,28,2012,0.225,30.326029,0.004,173,1.8,115,547,42.07692307692308,4,1,0,9,7,45,3.4615384615384617,0,0,1,13
145,146,Theo Riddick,,,RB52,172,,,126,,123,154.4,00-0030107,RB,2017,0.9879518072289156,26,2013,0.45125,39.232666,0.025,199,0.9,84,286,17.875,1,3,1,71,53,444,27.75,5,2,5,16
148,149,LeGarrette Blount,,,RB53,144,,,164,,138,162,00-0027325,RB,2017,0.8923076923076924,30,2010,-1,20.923332,0.011000000000000001,,0,174,768,48,7,2,1,8,8,50,3.125,1,1,3,16
149,150,Jordan Wilkins,,,RB54,170,,,145,,194,165.8,00-0034400,RB,2017,--,23,2018,-1,--,0.004,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,153,James Conner,ARI,9,RB55,119,,,180,,227,169.2,00-0033553,RB,2017,0.875,22,2017,0.07,0.3872727,0.005,105,5,32,144,12,1,0,0,1,0,0,0,0,0,0,12
164,165,Devontae Booker,,,RB56,,,,128,,121,141,00-0032972,RB,2017,1.0,25,2016,0.3161538461538462,19.35564,0.004,136,3.3,79,299,23,1,1,1,38,30,275,21.153846153846153,4,0,1,13
189,190,Austin Ekeler,WAS,4,RB57,,,,159,,189,178.3,00-0033699,RB,2017,1.0,22,2017,0.180625,54.790253,0.003,,0,47,260,20,3,2,2,35,27,279,21.46153846153846,3,3,5,13
198,199,D'Onta Foreman,,,RB58,,,,163,,130,164.3,00-0033925,RB,2017,0.625,21,2017,0.209,48.055,0.005,89,6,78,327,36.333333333333336,3,2,1,8,6,83,9.222222222222221,2,0,2,9
201,202,Doug Martin,,,RB59,,,,162,,153,173.3,00-0029613,RB,2017,0.8695652173913043,28,2012,0.3799999999999999,31.52891,0.008,31,12.7,139,408,37.09090909090909,1,3,1,18,9,84,7.636363636363637,0,0,3,11
202,203,Nyheim Miller-Hines,LAC,8,RB60,,,,182,,145,178.7,00-0034367,RB,2017,--,20,2018,-1,--,--,104,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,205,Javorius Allen,,,RB61,,,,183,,186,182.3,00-0031577,RB,2017,1.0,26,2015,0.4275,37.80163,0.005,125,3.9,153,591,36.9375,1,4,0,60,46,250,15.625,1,2,6,16
215,216,T.J. Yeldon,,,RB62,,,,165,,220,195.3,00-0032209,RB,2017,0.9795918367346939,23,2015,0.306,55.41345,0.01,36,11.8,49,253,25.3,2,2,1,41,30,224,22.4,1,0,2,10
217,218,Robert Kelley,,,RB63,,,,219,,195,201,00-0032371,RB,2017,0.78125,24,2016,0.3071428571428571,16.322382,0.003,,0,62,194,27.714285714285715,1,3,0,7,4,18,2.5714285714285716,0,0,3,7
220,221,Frank Gore,,,RB64,,,,217,,180,208.7,00-0023500,RB,2017,0.9178082191780822,34,2005,0.538125,14.698667,0.006,65,8,261,961,60.0625,1,3,0,38,29,245,15.3125,2,1,4,16
221,222,Spencer Ware,,,RB65,,,,210,,211,209.7,00-0030414,RB,2017,0.5490196078431373,25,2013,-1,--,0.009000000000000001,194,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,223,Samaje Perine,CIN,9,RB66,,,,187,,198,210.3,00-0033526,RB,2017,1.0,21,2017,0.35687499999999994,32.182693,0.005,114,4.4,175,603,46.38461538461539,1,1,2,24,22,182,14,2,1,2,13
223,224,Chris Ivory,,,RB67,,,,221,,192,214.3,00-0027531,RB,2017,0.8661417322834646,29,2010,-1,38.265774,0.016,,0,112,382,27.285714285714285,1,1,2,28,21,175,12.5,3,1,2,14
229,230,Kalen Ballage,,,RB68,,,,232,,204,228.7,00-0034799,RB,2017,--,21,2018,-1,--,0.004,131,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,232,Jeremy Hill,,,RB69,,,,211,,219,234.3,00-0031301,RB,2017,0.8787878787878788,24,2014,0.18000000000000002,1.6895238,0.008,55,9.1,37,116,16.571428571428573,0,0,0,4,4,16,2.2857142857142856,0,0,0,7
237,238,Kenneth Dixon,,,RB70,,,,251,,202,245,00-0032411,RB,2017,0.5,23,2016,-1,--,0.004,134,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,239,Chase Edmonds,,,RB71,,,,224,,257,245,00-0034681,RB,2017,--,21,2018,-1,--,0.004,134,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,241,Darren Sproles,,,RB72,,,,241,,222,247.7,00-0023564,RB,2017,0.9139072847682119,34,2005,0.4166666666666667,24.39,0.008,130,3.6,15,61,20.333333333333332,0,0,1,12,7,73,24.333333333333332,0,0,0,3
244,245,John Kelly Jr.,,,RB73,,,,245,,266,252,00-0034808,RB,2017,--,20,2018,-1,--,0.004,176,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,247,Jonathan Stewart,,,RB74,,,,244,,230,255,00-0026153,RB,2017,1.0,30,2008,0.404,52.94266,0.019,13,18.3,198,680,45.333333333333336,1,6,3,15,8,52,3.466666666666667,1,1,7,15
251,252,Cordarrelle Patterson,,,RB75,,,,287,,203,258.7,00-0030578,RB,2017,1.0,26,2013,0.431875,25.41524,0.025,29,13.2,13,121,8.066666666666666,2,2,0,42,31,305,20.333333333333332,3,0,2,15
256,257,Rod Smith,,,RB76,,,,259,,272,265,00-0031900,RB,2017,1.0,25,2015,-1,87.02933,0.004,,0,55,232,23.2,1,4,0,23,19,202,20.2,1,1,5,10
272,273,Ameer Abdullah,SF,11,RB77,,,,274,,279,280.7,00-0032104,RB,2017,0.7142857142857143,24,2015,0.4142857142857142,18.275164,0.006999999999999999,54,9.2,165,552,39.42857142857143,5,4,1,35,25,162,11.571428571428571,1,1,5,14
278,279,C.J. Prosise,,,RB78,,,,258,,283,284.7,00-0032393,RB,2017,0.78125,23,2016,0.22800000000000004,21.416664,0.005,90,5.9,11,23,5.75,0,0,0,11,6,87,21.75,1,0,0,4
282,283,Wayne Gallman Jr.,,,RB79,,,,265,,301,286.3,00-0033950,RB,2017,1.0,22,2017,0.3523076923076923,26.857307,0.004,140,3.1,111,476,36.61538461538461,2,0,1,48,34,193,14.846153846153847,0,1,1,13
289,290,Mike Gillislee,,,RB80,,,,267,,304,291,00-0030433,RB,2017,1.0,26,2013,0.2588888888888889,45.25028,0.005,164,2.1,104,383,42.55555555555556,0,5,1,1,1,15,1.6666666666666667,0,0,5,9
296,297,Jaylen Samuels,,,RB81,,,,321,,225,273,00-0034331,RB,2017,--,21,2018,-1,--,0.004,165,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,299,Corey Grant,,,RB82,,,,314,,271,297.3,00-0031731,RB,2017,0.8421052631578947,25,2015,-1,27.744106,0.016,,0,30,248,31,3,2,1,4,3,41,5.125,1,0,2,8
300,301,Chris Warren,III,,RB83,,,,253,,,276,00-0034315,RB,2017,--,21,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,305,Malcolm Brown,,,RB84,,,,252,,305,278.5,00-0031806,RB,2017,1.0,24,2015,0.20545454545454547,10.906182,0.004,,0,63,246,22.363636363636363,1,1,0,11,9,53,4.818181818181818,0,0,1,11
305,306,Elijah McGuire,,,RB85,,,,317,,244,280.5,00-0033295,RB,2017,1.0,23,2017,0.255,39.253143,0.004,188,1.3,89,317,21.133333333333333,1,1,2,26,17,177,11.8,2,1,2,15
314,315,Jonathan Williams,,,RB86,,,,280,,,285,00-0032975,RB,2017,1.0,23,2016,-1,--,0.004,156,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,321,Alfred Blue,,,RB87,,,,290,,370,321.7,00-0031075,RB,2017,1.0,26,2014,0.23363636363636367,33.730713,0.005,181,1.5,71,262,32.75,1,1,0,9,7,54,6.75,0,0,1,8
331,332,Boston Scott,,,RB88,,,,268,,406,337,00-0034414,RB,2017,--,22,2018,-1,--,0.004,201,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,341,Jalen Richard,,,RB90,,,,301,,327,314,00-0033025,RB,2017,1.0,23,2016,0.21375,24.646381,0.003,,0,56,275,18.333333333333332,2,1,3,36,27,266,17.733333333333334,3,1,2,15
341,342,Wendell Smallwood,,,RB91,,,,283,,381,332,00-0032782,RB,2017,0.90625,23,2016,0.30625,30.91982,0.004,153,2.6,47,174,21.75,2,1,0,18,13,103,12.875,1,0,1,8
342,343,Cameron Artis-Payne,,,RB92,,,,,,285,285,00-0031599,RB,2017,1.0,27,2015,0.04153846153846154,28.678001,0.004,174,1.7,18,95,19,1,1,0,1,1,2,0.4,0,0,1,5
344,345,Travaris Cadet,,,RB94,,,,,,286,286,00-0029205,RB,2017,0.9888888888888889,28,2012,-1,17.396193,0.005,,0,23,96,13.714285714285714,0,0,0,19,16,119,17,0,0,0,7
349,350,Shane Vereen,,,RB95,,,,291,,,291,00-0027994,RB,2017,0.8981481481481481,28,2011,0.299375,12.121715,0.006,56,9,45,164,10.933333333333334,0,0,0,53,44,253,16.866666666666667,1,0,0,15
351,352,Christine Michael,,,RB96,,,,298,,341,319.5,00-0030432,RB,2017,0.7974683544303798,26,2013,-1,--,0.004,62,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,353,Stevan Ridley,,,RB97,,,,324,,315,319.5,00-0028011,RB,2017,0.918918918918919,28,2011,0.33,62.719997,0.004,73,7.3,26,108,54,1,1,0,0,0,0,0,0,0,1,2
357,358,Charles Sims,,,RB98,,,,,,302,302,00-0031390,RB,2017,0.8448275862068966,26,2014,0.35187499999999994,9.720667,0.006,69,7.6,22,95,6.333333333333333,1,0,1,47,35,252,16.8,2,1,1,15
358,359,Phillip Lindsay,,,RB99,,,,303,,344,323.5,00-0034109,RB,2017,--,23,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,360,J.D. McKissic,,,RB100,,,,323,,325,324,00-0032602,RB,2017,1.0,24,2016,0.3438461538461538,18.002651,0.004,,0,46,187,15.583333333333334,1,1,0,47,34,266,22.166666666666668,3,2,3,12
365,366,DeAndre Washington,,,RB101,,,,309,,401,355,00-0032940,RB,2017,1.0,24,2016,0.22666666666666668,28.745237,0.004,143,3,57,153,10.2,0,2,1,45,34,197,13.133333333333333,0,1,3,15
369,370,Jacquizz Rodgers,,,RB102,,,,,,316,316,00-0028083,RB,2017,0.9428571428571428,27,2011,0.15875,18.226667,0.01,145,2.9,64,244,18.76923076923077,1,1,0,11,9,74,5.6923076923076925,0,0,1,13
372,373,Robert Turbin,,,RB103,,,,,,320,320,00-0029273,RB,2017,0.898989898989899,27,2012,0.325,6.549667,0.008,106,4.9,23,53,8.833333333333334,0,1,0,11,9,56,9.333333333333334,0,0,1,6
377,378,Steven Jackson,,,RB105,,,,,,326,326,00-0022736,RB,2017,1.0,34,2004,-1,--,--,24,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,380,Marcus Murphy,,,RB106,,,,327,,366,346.5,00-0031959,RB,2017,0.5151515151515151,25,2015,0.21,,0.004,230,0,8,41,41,1,0,0,2,2,7,7,0,0,0,1
380,381,Peyton Hillis,,,RB107,,,,,,328,328,00-0026367,RB,2017,0.8901098901098901,31,2008,-1,--,--,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,382,Orleans Darkwa,,,RB108,,,,,,329,329,00-0030860,RB,2017,0.9180327868852459,25,2014,-1,34.13743,0.006999999999999999,,0,172,753,50.2,6,5,0,28,19,116,7.733333333333333,0,0,5,15
383,384,Mark Walton,,,RB109,,,,,,330,330,00-0034679,RB,2017,--,20,2018,-1,--,0.004,112,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,388,Tyler Ervin,,,RB110,,,,,,334,334,00-0032404,RB,2017,0.625,23,2016,0.29000000000000004,5.8133335,0.001,119,4.2,4,12,4,0,0,0,11,8,38,12.666666666666666,0,0,0,3
390,391,Chris Johnson,,,RB111,,,,,,338,338,00-0026164,RB,2017,0.8134328358208955,31,2008,0.3625,7.8491673,0.008,24,14.4,45,114,28.5,0,0,0,6,5,43,10.75,0,0,0,4
398,400,Knowshon Moreno,,,RB112,,,,,,350,350,00-0026988,RB,2017,0.8095238095238095,30,2009,-1,--,--,12,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,402,Akeem Hunt,,,RB113,,,,,,352,352,00-0031743,RB,2017,1.0,24,2015,-1,2.429524,0.004,,0,8,23,3.2857142857142856,0,0,0,7,4,31,4.428571428571429,1,0,0,7
407,409,Thomas Rawls,,,RB114,,,,,,365,365,00-0031897,RB,2017,0.6739130434782609,24,2015,-1,9.5725,0.004,,0,58,157,17.444444444444443,1,0,1,13,9,94,10.444444444444445,1,0,0,9
408,410,Trenton Cannon,,,RB115,,,,,,367,367,00-0034164,RB,2017,--,23,2018,-1,--,0.004,204,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,420,Mike Boone,MIA,11,RB116,,,,,,382,382,00-0034208,RB,2017,--,22,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,426,Mike Davis,,,RB117,,,,,,389,389,00-0032063,RB,2017,1.0,24,2015,0.48499999999999993,7.8656673,0.008,126,3.8,68,223,37.166666666666664,3,0,0,18,15,131,21.833333333333332,3,0,0,6
432,434,Terrance West,,,RB119,,,,,,400,400,00-0031375,RB,2017,1.0,26,2014,0.202,49.517,0.004,94,5.7,40,138,27.6,0,2,1,4,2,23,4.6,0,0,2,5
433,435,Kerwynn Williams,,,RB120,,,,,,402,402,00-0030117,RB,2017,1.0,26,2013,0.2225,13.639238,0.004,230,0,120,426,28.4,2,1,0,15,10,93,6.2,1,0,1,15
438,440,Charcandrick West,,,RB122,,,,,,408,408,00-0030668,RB,2017,1.0,26,2014,-1,17.847273,0.006,,0,18,72,6,1,2,0,34,27,150,12.5,1,2,4,12
444,446,Roc Thomas,,,RB123,,,,,,415,415,00-0034221,RB,2017,--,21,2018,-1,--,0.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,451,Justin Davis,,,RB124,,,,,,420,420,00-0033760,RB,2017,1.0,21,2017,0.0225,,0.003,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
458,460,Patrick DiMarco,,,RB126,,,,,,430,430,00-0028581,RB,2017,1.0,28,2011,-1,3.0485713,0.013000000000000001,,0,2,-2,-0.25,0,0,0,10,7,28,3.5,0,0,0,8
474,476,Benny Cunningham Jr.,,,RB128,,,,,,446,446,00-0029795,RB,2017,0.963855421686747,27,2013,-1,18.952726,0.006,,0,9,29,2.6363636363636362,0,0,1,26,20,240,21.818181818181817,4,2,2,11
477,479,Jamize Olawale,,,RB129,,,,,,449,449,00-0029492,RB,2017,1.0,28,2012,-1,5.146667,0.013999999999999999,,0,9,43,7.166666666666667,0,1,0,7,6,33,5.5,0,0,1,6
