opponent_team,season,game_id,rn,passing_yards_season_avg,passing_tds_season_avg,interceptions_season_avg,rushing_yards_season_avg,rushing_tds_season_avg,receiving_yards_season_avg,receiving_tds_season_avg,fumbles_lost_season_avg
MIA,2018,2018_03_OAK_MIA,67,277.0,0.5,2.5,79.0,0.5,277.0,0.5,0.5
MIA,2018,2018_04_MIA_NE,68,299.6666666666667,0.6666666666666666,2.3333333333333335,89.0,0.6666666666666666,299.6666666666667,0.6666666666666666,0.3333333333333333
MIA,2018,2018_05_MIA_CIN,69,293.25,1.25,2.25,110.5,1.0,293.25,1.25,0.25
MIA,2018,2018_06_CHI_MIA,70,284.2,1.2,2.0,109.0,0.8,284.2,1.2,0.2
MIA,2018,2018_07_DET_MIA,71,289.5,1.5,1.8333333333333333,118.16666666666667,0.8333333333333334,289.5,1.5,0.5
MIA,2018,2018_08_MIA_HOU,72,279.14285714285717,1.5714285714285714,1.5714285714285714,136.71428571428572,0.8571428571428571,279.14285714285717,1.5714285714285714,0.42857142857142855
MIA,2018,2018_09_NYJ_MIA,73,274.125,2.0,1.375,143.125,0.875,274.125,2.0,0.375
MIA,2018,2018_10_MIA_GB,74,269.1111111111111,1.7777777777777777,1.6666666666666667,136.11111111111111,0.7777777777777778,269.1111111111111,1.7777777777777777,0.3333333333333333
MIA,2018,2018_12_MIA_IND,75,262.1,1.8,1.5,142.0,0.9,262.1,1.8,0.3
MIA,2018,2018_13_BUF_MIA,76,269.8181818181818,1.9090909090909092,1.5454545454545454,139.8181818181818,0.8181818181818182,269.8181818181818,1.9090909090909092,0.36363636363636365
MIA,2018,2018_14_NE_MIA,77,266.5833333333333,1.9166666666666667,1.5833333333333333,144.66666666666666,0.75,266.5833333333333,1.9166666666666667,0.3333333333333333
MIA,2018,2018_15_MIA_MIN,78,273.61538461538464,2.0,1.4615384615384615,139.46153846153845,0.7692307692307693,273.61538461538464,2.0,0.3076923076923077
MIA,2018,2018_16_JAX_MIA,79,269.42857142857144,2.0,1.4285714285714286,145.21428571428572,0.9285714285714286,269.42857142857144,2.0,0.2857142857142857
MIA,2018,2018_17_MIA_BUF,80,261.1333333333333,1.8666666666666667,1.3333333333333333,143.93333333333334,0.9333333333333333,261.1333333333333,1.8666666666666667,0.3333333333333333
MIA,2019,2019_01_BAL_MIA,81,,,,,,,,
MIA,2019,2019_02_NE_MIA,82,379.0,6.0,0.0,265.0,2.0,379.0,6.0,0.0
MIA,2019,2019_03_MIA_DAL,83,321.5,4.0,0.0,194.5,2.0,321.5,4.0,0.5
MIA,2019,2019_04_LAC_MIA,84,296.3333333333333,3.3333333333333335,0.3333333333333333,208.0,2.0,296.3333333333333,3.3333333333333335,0.3333333333333333
MIA,2019,2019_06_WAS_MIA,85,301.5,3.0,0.25,175.75,1.75,301.5,3.0,0.25
MIA,2019,2019_07_MIA_BUF,86,274.4,2.8,0.2,169.6,1.4,274.4,2.8,0.2
MIA,2019,2019_08_MIA_PIT,87,262.3333333333333,2.6666666666666665,0.16666666666666666,160.83333333333334,1.1666666666666667,262.3333333333333,2.6666666666666665,0.16666666666666666
MIA,2019,2019_09_NYJ_MIA,88,260.7142857142857,2.5714285714285716,0.2857142857142857,160.42857142857142,1.1428571428571428,260.7142857142857,2.5714285714285716,0.14285714285714285
MIA,2019,2019_10_MIA_IND,89,260.625,2.375,0.375,150.75,1.0,260.625,2.375,0.125
MIA,2019,2019_11_BUF_MIA,90,254.33333333333334,2.2222222222222223,0.6666666666666666,146.11111111111111,0.8888888888888888,254.33333333333334,2.2222222222222223,0.1111111111111111
MIA,2019,2019_12_MIA_CLE,91,254.5,2.3,0.6,148.3,0.9,254.5,2.3,0.1
MIA,2019,2019_13_PHI_MIA,92,261.09090909090907,2.3636363636363638,0.6363636363636364,148.1818181818182,1.0,261.09090909090907,2.3636363636363638,0.09090909090909091
MIA,2019,2019_14_MIA_NYJ,93,265.1666666666667,2.4166666666666665,0.6666666666666666,143.5,0.9166666666666666,265.1666666666667,2.4166666666666665,0.08333333333333333
MIA,2019,2019_15_MIA_NYG,94,265.53846153846155,2.3846153846153846,0.6923076923076923,141.07692307692307,0.8461538461538461,265.53846153846155,2.3846153846153846,0.07692307692307693
MIA,2019,2019_16_CIN_MIA,95,266.85714285714283,2.357142857142857,0.8571428571428571,140.85714285714286,1.0,266.85714285714283,2.357142857142857,0.07142857142857142
MIA,2019,2019_17_MIA_NE,96,275.46666666666664,2.466666666666667,0.8,135.4,0.9333333333333333,275.46666666666664,2.466666666666667,0.13333333333333333
MIA,2020,2020_01_MIA_NE,97,,,,,,,,
MIA,2020,2020_02_BUF_MIA,98,155.0,0.0,0.0,217.0,3.0,155.0,0.0,0.0
MIA,2020,2020_03_MIA_JAX,99,285.0,2.0,0.0,164.5,1.5,285.0,2.0,0.5
MIA,2020,2020_04_SEA_MIA,100,281.6666666666667,1.3333333333333333,0.3333333333333333,133.66666666666666,1.6666666666666667,281.6666666666667,1.3333333333333333,0.6666666666666666
