game_id,opponent_team,receiving_yards,receiving_tds,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,fumbles_lost,rn,passing_yards_last5,passing_tds_last5,interceptions_last5,rushing_yards_last5,rushing_tds_last5,receiving_yards_last5,receiving_tds_last5,fumbles_lost_last5
2017_16_IND_BAL,IND,237.0,2,237.0,2,0.0,103.0,0,0.0,63,218.0,1.6,1.0,142.8,0.8,218.0,1.6,0.2
2017_17_HOU_IND,IND,137.0,0,137.0,0,1.0,85.0,1,0.0,64,218.2,1.6,0.8,145.8,0.8,218.2,1.6,0.2
2018_01_CIN_IND,IND,243.0,2,243.0,2,1.0,101.0,1,1.0,65,208.8,1.4,0.6,144.4,0.8,208.8,1.4,0.2
2018_02_IND_WAS,IND,292.0,0,292.0,0,0.0,65.0,0,1.0,66,189.8,1.4,0.8,145.4,0.8,189.8,1.4,0.4
2018_03_IND_PHI,IND,255.0,1,255.0,1,1.0,152.0,1,1.0,67,234.0,1.2,0.6,113.0,0.6,234.0,1.2,0.4
2018_04_HOU_IND,IND,375.0,2,375.0,2,1.0,119.0,1,0.0,68,232.8,1.0,0.6,101.2,0.6,232.8,1.0,0.6
2018_05_IND_NE,IND,341.0,3,341.0,3,2.0,97.0,2,0.0,69,260.4,1.0,0.8,104.4,0.8,260.4,1.0,0.6
2018_06_IND_NYJ,IND,280.0,2,280.0,2,1.0,107.0,0,1.0,70,301.2,1.6,1.0,106.8,1.0,301.2,1.6,0.6
2018_07_BUF_IND,IND,175.0,0,175.0,0,3.0,135.0,0,2.0,71,308.6,1.6,1.0,108.0,0.8,308.6,1.6,0.6
2018_08_IND_OAK,IND,244.0,3,244.0,3,0.0,103.0,1,1.0,72,285.2,1.6,1.6,122.0,0.8,285.2,1.6,0.8
2018_10_JAX_IND,IND,324.0,2,324.0,2,0.0,91.0,1,1.0,73,283.0,2.0,1.4,112.2,0.8,283.0,2.0,0.8
2018_11_TEN_IND,IND,203.0,1,203.0,1,2.0,87.0,0,0.0,74,272.8,2.0,1.2,106.6,0.8,272.8,2.0,1.0
2018_12_MIA_IND,IND,204.0,2,204.0,2,0.0,113.0,1,1.0,75,245.2,1.6,1.2,104.6,0.4,245.2,1.6,1.0
2018_13_IND_JAX,IND,150.0,0,150.0,0,0.0,79.0,0,1.0,76,230.0,1.6,1.0,105.8,0.6,230.0,1.6,1.0
2018_14_IND_HOU,IND,267.0,1,267.0,1,0.0,89.0,2,0.0,77,225.0,1.6,0.4,94.6,0.6,225.0,1.6,0.8
2018_15_DAL_IND,IND,206.0,0,206.0,0,1.0,112.0,0,0.0,78,229.6,1.2,0.4,91.8,0.8,229.6,1.2,0.6
2018_16_NYG_IND,IND,309.0,1,309.0,1,1.0,83.0,2,0.0,79,206.0,0.8,0.6,96.0,0.6,206.0,0.8,0.4
2018_17_IND_TEN,IND,165.0,1,165.0,1,2.0,93.0,0,0.0,80,227.2,0.8,0.4,95.2,1.0,227.2,0.8,0.4
2019_01_IND_LAC,IND,333.0,3,333.0,3,1.0,125.0,1,0.0,81,219.4,0.6,0.8,91.2,0.8,219.4,0.6,0.2
2019_02_IND_TEN,IND,154.0,1,154.0,1,0.0,124.0,1,0.0,82,256.0,1.2,1.0,100.4,1.0,256.0,1.2,0.0
2019_03_ATL_IND,IND,304.0,3,304.0,3,1.0,93.0,0,0.0,83,233.4,1.2,1.0,107.4,0.8,233.4,1.2,0.0
2019_04_OAK_IND,IND,189.0,2,189.0,2,0.0,188.0,1,1.0,84,253.0,1.8,1.0,103.6,0.8,253.0,1.8,0.0
2019_05_IND_KC,IND,321.0,1,321.0,1,0.0,36.0,0,1.0,85,229.0,2.0,0.8,124.6,0.6,229.0,2.0,0.2
2019_07_HOU_IND,IND,308.0,1,308.0,1,2.0,100.0,1,0.0,86,260.2,2.0,0.4,113.2,0.6,260.2,2.0,0.4
2019_08_DEN_IND,IND,174.0,0,174.0,0,0.0,113.0,1,0.0,87,255.2,1.6,0.6,108.2,0.6,255.2,1.6,0.4
2019_09_IND_PIT,IND,191.0,1,191.0,1,1.0,90.0,0,1.0,88,259.2,1.4,0.6,106.0,0.6,259.2,1.4,0.4
2019_10_MIA_IND,IND,169.0,0,169.0,0,1.0,70.0,1,1.0,89,236.6,1.0,0.6,105.4,0.6,236.6,1.0,0.6
2019_11_JAX_IND,IND,296.0,2,296.0,2,1.0,29.0,0,0.0,90,232.6,0.6,0.8,81.8,0.6,232.6,0.6,0.6
2019_12_IND_HOU,IND,298.0,2,298.0,2,1.0,99.0,0,0.0,91,227.6,0.8,1.0,80.4,0.6,227.6,0.8,0.4
2019_13_TEN_IND,IND,182.0,2,182.0,2,0.0,154.0,1,2.0,92,225.6,1.0,0.8,80.2,0.4,225.6,1.0,0.4
2019_14_IND_TB,IND,474.0,4,474.0,4,3.0,75.0,1,1.0,93,227.2,1.4,0.8,88.4,0.4,227.2,1.4,0.8
2019_15_IND_NO,IND,307.0,4,307.0,4,0.0,117.0,0,0.0,94,283.8,2.0,1.2,85.4,0.6,283.8,2.0,0.8
2019_16_CAR_IND,IND,236.0,0,236.0,0,3.0,87.0,0,0.0,95,311.4,2.8,1.0,94.8,0.4,311.4,2.8,0.6
2019_17_IND_JAX,IND,295.0,3,295.0,3,1.0,67.0,0,0.0,96,299.4,2.4,1.4,106.4,0.4,299.4,2.4,0.6
2020_01_IND_JAX,IND,173.0,3,173.0,3,0.0,91.0,0,0.0,97,298.8,2.6,1.4,100.0,0.4,298.8,2.6,0.6
2020_02_MIN_IND,IND,113.0,0,113.0,0,3.0,80.0,1,0.0,98,297.0,2.8,1.4,87.4,0.2,297.0,2.8,0.2
2020_03_NYJ_IND,IND,168.0,1,168.0,1,3.0,109.0,0,0.0,99,224.8,2.0,1.4,88.4,0.2,224.8,2.0,0.0
2020_04_IND_CHI,IND,249.0,1,249.0,1,1.0,28.0,0,0.0,100,197.0,1.4,2.0,86.8,0.2,197.0,1.4,0.0
2020_05_IND_CLE,IND,265.0,2,265.0,2,2.0,124.0,0,0.0,101,199.6,1.6,1.6,75.0,0.2,199.6,1.6,0.0
2020_06_CIN_IND,IND,313.0,0,313.0,0,1.0,98.0,3,0.0,102,193.6,1.4,1.8,86.4,0.2,193.6,1.4,0.0
2020_08_IND_DET,IND,336.0,3,336.0,3,1.0,29.0,0,1.0,103,221.6,0.8,2.0,87.8,0.8,221.6,0.8,0.0
2020_09_BAL_IND,IND,170.0,0,170.0,0,0.0,110.0,2,1.0,104,266.2,1.4,1.6,77.6,0.6,266.2,1.4,0.2
2020_10_IND_TEN,IND,147.0,1,147.0,1,0.0,157.0,1,0.0,105,266.6,1.2,1.0,77.8,1.0,266.6,1.2,0.4
2020_11_GB_IND,IND,311.0,3,311.0,3,1.0,66.0,1,2.0,106,246.2,1.2,0.8,103.6,1.2,246.2,1.2,0.4
2020_12_TEN_IND,IND,221.0,1,221.0,1,0.0,229.0,4,0.0,107,255.4,1.4,0.6,92.0,1.4,255.4,1.4,0.8
2020_13_IND_HOU,IND,341.0,0,341.0,0,1.0,90.0,2,1.0,108,237.0,1.6,0.4,118.2,1.6,237.0,1.6,0.8
2020_14_IND_LV,IND,345.0,2,345.0,2,2.0,79.0,1,1.0,109,238.0,1.0,0.4,130.4,2.0,238.0,1.0,0.8
2020_15_HOU_IND,IND,373.0,2,373.0,2,0.0,83.0,0,2.0,110,273.0,1.4,0.8,124.2,1.8,273.0,1.4,0.8
2020_16_IND_PIT,IND,341.0,3,341.0,3,0.0,22.0,1,0.0,111,318.2,1.6,0.8,109.4,1.6,318.2,1.6,1.2
2020_17_JAX_IND,IND,261.0,2,261.0,2,0.0,53.0,0,1.0,112,324.2,1.6,0.6,100.6,1.6,324.2,1.6,0.8
2021_01_SEA_IND,IND,254.0,4,254.0,4,0.0,140.0,0,1.0,113,332.2,1.8,0.6,65.4,0.8,332.2,1.8,1.0
2021_02_LA_IND,IND,278.0,2,278.0,2,1.0,101.0,1,0.0,114,314.8,2.6,0.4,75.4,0.4,314.8,2.6,1.0
2021_03_IND_TEN,IND,197.0,3,197.0,3,2.0,180.0,0,1.0,115,301.4,2.6,0.2,79.8,0.4,301.4,2.6,0.8
2021_04_IND_MIA,IND,199.0,2,199.0,2,0.0,35.0,0,1.0,116,266.2,2.8,0.6,99.2,0.4,266.2,2.8,0.6
2021_05_IND_BAL,IND,442.0,4,442.0,4,0.0,86.0,0,1.0,117,237.8,2.6,0.6,101.8,0.2,237.8,2.6,0.8
2021_06_HOU_IND,IND,243.0,0,243.0,0,2.0,124.0,0,1.0,118,274.0,3.0,0.6,108.4,0.2,274.0,3.0,0.8
2021_07_IND_SF,IND,181.0,1,181.0,1,2.0,111.0,1,2.0,119,271.8,2.2,1.0,105.2,0.2,271.8,2.2,0.8
2021_08_TEN_IND,IND,265.0,3,265.0,3,2.0,93.0,0,0.0,120,252.4,2.0,1.2,107.2,0.2,252.4,2.0,1.2
2021_09_NYJ_IND,IND,412.0,4,412.0,4,1.0,88.0,0,1.0,121,266.0,2.0,1.2,89.8,0.2,266.0,2.0,1.0
2021_10_JAX_IND,IND,162.0,0,162.0,0,0.0,179.0,2,1.0,122,308.6,2.4,1.4,100.4,0.2,308.6,2.4,1.0
2021_11_IND_BUF,IND,228.0,2,228.0,2,3.0,91.0,0,0.0,123,252.6,1.6,1.4,119.0,0.6,252.6,1.6,1.0
2021_12_TB_IND,IND,226.0,1,226.0,1,1.0,142.0,4,1.0,124,249.6,2.0,1.6,112.4,0.6,249.6,2.0,0.8
2021_13_IND_HOU,IND,94.0,0,94.0,0,1.0,84.0,0,1.0,125,258.6,2.0,1.4,118.6,1.2,258.6,2.0,0.6
2021_15_NE_IND,IND,299.0,2,299.0,2,2.0,81.0,0,0.0,126,224.4,1.4,1.2,116.8,1.2,224.4,1.4,0.8
2021_16_IND_ARI,IND,238.0,1,245.0,1,0.0,133.0,1,0.0,127,201.8,1.0,1.4,115.4,1.2,201.8,1.0,0.6
2021_17_LV_IND,IND,255.0,1,255.0,1,2.0,85.0,1,0.0,128,218.4,1.2,1.4,106.2,1.0,217.0,1.2,0.4
2021_18_IND_JAX,IND,223.0,2,223.0,2,0.0,101.0,0,0.0,129,223.8,1.0,1.2,105.0,1.2,222.4,1.0,0.4
2022_01_IND_HOU,IND,240.0,2,240.0,2,0.0,77.0,0,1.0,130,223.2,1.2,1.0,96.8,0.4,221.8,1.2,0.2
2022_02_IND_JAX,IND,235.0,2,235.0,2,0.0,96.0,1,0.0,131,252.4,1.6,0.8,95.4,0.4,251.0,1.6,0.2
2022_03_KC_IND,IND,262.0,1,262.0,1,1.0,58.0,1,0.0,132,239.6,1.6,0.4,98.4,0.6,238.2,1.6,0.2
2022_04_TEN_IND,IND,137.0,2,137.0,2,0.0,127.0,1,0.0,133,243.0,1.6,0.6,83.4,0.6,243.0,1.6,0.2
2022_05_IND_DEN,IND,274.0,0,274.0,0,2.0,125.0,0,0.0,134,219.4,1.8,0.2,91.8,0.6,219.4,1.8,0.2
2022_06_JAX_IND,IND,165.0,1,165.0,1,0.0,243.0,3,1.0,135,229.6,1.4,0.6,96.6,0.6,229.6,1.4,0.2
2022_07_IND_TEN,IND,132.0,0,132.0,0,0.0,138.0,0,1.0,136,214.6,1.2,0.6,129.8,1.2,214.6,1.2,0.2
2022_08_WAS_IND,IND,279.0,1,279.0,1,1.0,96.0,1,0.0,137,194.0,0.8,0.6,138.2,1.0,194.0,0.8,0.4
2022_09_IND_NE,IND,147.0,1,147.0,1,0.0,70.0,0,1.0,138,197.4,0.8,0.6,145.8,1.0,197.4,0.8,0.4
2022_10_IND_LV,IND,248.0,2,248.0,2,0.0,77.0,1,0.0,139,199.4,0.6,0.6,134.4,0.8,199.4,0.6,0.6
2022_11_PHI_IND,IND,190.0,1,190.0,1,0.0,141.0,1,2.0,140,194.2,1.0,0.2,124.8,1.0,194.2,1.0,0.6
2022_12_PIT_IND,IND,174.0,0,174.0,0,0.0,172.0,2,0.0,141,199.2,1.0,0.2,104.4,0.6,199.2,1.0,0.8
2022_13_IND_DAL,IND,170.0,3,170.0,3,1.0,220.0,4,0.0,142,207.6,1.0,0.2,111.2,1.0,207.6,1.0,0.6
2022_15_IND_MIN,IND,460.0,4,460.0,4,2.0,92.0,1,1.0,143,185.8,1.4,0.2,136.0,1.6,185.8,1.4,0.6
2022_16_LAC_IND,IND,235.0,0,235.0,0,1.0,101.0,2,1.0,144,248.4,2.0,0.6,140.4,1.8,248.4,2.0,0.6
2022_17_IND_NYG,IND,177.0,2,177.0,2,0.0,217.0,2,1.0,145,245.8,1.6,0.8,145.2,2.0,245.8,1.6,0.8
2022_18_HOU_IND,IND,311.0,3,311.0,3,2.0,59.0,0,1.0,146,243.2,1.8,0.8,160.4,2.2,243.2,1.8,0.6
2023_01_JAX_IND,IND,241.0,2,241.0,2,1.0,105.0,2,0.0,147,270.6,2.4,1.2,137.8,1.8,270.6,2.4,0.8
2023_02_IND_HOU,IND,384.0,2,384.0,2,0.0,52.0,0,1.0,148,284.8,2.2,1.2,114.8,1.4,284.8,2.2,0.8
2023_03_IND_BAL,IND,202.0,0,202.0,0,0.0,186.0,2,2.0,149,269.6,1.8,0.8,106.8,1.2,269.6,1.8,0.8
2023_04_LA_IND,IND,319.0,1,319.0,1,1.0,164.0,2,0.0,150,263.0,1.8,0.6,123.8,1.2,263.0,1.8,1.0
2023_05_TEN_IND,IND,264.0,0,264.0,0,1.0,89.0,1,0.0,151,291.4,1.6,0.8,113.2,1.2,291.4,1.6,0.8
2023_06_IND_JAX,IND,181.0,2,181.0,2,1.0,85.0,2,0.0,152,282.0,1.0,0.6,119.2,1.4,282.0,1.0,0.6
2023_07_CLE_IND,IND,183.0,0,183.0,0,2.0,150.0,3,0.0,153,270.0,1.0,0.6,115.2,1.4,270.0,1.0,0.6
2023_08_NO_IND,IND,354.0,2,354.0,2,0.0,161.0,3,1.0,154,229.8,0.6,1.0,134.8,2.0,229.8,0.6,0.4
2023_09_IND_CAR,IND,173.0,1,173.0,1,3.0,138.0,0,0.0,155,260.2,1.0,1.0,129.8,2.2,260.2,1.0,0.2
2023_10_IND_NE,IND,195.0,0,195.0,0,2.0,167.0,0,0.0,156,231.0,1.0,1.4,124.6,1.8,231.0,1.0,0.2
2023_12_TB_IND,IND,199.0,2,199.0,2,1.0,125.0,0,1.0,157,217.2,1.0,1.6,140.2,1.6,217.2,1.0,0.2
2023_13_IND_TEN,IND,224.0,1,224.0,1,0.0,177.0,2,2.0,158,220.8,1.0,1.6,148.2,1.2,220.8,1.0,0.4
2023_14_IND_CIN,IND,274.0,2,274.0,2,1.0,111.0,2,0.0,159,229.0,1.2,1.2,153.6,1.0,229.0,1.2,0.8
2023_15_PIT_IND,IND,172.0,1,172.0,1,2.0,74.0,1,1.0,160,213.0,1.2,1.4,143.6,0.8,213.0,1.2,0.6
2023_16_IND_ATL,IND,229.0,1,229.0,1,0.0,177.0,1,0.0,161,212.8,1.2,1.2,130.8,1.0,212.8,1.2,0.8
2023_17_LV_IND,IND,299.0,2,299.0,2,0.0,84.0,0,0.0,162,219.6,1.4,0.8,132.8,1.2,219.6,1.4,0.8
2023_18_HOU_IND,IND,264.0,2,264.0,2,0.0,60.0,1,0.0,163,239.6,1.4,0.6,124.6,1.2,239.6,1.4,0.6
2024_01_HOU_IND,IND,234.0,2,234.0,2,0.0,213.0,1,0.0,164,247.6,1.6,0.6,101.2,1.0,247.6,1.6,0.2
2024_02_IND_GB,IND,122.0,1,122.0,1,0.0,261.0,0,1.0,165,239.6,1.6,0.4,121.6,0.8,239.6,1.6,0.2
2024_03_CHI_IND,IND,363.0,2,363.0,2,2.0,63.0,0,1.0,166,229.6,1.6,0.0,159.0,0.6,229.6,1.6,0.2
2024_04_PIT_IND,IND,312.0,1,312.0,1,0.0,122.0,2,2.0,167,256.4,1.8,0.4,136.2,0.4,256.4,1.8,0.4
2024_05_IND_JAX,IND,371.0,2,371.0,2,1.0,126.0,2,1.0,168,259.0,1.6,0.4,143.8,0.8,259.0,1.6,0.8
2024_06_IND_TEN,IND,95.0,1,95.0,1,1.0,146.0,1,0.0,169,280.4,1.6,0.6,157.0,1.0,280.4,1.6,1.0
2024_07_MIA_IND,IND,161.0,1,161.0,1,0.0,188.0,0,2.0,170,252.6,1.4,0.8,143.6,1.0,252.6,1.4,1.0
2024_08_IND_HOU,IND,285.0,1,285.0,1,0.0,96.0,1,1.0,171,260.4,1.4,0.8,129.0,1.0,260.4,1.4,1.2
2024_09_IND_MIN,IND,312.0,3,312.0,3,2.0,133.0,0,1.0,172,244.8,1.2,0.4,135.6,1.2,244.8,1.2,1.2
2024_10_BUF_IND,IND,280.0,0,280.0,0,2.0,135.0,2,0.0,173,244.8,1.6,0.8,137.8,0.8,244.8,1.6,1.0
2024_11_IND_NYJ,IND,184.0,2,184.0,2,0.0,91.0,1,0.0,174,226.6,1.2,1.0,139.6,0.8,226.6,1.2,0.8
2024_12_DET_IND,IND,269.0,0,269.0,0,0.0,137.0,3,0.0,175,244.4,1.4,0.8,128.6,0.8,244.4,1.4,0.8
2024_13_IND_NE,IND,238.0,1,238.0,1,1.0,200.0,1,0.0,176,266.0,1.2,0.8,118.4,1.4,266.0,1.2,0.4
2024_15_IND_DEN,IND,130.0,3,130.0,3,3.0,72.0,0,0.0,177,256.6,1.2,1.0,139.2,1.4,256.6,1.2,0.2
2024_16_TEN_IND,IND,252.0,2,252.0,2,3.0,65.0,2,0.0,178,220.2,1.2,1.2,127.0,1.4,220.2,1.2,0.0
2024_17_IND_NYG,IND,309.0,4,309.0,4,0.0,80.0,1,0.0,179,214.6,1.6,1.4,113.0,1.4,214.6,1.6,0.0
2024_18_JAX_IND,IND,225.0,1,225.0,1,1.0,113.0,1,0.0,180,239.6,2.0,1.4,110.8,1.4,239.6,2.0,0.0
2014_01_JAX_PHI,JAX,322.0,2,322.0,2,1.0,145.0,1,2.0,1,,,,,,,,
2014_02_JAX_WAS,JAX,288.0,2,288.0,2,0.0,191.0,3,0.0,2,322.0,2.0,1.0,145.0,1.0,322.0,2.0,2.0
2014_03_IND_JAX,JAX,390.0,4,390.0,4,0.0,144.0,0,0.0,3,305.0,2.0,0.5,168.0,2.0,305.0,2.0,1.0
2014_04_JAX_SD,JAX,377.0,3,377.0,3,0.0,42.0,0,0.0,4,333.3333333333333,2.6666666666666665,0.3333333333333333,160.0,1.3333333333333333,333.3333333333333,2.6666666666666665,0.6666666666666666
2014_05_PIT_JAX,JAX,273.0,1,273.0,1,0.0,111.0,0,1.0,5,344.25,2.75,0.25,130.5,1.0,344.25,2.75,0.5
2014_06_JAX_TEN,JAX,233.0,0,233.0,0,0.0,70.0,1,0.0,6,330.0,2.4,0.2,126.6,0.8,330.0,2.4,0.6
2014_07_CLE_JAX,JAX,215.0,0,215.0,0,1.0,69.0,0,1.0,7,312.2,2.0,0.0,111.6,0.8,312.2,2.0,0.2
2014_08_MIA_JAX,JAX,196.0,1,196.0,1,1.0,148.0,0,0.0,8,297.6,1.6,0.2,87.2,0.2,297.6,1.6,0.4
2014_09_JAX_CIN,JAX,233.0,2,233.0,2,2.0,191.0,2,0.0,9,258.8,1.0,0.4,88.0,0.2,258.8,1.0,0.4
2014_10_DAL_JAX,JAX,254.0,3,254.0,3,0.0,151.0,1,1.0,10,230.0,0.8,0.8,117.8,0.6,230.0,0.8,0.4
2014_12_JAX_IND,JAX,253.0,1,253.0,1,0.0,175.0,1,3.0,11,226.2,1.2,0.8,125.8,0.8,226.2,1.2,0.4
2014_13_NYG_JAX,JAX,247.0,1,247.0,1,0.0,116.0,2,3.0,12,230.2,1.4,0.8,146.8,0.8,230.2,1.4,1.0
2014_14_HOU_JAX,JAX,135.0,0,135.0,0,0.0,169.0,3,0.0,13,236.6,1.6,0.6,156.2,1.2,236.6,1.6,1.4
2014_15_JAX_BAL,JAX,221.0,1,221.0,1,0.0,93.0,0,1.0,14,224.4,1.4,0.4,160.4,1.8,224.4,1.4,1.4
2014_16_TEN_JAX,JAX,287.0,1,287.0,1,0.0,95.0,0,0.0,15,222.0,1.2,0.0,140.8,1.4,222.0,1.2,1.6
2014_17_JAX_HOU,JAX,250.0,2,250.0,2,1.0,123.0,1,1.0,16,228.6,0.8,0.0,129.6,1.2,228.6,0.8,1.4
2015_01_CAR_JAX,JAX,175.0,1,175.0,1,1.0,105.0,0,0.0,17,228.0,1.0,0.2,119.2,1.2,228.0,1.0,1.0
2015_02_MIA_JAX,JAX,359.0,2,359.0,2,0.0,42.0,0,0.0,18,213.6,1.0,0.4,117.0,0.8,213.6,1.0,0.4
2015_03_JAX_NE,JAX,358.0,2,358.0,2,0.0,125.0,4,0.0,19,258.4,1.4,0.4,91.6,0.2,258.4,1.4,0.4
2015_04_JAX_IND,JAX,282.0,1,282.0,1,0.0,60.0,0,2.0,20,285.8,1.6,0.4,98.0,1.0,285.8,1.6,0.2
2015_05_JAX_TB,JAX,209.0,1,209.0,1,0.0,183.0,2,0.0,21,284.8,1.6,0.4,91.0,1.0,284.8,1.6,0.6
2015_06_HOU_JAX,JAX,293.0,3,293.0,3,0.0,95.0,0,0.0,22,276.6,1.4,0.2,103.0,1.2,276.6,1.4,0.4
2015_07_BUF_JAX,JAX,298.0,2,298.0,2,2.0,115.0,0,2.0,23,300.2,1.8,0.0,101.0,1.2,300.2,1.8,0.4
2015_09_JAX_NYJ,JAX,272.0,2,272.0,2,0.0,29.0,2,0.0,24,288.0,1.8,0.4,115.6,1.2,288.0,1.8,0.8
2015_10_JAX_BAL,JAX,316.0,3,316.0,3,2.0,89.0,0,1.0,25,270.8,1.8,0.4,96.4,0.8,270.8,1.8,0.8
2015_11_TEN_JAX,JAX,231.0,0,231.0,0,0.0,104.0,1,1.0,26,277.6,2.2,0.8,102.2,0.8,277.6,2.2,0.6
2015_12_SD_JAX,JAX,300.0,4,300.0,4,0.0,79.0,0,0.0,27,282.0,2.0,0.8,86.4,0.6,282.0,2.0,0.8
2015_13_JAX_TEN,JAX,268.0,3,268.0,3,1.0,210.0,2,1.0,28,283.4,2.2,0.8,83.2,0.6,283.4,2.2,0.8
2015_14_IND_JAX,JAX,260.0,0,260.0,0,1.0,95.0,0,1.0,29,277.4,2.4,0.6,102.2,1.0,277.4,2.4,0.6
2015_15_ATL_JAX,JAX,246.0,1,246.0,1,1.0,83.0,1,0.0,30,275.0,2.0,0.8,115.4,0.6,275.0,2.0,0.8
2015_16_JAX_NO,JAX,412.0,3,412.0,3,0.0,135.0,2,0.0,31,261.0,1.6,0.6,114.2,0.8,261.0,1.6,0.6
2015_17_JAX_HOU,JAX,249.0,1,249.0,1,1.0,160.0,1,0.0,32,297.2,2.2,0.6,120.4,1.0,297.2,2.2,0.4
2016_01_GB_JAX,JAX,199.0,2,199.0,2,0.0,95.0,1,0.0,33,287.0,1.6,0.8,136.6,1.2,287.0,1.6,0.4
2016_02_JAX_SD,JAX,220.0,4,220.0,4,0.0,150.0,1,1.0,34,273.2,1.4,0.6,113.6,1.0,273.2,1.4,0.2
2016_03_BAL_JAX,JAX,214.0,0,214.0,0,2.0,84.0,1,0.0,35,265.2,2.2,0.4,124.6,1.2,265.2,2.2,0.2
2016_04_IND_JAX,JAX,234.0,2,234.0,2,1.0,94.0,1,0.0,36,258.8,2.0,0.6,124.8,1.2,258.8,2.0,0.2
2016_06_JAX_CHI,JAX,302.0,0,302.0,0,0.0,92.0,1,0.0,37,223.2,1.8,0.8,116.6,1.0,223.2,1.8,0.2
2016_07_OAK_JAX,JAX,200.0,1,200.0,1,0.0,144.0,2,0.0,38,233.8,1.6,0.6,103.0,1.0,233.8,1.6,0.2
2016_08_JAX_TEN,JAX,280.0,2,280.0,2,0.0,214.0,2,0.0,39,234.0,1.4,0.6,112.8,1.2,234.0,1.4,0.2
2016_09_JAX_KC,JAX,187.0,1,187.0,1,0.0,62.0,0,0.0,40,246.0,1.0,0.6,125.6,1.4,246.0,1.0,0.0
2016_10_HOU_JAX,JAX,99.0,2,99.0,2,0.0,181.0,0,0.0,41,240.6,1.2,0.2,121.2,1.2,240.6,1.2,0.0
2016_11_JAX_DET,JAX,278.0,0,278.0,0,0.0,14.0,1,1.0,42,213.6,1.2,0.0,138.6,1.0,213.6,1.2,0.0
2016_12_JAX_BUF,JAX,166.0,1,166.0,1,0.0,153.0,3,0.0,43,208.8,1.2,0.0,123.0,1.0,208.8,1.2,0.2
2016_13_DEN_JAX,JAX,104.0,0,104.0,0,0.0,104.0,1,0.0,44,202.0,1.2,0.0,124.8,1.2,202.0,1.2,0.2
2016_14_MIN_JAX,JAX,292.0,1,292.0,1,0.0,85.0,1,1.0,45,166.8,0.8,0.0,102.8,1.0,166.8,0.8,0.2
2016_15_JAX_HOU,JAX,308.0,0,308.0,0,2.0,79.0,1,0.0,46,187.8,0.8,0.0,107.4,1.2,187.8,0.8,0.4
2016_16_TEN_JAX,JAX,223.0,2,223.0,2,1.0,58.0,0,0.0,47,229.6,0.4,0.4,87.0,1.4,229.6,0.4,0.4
2016_17_JAX_IND,JAX,321.0,2,321.0,2,1.0,94.0,1,1.0,48,218.6,0.8,0.6,95.8,1.2,218.6,0.8,0.2
2017_01_JAX_HOU,JAX,164.0,1,164.0,1,1.0,93.0,0,3.0,49,249.6,1.0,0.8,84.0,0.8,249.6,1.0,0.4
2017_02_TEN_JAX,JAX,215.0,1,215.0,1,1.0,179.0,3,0.0,50,261.6,1.2,1.0,81.8,0.6,261.6,1.2,1.0
2017_03_BAL_JAX,JAX,64.0,1,64.0,1,2.0,134.0,0,1.0,51,246.2,1.2,1.2,100.6,1.0,246.2,1.2,0.8
2017_04_JAX_NYJ,JAX,255.0,0,255.0,0,1.0,256.0,2,1.0,52,197.4,1.4,1.2,111.6,0.8,197.4,1.4,1.0
2017_05_JAX_PIT,JAX,312.0,0,312.0,0,5.0,70.0,0,0.0,53,203.8,1.0,1.2,151.2,1.2,203.8,1.0,1.2
2017_06_LA_JAX,JAX,124.0,1,124.0,1,0.0,142.0,0,1.0,54,202.0,0.6,2.0,146.4,1.0,202.0,0.6,1.0
2017_07_JAX_IND,JAX,200.0,0,200.0,0,0.0,96.0,0,0.0,55,194.0,0.6,1.8,156.2,1.0,194.0,0.6,0.6
2017_09_CIN_JAX,JAX,136.0,0,136.0,0,0.0,29.0,1,0.0,56,191.0,0.4,1.6,139.6,0.4,191.0,0.4,0.6
2017_10_LAC_JAX,JAX,235.0,2,235.0,2,1.0,87.0,0,1.0,57,205.4,0.2,1.2,118.6,0.6,205.4,0.2,0.4
2017_11_JAX_CLE,JAX,179.0,1,179.0,1,2.0,50.0,0,2.0,58,201.4,0.6,1.2,84.8,0.2,201.4,0.6,0.4
2017_12_JAX_ARI,JAX,241.0,2,241.0,2,1.0,108.0,0,1.0,59,174.8,0.8,0.6,80.8,0.2,174.8,0.8,0.8
2017_13_IND_JAX,JAX,174.0,1,174.0,1,2.0,141.0,0,0.0,60,198.2,1.0,0.8,74.0,0.2,198.2,1.0,0.8
2017_14_SEA_JAX,JAX,271.0,3,271.0,3,3.0,141.0,0,0.0,61,193.0,1.2,1.2,83.0,0.2,193.0,1.2,0.8
2017_15_HOU_JAX,JAX,128.0,1,128.0,1,1.0,87.0,0,0.0,62,220.0,1.8,1.8,105.4,0.0,220.0,1.8,0.8
2017_16_JAX_SF,JAX,242.0,2,242.0,2,1.0,131.0,3,0.0,63,198.6,1.6,1.8,105.4,0.0,198.6,1.6,0.6
2017_17_JAX_TEN,JAX,134.0,1,134.0,1,0.0,116.0,0,1.0,64,211.2,1.8,1.6,121.6,0.6,211.2,1.8,0.2
2018_01_JAX_NYG,JAX,224.0,0,224.0,0,1.0,114.0,1,0.0,65,189.8,1.6,1.4,123.2,0.6,189.8,1.6,0.2
