game_id,opponent_team,receiving_yards,receiving_tds,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,fumbles_lost,rn,passing_yards_last5,passing_tds_last5,interceptions_last5,rushing_yards_last5,rushing_tds_last5,receiving_yards_last5,receiving_tds_last5,fumbles_lost_last5
2020_03_TB_DEN,DEN,297.0,3,297.0,3,0.0,68.0,0,0.0,99,281.6,1.6,0.4,104.8,0.2,281.6,1.6,0.4
2020_04_DEN_NYJ,DEN,246.0,0,246.0,0,0.0,129.0,1,0.0,100,273.0,1.8,0.2,100.0,0.2,273.0,1.8,0.4
2020_06_DEN_NE,DEN,195.0,0,195.0,0,2.0,117.0,1,1.0,101,298.8,1.6,0.2,106.6,0.4,298.8,1.6,0.4
2020_07_KC_DEN,DEN,213.0,1,213.0,1,0.0,101.0,2,1.0,102,259.6,1.4,0.6,110.6,0.6,259.6,1.4,0.4
2020_08_LAC_DEN,DEN,278.0,3,278.0,3,2.0,210.0,0,0.0,103,252.4,1.2,0.6,104.8,1.0,252.4,1.2,0.6
2020_09_DEN_ATL,DEN,284.0,3,284.0,3,1.0,92.0,1,0.0,104,245.8,1.4,0.8,125.0,0.8,245.8,1.4,0.4
2020_10_DEN_LV,DEN,154.0,0,154.0,0,0.0,203.0,4,0.0,105,243.2,1.4,1.0,129.8,1.0,243.2,1.4,0.4
2020_11_MIA_DEN,DEN,200.0,1,200.0,1,1.0,56.0,0,0.0,106,224.8,1.4,1.0,144.6,1.6,224.8,1.4,0.4
2020_12_NO_DEN,DEN,78.0,0,78.0,0,1.0,229.0,4,0.0,107,225.8,1.6,0.8,132.4,1.4,225.8,1.6,0.2
2020_13_DEN_KC,DEN,318.0,1,318.0,1,0.0,134.0,0,0.0,108,198.8,1.4,1.0,158.0,1.8,198.8,1.4,0.0
2020_14_DEN_CAR,DEN,283.0,0,283.0,0,0.0,125.0,3,0.0,109,206.8,1.0,0.6,142.8,1.8,206.8,1.0,0.0
2020_15_BUF_DEN,DEN,359.0,2,359.0,2,0.0,182.0,3,0.0,110,206.6,0.4,0.4,149.4,2.2,206.6,0.4,0.0
2020_16_DEN_LAC,DEN,253.0,1,253.0,1,0.0,89.0,0,0.0,111,247.6,0.8,0.4,145.2,2.0,247.6,0.8,0.0
2020_17_LV_DEN,DEN,371.0,2,371.0,2,2.0,106.0,2,2.0,112,258.2,0.8,0.2,151.8,2.0,258.2,0.8,0.0
2021_01_DEN_NYG,DEN,267.0,1,267.0,1,0.0,60.0,1,1.0,113,316.8,1.2,0.4,127.2,1.6,316.8,1.2,0.4
2021_02_DEN_JAX,DEN,118.0,1,118.0,1,2.0,75.0,0,0.0,114,306.6,1.2,0.4,112.4,1.8,306.6,1.2,0.6
2021_03_NYJ_DEN,DEN,160.0,0,160.0,0,2.0,43.0,0,0.0,115,273.6,1.4,0.8,102.4,1.2,273.6,1.4,0.6
2021_04_BAL_DEN,DEN,316.0,1,316.0,1,0.0,102.0,1,0.0,116,233.8,1.0,1.2,74.6,0.6,233.8,1.0,0.6
2021_05_DEN_PIT,DEN,253.0,2,253.0,2,0.0,147.0,1,1.0,117,246.4,1.0,1.2,77.2,0.8,246.4,1.0,0.6
2021_06_LV_DEN,DEN,341.0,2,341.0,2,0.0,86.0,2,0.0,118,222.8,1.0,0.8,85.4,0.6,222.8,1.0,0.4
2021_07_DEN_CLE,DEN,199.0,1,199.0,1,0.0,182.0,1,0.0,119,237.6,1.2,0.8,90.6,0.8,237.6,1.2,0.2
2021_08_WAS_DEN,DEN,270.0,1,270.0,1,2.0,112.0,0,0.0,120,253.8,1.2,0.4,112.0,1.0,253.8,1.2,0.2
2021_09_DEN_DAL,DEN,232.0,2,232.0,2,1.0,78.0,0,0.0,121,275.8,1.4,0.4,125.8,1.0,275.8,1.4,0.2
2021_10_PHI_DEN,DEN,178.0,2,178.0,2,1.0,216.0,0,0.0,122,259.0,1.6,0.6,121.0,0.8,259.0,1.6,0.2
2021_12_LAC_DEN,DEN,303.0,2,303.0,2,2.0,72.0,0,0.0,123,244.0,1.6,0.8,134.8,0.6,244.0,1.6,0.0
2021_13_DEN_KC,DEN,184.0,0,184.0,0,1.0,89.0,1,0.0,124,236.4,1.6,1.2,132.0,0.2,236.4,1.6,0.0
2021_14_DET_DEN,DEN,215.0,1,215.0,1,1.0,118.0,0,1.0,125,233.4,1.4,1.4,113.4,0.2,233.4,1.4,0.0
2021_15_CIN_DEN,DEN,157.0,1,157.0,1,0.0,113.0,0,0.0,126,222.4,1.4,1.2,114.6,0.2,222.4,1.4,0.2
2021_16_DEN_LV,DEN,201.0,1,201.0,1,1.0,160.0,1,2.0,127,207.4,1.2,1.0,121.6,0.2,207.4,1.2,0.2
2021_17_DEN_LAC,DEN,237.0,2,237.0,2,0.0,104.0,1,0.0,128,212.0,1.0,1.0,110.4,0.4,212.0,1.0,0.6
2021_18_KC_DEN,DEN,270.0,2,270.0,2,0.0,135.0,0,0.0,129,198.8,1.0,0.6,116.8,0.6,198.8,1.0,0.6
2022_01_DEN_SEA,DEN,195.0,2,195.0,2,0.0,76.0,0,1.0,130,216.0,1.4,0.4,126.0,0.4,216.0,1.4,0.6
2022_02_HOU_DEN,DEN,177.0,0,177.0,0,0.0,80.0,0,0.0,131,212.0,1.6,0.2,117.6,0.4,212.0,1.6,0.6
2022_03_SF_DEN,DEN,211.0,1,211.0,1,1.0,88.0,0,2.0,132,216.0,1.4,0.2,111.0,0.4,216.0,1.4,0.6
2022_04_DEN_LV,DEN,188.0,0,188.0,0,0.0,212.0,2,0.0,133,218.0,1.4,0.2,96.6,0.2,218.0,1.4,0.6
2022_05_IND_DEN,DEN,251.0,0,251.0,0,2.0,106.0,0,0.0,134,208.2,1.0,0.2,118.2,0.4,208.2,1.0,0.6
2022_06_DEN_LAC,DEN,238.0,0,238.0,0,1.0,73.0,1,0.0,135,204.4,0.6,0.6,112.4,0.4,204.4,0.6,0.6
2022_07_NYJ_DEN,DEN,121.0,0,121.0,0,0.0,155.0,1,0.0,136,213.0,0.2,0.8,111.8,0.6,213.0,0.2,0.4
2022_08_DEN_JAX,DEN,133.0,1,133.0,1,2.0,191.0,1,0.0,137,201.8,0.2,0.8,126.8,0.8,201.8,0.2,0.4
2022_10_DEN_TEN,DEN,255.0,2,255.0,2,0.0,63.0,0,1.0,138,186.2,0.2,1.0,147.4,1.0,186.2,0.2,0.0
2022_11_LV_DEN,DEN,307.0,2,307.0,2,0.0,109.0,0,0.0,139,199.6,0.6,1.0,117.6,0.6,199.6,0.6,0.2
2022_12_DEN_CAR,DEN,164.0,1,164.0,1,0.0,185.0,1,0.0,140,210.8,1.0,0.6,118.2,0.6,210.8,1.0,0.2
2022_13_DEN_BAL,DEN,198.0,0,198.0,0,2.0,103.0,1,0.0,141,196.0,1.2,0.4,140.6,0.6,196.0,1.2,0.2
2022_14_KC_DEN,DEN,352.0,3,352.0,3,3.0,89.0,0,0.0,142,211.4,1.2,0.8,130.2,0.6,211.4,1.2,0.2
2022_15_ARI_DEN,DEN,173.0,0,173.0,0,3.0,73.0,1,0.0,143,255.2,1.6,1.0,109.8,0.4,255.2,1.6,0.2
2022_16_DEN_LA,DEN,230.0,2,230.0,2,0.0,158.0,3,0.0,144,238.8,1.2,1.6,111.8,0.6,238.8,1.2,0.0
2022_17_DEN_KC,DEN,328.0,3,328.0,3,1.0,46.0,1,0.0,145,223.4,1.2,1.6,121.6,1.2,223.4,1.2,0.0
2022_18_LAC_DEN,DEN,298.0,3,298.0,3,0.0,59.0,0,2.0,146,256.2,1.6,1.8,93.8,1.2,256.2,1.6,0.0
2023_01_LV_DEN,DEN,200.0,2,200.0,2,1.0,61.0,0,0.0,147,276.2,2.2,1.4,85.0,1.0,276.2,2.2,0.4
2023_02_WAS_DEN,DEN,299.0,2,299.0,2,0.0,122.0,2,0.0,148,245.8,2.0,1.0,79.4,1.0,245.8,2.0,0.4
2023_03_DEN_MIA,DEN,376.0,5,376.0,5,0.0,350.0,5,0.0,149,271.0,2.4,0.4,89.2,1.2,271.0,2.4,0.4
2023_04_DEN_CHI,DEN,335.0,4,335.0,4,1.0,171.0,0,1.0,150,300.2,3.0,0.4,127.6,1.6,300.2,3.0,0.4
2023_05_NYJ_DEN,DEN,199.0,0,199.0,0,1.0,234.0,1,0.0,151,301.6,3.2,0.4,152.6,1.4,301.6,3.2,0.6
2023_06_DEN_KC,DEN,306.0,1,306.0,1,1.0,96.0,0,0.0,152,281.8,2.6,0.6,187.6,1.6,281.8,2.6,0.2
2023_07_GB_DEN,DEN,194.0,2,194.0,2,1.0,137.0,0,0.0,153,303.0,2.4,0.6,194.6,1.6,303.0,2.4,0.2
2023_08_KC_DEN,DEN,240.0,0,240.0,0,2.0,62.0,0,2.0,154,282.0,2.4,0.8,197.6,1.2,282.0,2.4,0.2
2023_10_DEN_BUF,DEN,177.0,1,177.0,1,2.0,192.0,2,2.0,155,254.8,1.4,1.2,140.0,0.2,254.8,1.4,0.6
2023_11_MIN_DEN,DEN,221.0,1,221.0,1,1.0,175.0,1,2.0,156,223.2,0.8,1.4,144.2,0.6,223.2,0.8,0.8
2023_12_CLE_DEN,DEN,190.0,1,190.0,1,0.0,107.0,0,3.0,157,227.6,1.0,1.4,132.4,0.6,227.6,1.0,1.2
2023_13_DEN_HOU,DEN,292.0,1,292.0,1,0.0,89.0,1,0.0,158,204.4,1.0,1.2,134.6,0.6,204.4,1.0,1.8
2023_14_DEN_LAC,DEN,275.0,0,275.0,0,1.0,76.0,1,1.0,159,224.0,0.8,1.0,125.0,0.8,224.0,0.8,1.8
2023_15_DEN_DET,DEN,278.0,5,278.0,5,0.0,185.0,1,0.0,160,231.0,0.8,0.8,127.8,1.0,231.0,0.8,1.6
2023_16_NE_DEN,DEN,256.0,2,256.0,2,0.0,59.0,0,1.0,161,251.2,1.6,0.4,126.4,0.8,251.2,1.6,1.2
2023_17_LAC_DEN,DEN,220.0,0,220.0,0,0.0,86.0,0,1.0,162,258.2,1.8,0.2,103.2,0.6,258.2,1.8,1.0
2023_18_DEN_LV,DEN,244.0,2,244.0,2,0.0,129.0,1,0.0,163,264.2,1.6,0.2,99.0,0.6,264.2,1.6,0.6
2024_01_DEN_SEA,DEN,171.0,1,171.0,1,1.0,146.0,2,0.0,164,254.6,1.8,0.2,107.0,0.6,254.6,1.8,0.6
2024_02_PIT_DEN,DEN,117.0,1,117.0,1,0.0,141.0,0,0.0,165,233.8,2.0,0.2,121.0,0.8,233.8,2.0,0.4
2024_03_DEN_TB,DEN,163.0,1,163.0,1,1.0,91.0,0,1.0,166,201.6,1.2,0.2,112.2,0.6,201.6,1.2,0.4
2024_04_DEN_NYJ,DEN,225.0,0,225.0,0,0.0,64.0,0,1.0,167,183.0,1.0,0.4,118.6,0.6,183.0,1.0,0.4
2024_05_LV_DEN,DEN,231.0,1,231.0,1,3.0,115.0,1,0.0,168,184.0,1.0,0.4,114.2,0.6,184.0,1.0,0.4
2024_06_LAC_DEN,DEN,237.0,1,237.0,1,0.0,128.0,1,0.0,169,181.4,0.8,1.0,111.4,0.6,181.4,0.8,0.4
2024_07_DEN_NO,DEN,210.0,1,210.0,1,0.0,97.0,0,2.0,170,194.6,0.8,0.8,107.8,0.4,194.6,0.8,0.4
2024_08_CAR_DEN,DEN,224.0,2,224.0,2,2.0,69.0,0,0.0,171,213.2,0.8,0.8,99.0,0.4,213.2,0.8,0.8
2024_09_DEN_BAL,DEN,280.0,3,280.0,3,0.0,127.0,2,0.0,172,225.4,1.0,1.0,94.6,0.4,225.4,1.0,0.6
2024_10_DEN_KC,DEN,266.0,1,266.0,1,0.0,57.0,0,0.0,173,236.4,1.6,1.0,107.2,0.8,236.4,1.6,0.4
2024_11_ATL_DEN,DEN,197.0,0,197.0,0,1.0,50.0,0,0.0,174,243.4,1.6,0.4,95.6,0.6,243.4,1.6,0.4
2024_12_DEN_LV,DEN,328.0,1,328.0,1,1.0,69.0,0,1.0,175,235.4,1.4,0.6,80.0,0.4,235.4,1.4,0.4
2024_13_CLE_DEN,DEN,497.0,4,497.0,4,3.0,77.0,0,0.0,176,259.0,1.4,0.8,74.4,0.4,259.0,1.4,0.2
2024_15_IND_DEN,DEN,172.0,0,172.0,0,2.0,149.0,1,2.0,177,313.6,1.8,1.0,76.0,0.4,313.6,1.8,0.2
2024_16_DEN_LAC,DEN,284.0,2,284.0,2,1.0,117.0,2,0.0,178,292.0,1.2,1.4,80.4,0.2,292.0,1.2,0.6
2024_17_DEN_CIN,DEN,412.0,3,412.0,3,0.0,115.0,1,1.0,179,295.6,1.4,1.6,92.4,0.6,295.6,1.4,0.6
2024_18_KC_DEN,DEN,98.0,0,98.0,0,0.0,27.0,0,0.0,180,338.6,2.0,1.4,105.4,0.8,338.6,2.0,0.8
2014_01_NYG_DET,DET,163.0,1,163.0,1,2.0,53.0,1,0.0,1,,,,,,,,
2014_02_DET_CAR,DET,281.0,1,281.0,1,0.0,62.0,1,0.0,2,163.0,1.0,2.0,53.0,1.0,163.0,1.0,0.0
2014_03_GB_DET,DET,162.0,1,162.0,1,0.0,76.0,0,1.0,3,222.0,1.0,1.0,57.5,1.0,222.0,1.0,0.0
2014_04_DET_NYJ,DET,209.0,1,209.0,1,1.0,132.0,1,1.0,4,202.0,1.0,0.6666666666666666,63.666666666666664,0.6666666666666666,202.0,1.0,0.3333333333333333
2014_05_BUF_DET,DET,308.0,1,308.0,1,1.0,49.0,0,0.0,5,203.75,1.0,0.75,80.75,0.75,203.75,1.0,0.5
2014_06_DET_MIN,DET,188.0,0,188.0,0,3.0,69.0,0,0.0,6,224.6,1.0,0.8,74.4,0.6,224.6,1.0,0.4
2014_07_NO_DET,DET,342.0,2,342.0,2,1.0,73.0,0,1.0,7,229.6,0.8,1.0,77.6,0.4,229.6,0.8,0.4
2014_08_DET_ATL,DET,228.0,2,228.0,2,1.0,78.0,1,0.0,8,241.8,1.0,1.2,79.8,0.2,241.8,1.0,0.6
2014_10_MIA_DET,DET,207.0,1,207.0,1,1.0,50.0,0,1.0,9,255.0,1.2,1.4,80.2,0.4,255.0,1.2,0.4
2014_11_DET_ARI,DET,306.0,2,306.0,2,2.0,46.0,0,0.0,10,254.6,1.2,1.4,63.8,0.2,254.6,1.2,0.4
2014_12_DET_NE,DET,349.0,2,349.0,2,1.0,90.0,2,0.0,11,254.2,1.4,1.6,63.2,0.2,254.2,1.4,0.4
2014_13_CHI_DET,DET,280.0,2,280.0,2,2.0,13.0,0,0.0,12,286.4,1.8,1.2,67.4,0.6,286.4,1.8,0.4
2014_14_TB_DET,DET,250.0,2,250.0,2,2.0,26.0,0,1.0,13,274.0,1.8,1.4,55.4,0.6,274.0,1.8,0.2
2014_15_MIN_DET,DET,315.0,1,315.0,1,2.0,76.0,1,0.0,14,278.4,1.8,1.6,45.0,0.4,278.4,1.8,0.4
2014_16_DET_CHI,DET,181.0,2,181.0,2,1.0,64.0,0,0.0,15,300.0,1.8,1.8,50.2,0.6,300.0,1.8,0.2
2014_17_DET_GB,DET,232.0,2,232.0,2,0.0,152.0,1,1.0,16,275.0,1.8,1.6,53.8,0.6,275.0,1.8,0.2
2015_01_DET_SD,DET,403.0,2,403.0,2,2.0,96.0,2,1.0,17,251.6,1.8,1.4,66.2,0.4,251.6,1.8,0.4
2015_02_DET_MIN,DET,153.0,1,153.0,1,0.0,199.0,2,1.0,18,276.2,1.8,1.4,82.8,0.8,276.2,1.8,0.6
2015_03_DEN_DET,DET,324.0,2,324.0,2,1.0,41.0,1,1.0,19,256.8,1.6,1.0,117.4,1.2,256.8,1.6,0.6
2015_04_DET_SEA,DET,287.0,1,287.0,1,0.0,110.0,0,2.0,20,258.6,1.8,0.8,110.4,1.2,258.6,1.8,0.8
2015_05_ARI_DET,DET,171.0,3,171.0,3,0.0,187.0,3,0.0,21,279.8,1.6,0.6,119.6,1.2,279.8,1.6,1.2
2015_06_CHI_DET,DET,353.0,1,353.0,1,1.0,91.0,2,0.0,22,267.6,1.8,0.6,126.6,1.6,267.6,1.8,1.0
2015_07_MIN_DET,DET,316.0,2,316.0,2,0.0,140.0,0,1.0,23,257.6,1.6,0.4,125.6,1.6,257.6,1.6,0.8
2015_08_DET_KC,DET,149.0,2,149.0,2,0.0,206.0,4,0.0,24,290.2,1.8,0.4,113.8,1.2,290.2,1.8,0.8
2015_10_DET_GB,DET,333.0,2,333.0,2,0.0,47.0,0,0.0,25,255.2,1.8,0.2,146.8,1.8,255.2,1.8,0.6
2015_11_OAK_DET,DET,169.0,0,169.0,0,0.0,52.0,1,0.0,26,264.4,2.0,0.2,134.2,1.8,264.4,2.0,0.2
2015_12_PHI_DET,DET,199.0,2,199.0,2,0.0,68.0,0,1.0,27,264.0,1.4,0.2,107.2,1.4,264.0,1.4,0.2
2015_13_GB_DET,DET,289.0,2,273.0,2,1.0,67.0,1,0.0,28,233.2,1.6,0.0,102.6,1.0,233.2,1.6,0.4
2015_14_DET_STL,DET,124.0,0,124.0,0,1.0,203.0,2,0.0,29,224.6,1.6,0.2,88.0,1.2,227.8,1.6,0.2
2015_15_DET_NO,DET,341.0,3,341.0,3,0.0,69.0,0,0.0,30,219.6,1.2,0.4,87.4,0.8,222.8,1.2,0.2
2015_16_SF_DET,DET,225.0,2,225.0,2,0.0,121.0,0,1.0,31,221.2,1.4,0.4,91.8,0.8,224.4,1.4,0.2
2015_17_DET_CHI,DET,245.0,2,245.0,2,3.0,111.0,0,0.0,32,232.4,1.8,0.4,105.6,0.6,235.6,1.8,0.4
2016_01_DET_IND,DET,385.0,4,385.0,4,0.0,82.0,0,0.0,33,241.6,1.8,1.0,114.2,0.6,244.8,1.8,0.2
2016_02_TEN_DET,DET,238.0,2,238.0,2,1.0,139.0,0,0.0,34,264.0,2.2,0.8,117.2,0.4,264.0,2.2,0.2
2016_03_DET_GB,DET,205.0,4,205.0,4,0.0,123.0,0,0.0,35,286.8,2.6,0.8,104.4,0.0,286.8,2.6,0.2
2016_04_DET_CHI,DET,302.0,2,302.0,2,0.0,114.0,0,0.0,36,259.6,2.8,0.8,115.2,0.0,259.6,2.8,0.2
2016_05_PHI_DET,DET,238.0,2,238.0,2,1.0,116.0,0,1.0,37,275.0,2.8,0.8,113.8,0.0,275.0,2.8,0.0
2016_06_LA_DET,DET,321.0,3,321.0,3,1.0,76.0,1,0.0,38,273.6,2.8,0.4,114.8,0.0,273.6,2.8,0.2
2016_07_WAS_DET,DET,301.0,1,301.0,1,0.0,130.0,1,2.0,39,260.8,2.6,0.6,113.6,0.2,260.8,2.6,0.2
2016_08_DET_HOU,DET,186.0,1,186.0,1,1.0,105.0,1,0.0,40,273.4,2.4,0.4,111.8,0.4,273.4,2.4,0.6
2016_09_DET_MIN,DET,273.0,1,273.0,1,0.0,78.0,1,0.0,41,269.6,1.8,0.6,108.2,0.6,269.6,1.8,0.6
2016_11_JAX_DET,DET,202.0,2,202.0,2,2.0,83.0,0,1.0,42,263.8,1.6,0.6,101.0,0.8,263.8,1.6,0.6
2016_12_MIN_DET,DET,224.0,0,224.0,0,1.0,82.0,1,0.0,43,256.6,1.6,0.8,94.4,0.8,256.6,1.6,0.6
2016_13_DET_NO,DET,326.0,0,326.0,0,3.0,50.0,1,0.0,44,237.2,1.0,0.8,95.6,0.8,237.2,1.0,0.6
2016_14_CHI_DET,DET,212.0,1,212.0,1,0.0,92.0,0,0.0,45,242.2,0.8,1.4,79.6,0.8,242.2,0.8,0.2
2016_15_DET_NYG,DET,201.0,2,201.0,2,0.0,114.0,0,0.0,46,247.4,0.8,1.2,77.0,0.6,247.4,0.8,0.2
2016_16_DET_DAL,DET,222.0,4,222.0,4,0.0,164.0,2,0.0,47,233.0,1.0,1.2,84.2,0.4,233.0,1.0,0.2
2016_17_GB_DET,DET,300.0,4,300.0,4,0.0,153.0,0,0.0,48,237.0,1.4,0.8,100.4,0.8,237.0,1.4,0.0
2017_01_ARI_DET,DET,268.0,1,268.0,1,3.0,45.0,1,1.0,49,252.2,2.2,0.6,114.6,0.6,252.2,2.2,0.0
2017_02_DET_NYG,DET,239.0,1,239.0,1,1.0,62.0,0,0.0,50,240.6,2.4,0.6,113.6,0.6,240.6,2.4,0.2
2017_03_ATL_DET,DET,294.0,2,294.0,2,3.0,151.0,1,0.0,51,246.0,2.4,0.8,107.6,0.6,246.0,2.4,0.2
2017_04_DET_MIN,DET,219.0,0,219.0,0,0.0,87.0,1,3.0,52,264.6,2.4,1.4,115.0,0.8,264.6,2.4,0.2
2017_05_CAR_DET,DET,355.0,3,355.0,3,0.0,28.0,0,0.0,53,264.0,1.6,1.4,99.6,0.6,264.0,1.6,0.8
2017_06_DET_NO,DET,186.0,2,186.0,2,2.0,193.0,2,1.0,54,275.0,1.4,1.4,74.6,0.6,275.0,1.4,0.8
2017_08_PIT_DET,DET,317.0,1,317.0,1,1.0,75.0,1,1.0,55,258.6,1.6,1.2,104.2,0.8,258.6,1.6,0.8
2017_09_DET_GB,DET,245.0,0,245.0,0,0.0,78.0,2,0.0,56,274.2,1.6,1.2,106.8,1.0,274.2,1.6,1.0
2017_10_CLE_DET,DET,237.0,1,237.0,1,1.0,201.0,2,1.0,57,264.4,1.2,0.6,92.2,1.2,264.4,1.2,1.0
2017_11_DET_CHI,DET,179.0,1,179.0,1,0.0,222.0,2,1.0,58,268.0,1.4,0.8,115.0,1.4,268.0,1.4,0.6
2017_12_MIN_DET,DET,282.0,2,282.0,2,0.0,136.0,2,0.0,59,232.8,1.0,0.8,153.8,1.8,232.8,1.0,0.8
2017_13_DET_BAL,DET,269.0,2,269.0,2,0.0,101.0,2,0.0,60,252.0,1.0,0.4,142.4,1.8,252.0,1.0,0.6
2017_14_DET_TB,DET,285.0,2,285.0,2,2.0,133.0,1,3.0,61,242.4,1.2,0.2,147.6,2.0,242.4,1.2,0.4
2017_15_CHI_DET,DET,314.0,1,314.0,1,3.0,43.0,0,0.0,62,250.4,1.6,0.6,158.6,1.8,250.4,1.6,1.0
2017_16_DET_CIN,DET,238.0,1,238.0,1,1.0,142.0,1,0.0,63,265.8,1.6,1.0,127.0,1.4,265.8,1.6,0.8
2017_17_GB_DET,DET,193.0,1,193.0,1,2.0,103.0,0,1.0,64,277.6,1.6,1.2,111.0,1.2,277.6,1.6,0.6
2018_01_NYJ_DET,DET,198.0,2,198.0,2,1.0,169.0,2,0.0,65,259.8,1.4,1.6,104.4,0.8,259.8,1.4,0.8
2018_02_DET_SF,DET,206.0,2,206.0,2,0.0,190.0,1,0.0,66,245.6,1.4,1.8,118.0,0.8,245.6,1.4,0.8
2018_03_NE_DET,DET,133.0,1,133.0,1,1.0,89.0,0,0.0,67,229.8,1.4,1.4,129.4,0.8,229.8,1.4,0.2
2018_04_DET_DAL,DET,255.0,2,255.0,2,0.0,183.0,0,0.0,68,193.6,1.4,1.0,138.6,0.8,193.6,1.4,0.2
2018_05_GB_DET,DET,442.0,3,442.0,3,0.0,98.0,0,2.0,69,197.0,1.6,0.8,146.8,0.6,197.0,1.6,0.2
2018_07_DET_MIA,DET,239.0,2,239.0,2,0.0,107.0,1,0.0,70,246.8,2.0,0.4,145.8,0.6,246.8,2.0,0.4
2018_08_SEA_DET,DET,248.0,3,248.0,3,0.0,176.0,1,0.0,71,255.0,2.0,0.2,133.4,0.4,255.0,2.0,0.4
2018_09_DET_MIN,DET,164.0,1,164.0,1,1.0,128.0,1,1.0,72,263.4,2.2,0.2,130.6,0.4,263.4,2.2,0.4
2018_10_DET_CHI,DET,355.0,3,355.0,3,0.0,54.0,2,0.0,73,269.6,2.2,0.2,138.4,0.6,269.6,2.2,0.6
2018_11_CAR_DET,DET,357.0,3,357.0,3,1.0,56.0,0,0.0,74,289.6,2.4,0.2,112.6,1.0,289.6,2.4,0.6
2018_12_CHI_DET,DET,238.0,2,238.0,2,0.0,38.0,0,1.0,75,272.6,2.4,0.4,104.2,1.0,272.6,2.4,0.2
2018_13_LA_DET,DET,207.0,1,207.0,1,1.0,149.0,2,1.0,76,272.4,2.4,0.4,90.4,0.8,272.4,2.4,0.4
2018_14_DET_ARI,DET,240.0,0,240.0,0,1.0,61.0,0,0.0,77,264.2,2.0,0.6,85.0,1.0,264.2,2.0,0.6
2018_15_DET_BUF,DET,204.0,1,204.0,1,0.0,117.0,1,0.0,78,279.4,1.8,0.6,71.6,0.8,279.4,1.8,0.4
2018_16_MIN_DET,DET,253.0,3,253.0,3,0.0,100.0,0,0.0,79,249.2,1.4,0.6,84.2,0.6,249.2,1.4,0.4
2018_17_DET_GB,DET,158.0,0,158.0,0,1.0,46.0,0,0.0,80,228.4,1.4,0.4,93.0,0.6,228.4,1.4,0.4
2019_01_DET_ARI,DET,308.0,2,308.0,2,1.0,112.0,0,0.0,81,212.4,1.0,0.6,94.6,0.6,212.4,1.0,0.2
2019_02_LAC_DET,DET,293.0,0,293.0,0,1.0,137.0,1,1.0,82,232.6,1.2,0.6,87.2,0.2,232.6,1.2,0.0
2019_03_DET_PHI,DET,259.0,2,259.0,2,0.0,127.0,1,2.0,83,243.2,1.2,0.6,102.4,0.4,243.2,1.2,0.2
2019_04_KC_DET,DET,315.0,0,315.0,0,0.0,123.0,3,2.0,84,254.2,1.4,0.6,104.4,0.4,254.2,1.4,0.6
2019_06_DET_GB,DET,283.0,2,283.0,2,1.0,170.0,0,1.0,85,266.6,0.8,0.6,109.0,1.0,266.6,0.8,1.0
2019_07_MIN_DET,DET,338.0,4,338.0,4,0.0,166.0,2,0.0,86,291.6,1.2,0.6,133.8,1.0,291.6,1.2,1.2
2019_08_NYG_DET,DET,322.0,4,322.0,4,0.0,80.0,0,1.0,87,297.6,1.6,0.4,144.6,1.4,297.6,1.6,1.2
2019_09_DET_OAK,DET,289.0,2,289.0,2,0.0,171.0,2,0.0,88,303.4,2.4,0.2,133.2,1.2,303.4,2.4,1.2
2019_10_DET_CHI,DET,173.0,3,173.0,3,0.0,81.0,0,0.0,89,309.4,2.4,0.2,142.0,1.4,309.4,2.4,0.8
2019_11_DAL_DET,DET,444.0,3,444.0,3,0.0,75.0,1,1.0,90,281.0,3.0,0.2,133.6,0.8,281.0,3.0,0.4
2019_12_DET_WAS,DET,156.0,0,156.0,0,1.0,86.0,0,1.0,91,313.2,3.2,0.0,114.6,1.0,313.2,3.2,0.4
2019_13_CHI_DET,DET,338.0,3,338.0,3,1.0,88.0,0,0.0,92,276.8,2.4,0.2,98.6,0.6,276.8,2.4,0.6
2019_14_DET_MIN,DET,242.0,1,242.0,1,0.0,120.0,1,0.0,93,280.0,2.2,0.4,100.2,0.6,280.0,2.2,0.4
2019_15_TB_DET,DET,458.0,4,458.0,4,1.0,49.0,0,0.0,94,270.6,2.0,0.4,90.0,0.4,270.6,2.0,0.4
2019_16_DET_DEN,DET,198.0,1,198.0,1,0.0,150.0,2,0.0,95,327.6,2.2,0.6,83.6,0.4,327.6,2.2,0.4
2019_17_GB_DET,DET,323.0,2,323.0,2,1.0,120.0,0,0.0,96,278.4,1.8,0.6,98.6,0.6,278.4,1.8,0.2
2020_01_CHI_DET,DET,242.0,3,242.0,3,0.0,149.0,0,0.0,97,311.8,2.2,0.6,105.4,0.6,311.8,2.2,0.0
2020_02_DET_GB,DET,240.0,2,240.0,2,0.0,259.0,2,0.0,98,292.6,2.2,0.4,117.6,0.6,292.6,2.2,0.0
2020_03_DET_ARI,DET,270.0,2,270.0,2,3.0,109.0,1,0.0,99,292.2,2.4,0.4,145.4,0.8,292.2,2.4,0.0
2020_04_NO_DET,DET,246.0,2,246.0,2,1.0,164.0,3,0.0,100,254.6,2.0,0.8,157.4,1.0,254.6,2.0,0.0
2020_06_DET_JAX,DET,243.0,1,243.0,1,1.0,44.0,1,1.0,101,264.2,2.2,1.0,160.2,1.2,264.2,2.2,0.0
