ball_team,season,game_id,rn,completions_season_avg,completions_season_avg,attempts_season_avg,attempts_season_avg,passing_yards_season_avg,passing_tds_season_avg,carries_season_avg,carries_season_avg,rushing_yards_season_avg,rushing_tds_season_avg,receptions_season_avg,receptions_season_avg,targets_season_avg,receiving_yards_season_avg,receiving_tds_season_avg
ARI,2021,2021_04_ARI_LA,116,26.0,26.0,34.0,34.0,335.0,2.3333333333333335,28.0,28.0,110.0,1.6666666666666667,26.0,26.0,33.333333333333336,335.0,2.3333333333333335
ARI,2021,2021_05_SF_ARI,117,25.5,25.5,33.5,33.5,318.25,2.25,31.0,31.0,136.5,1.75,25.5,25.5,32.25,318.25,2.25
ARI,2021,2021_06_ARI_CLE,118,24.8,24.8,33.0,33.0,302.4,2.0,30.2,30.2,128.0,1.6,24.8,24.8,31.4,302.4,2.0
ARI,2021,2021_07_HOU_ARI,119,24.0,24.0,32.5,32.5,290.1666666666667,2.3333333333333335,31.333333333333332,31.333333333333332,130.66666666666666,1.3333333333333333,24.0,24.0,30.833333333333332,290.1666666666667,2.3333333333333335
ARI,2021,2021_08_GB_ARI,120,23.428571428571427,23.428571428571427,31.857142857142858,31.857142857142858,286.0,2.4285714285714284,32.142857142857146,32.142857142857146,136.57142857142858,1.2857142857142858,23.428571428571427,23.428571428571427,30.428571428571427,286.0,2.4285714285714284
ARI,2021,2021_09_ARI_SF,121,23.25,23.25,32.0,32.0,284.5,2.125,30.625,30.625,128.75,1.5,23.25,23.25,30.5,284.5,2.125
ARI,2021,2021_10_CAR_ARI,122,23.22222222222222,23.22222222222222,31.444444444444443,31.444444444444443,284.22222222222223,2.0,31.555555555555557,31.555555555555557,132.55555555555554,1.6666666666666667,23.22222222222222,23.22222222222222,30.0,284.22222222222223,2.0
ARI,2021,2021_11_ARI_SEA,123,22.6,22.6,31.2,31.2,270.1,1.8,30.4,30.4,125.8,1.6,22.6,22.6,29.9,270.1,1.8
ARI,2021,2021_13_ARI_CHI,124,23.727272727272727,23.727272727272727,32.36363636363637,32.36363636363637,275.3636363636364,1.8181818181818181,30.636363636363637,30.636363636363637,123.0,1.5454545454545454,23.727272727272727,23.727272727272727,31.181818181818183,275.3636363636364,1.8181818181818181
ARI,2021,2021_14_LA_ARI,125,22.666666666666668,22.666666666666668,30.916666666666668,30.916666666666668,262.6666666666667,1.8333333333333333,31.0,31.0,124.16666666666667,1.5833333333333333,22.666666666666668,22.666666666666668,29.833333333333332,262.6666666666667,1.8333333333333333
