player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0023459,Aaron Rodgers,140,1086.0,39.0
00-0026143,Matt Ryan,126,938.0,31.0
00-0020531,Drew Brees,118,870.0,29.0
00-0022942,Philip Rivers,109,734.0,23.0
00-0031280,Derek Carr,101,622.0,19.0
00-0032950,Carson Wentz,97,544.0,13.0
00-0019596,Tom Brady,95,834.0,26.0
00-0029263,Russell Wilson,95,632.0,18.0
00-0026498,Matthew Stafford,93,642.0,17.0
00-0029604,Kirk Cousins,91,540.0,14.0
00-0021429,Carson Palmer,90,620.0,20.0
00-0022924,Ben Roethlisberger,90,556.0,16.0
00-0026158,Joe Flacco,82,580.0,14.0
00-0027854,Sam Bradford,82,664.0,15.0
00-0023436,Alex Smith,81,464.0,13.0
00-0031503,Jameis Winston,80,540.0,20.0
00-0029668,Andrew Luck,77,540.0,20.0
00-0027973,Andy Dalton,76,546.0,13.0
00-0022803,Eli Manning,73,558.0,17.0
00-0031407,Blake Bortles,73,570.0,19.0
00-0032156,Trevor Siemian,72,442.0,10.0
00-0029682,Brock Osweiler,71,456.0,13.0
00-0033077,Dak Prescott,70,590.0,18.0
00-0027939,Cam Newton,66,404.0,11.0
00-0023682,Ryan Fitzpatrick,66,378.0,10.0
00-0032268,Marcus Mariota,63,570.0,19.0
00-0028118,Tyrod Taylor,60,512.0,11.0
00-0029701,Ryan Tannehill,50,462.0,11.0
00-0028986,Case Keenum,45,264.0,6.0
00-0027974,Colin Kaepernick,33,370.0,13.0
00-0030533,Matt Barkley,33,196.0,6.0
00-0026625,Brian Hoyer,29,184.0,5.0
00-0029665,Robert Griffin III,23,82.0,2.0
00-0033104,Cody Kessler,21,136.0,5.0
00-0021206,Josh McCown,20,156.0,4.0
00-0027948,Blaine Gabbert,17,96.0,2.0
00-0023662,Matt Cassel,16,84.0,2.0
00-0029567,Nick Foles,15,100.0,1.0
00-0033106,Jared Goff,15,90.0,4.0
00-0025708,Matt Moore,14,114.0,5.0
00-0024226,Jay Cutler,14,136.0,3.0
00-0033108,Paxton Lynch,11,78.0,2.0
00-0023645,Derek Anderson,10,74.0,2.0
00-0031064,Tom Savage,10,52.0,0.0
00-0031568,Bryce Petty,10,38.0,1.0
00-0030524,Landry Jones,9,86.0,3.0
00-0031345,Jimmy Garoppolo,7,106.0,3.0
00-0033119,Jacoby Brissett,6,20.0,0.0
00-0032462,Trevone Boykin,5,54.0,1.0
00-0028595,Scott Tolzien,5,34.0,1.0
00-0030526,EJ Manuel,4,0.0,0.0
00-0030520,Mike Glennon,4,34.0,1.0
00-0032893,Connor Cook,3,30.0,1.0
00-0031589,Brett Hundley,2,0.0,0.0
00-0024296,Charlie Whitehurst,2,34.0,1.0
00-0026898,Mark Sanchez,2,16.0,0.0
00-0032784,Kevin Hogan,1,2.0,0.0
00-0021678,Tony Romo,1,6.0,1.0
00-0033098,Cardale Jones,1,0.0,0.0
00-0025430,Drew Stanton,1,0.0,0.0
