player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0026158,Joe Flacco,6,1923.0,320.5,4.714767,68.31347
00-0034857,Josh Allen,19,4695.0,247.10527,3.8537128,65.10526
00-0033106,Jared Goff,20,5412.0,270.6,4.203416,65.06639
00-0035228,Kyler Murray,8,1799.0,224.875,3.4769552,64.875
00-0033077,Dak Prescott,18,4919.0,273.27777,4.2363186,64.71686
00-0039150,Bryce Young,16,2877.0,179.8125,2.8351855,63.554688
00-0026498,Matthew Stafford,16,4332.0,270.75,4.291127,63.54044
00-0036971,Trevor Lawrence,16,4016.0,251.0,4.014079,62.798943
00-0035282,Easton Stick,5,1129.0,225.8,3.6529841,62.72218
00-0033873,Patrick Mahomes,20,5234.0,261.7,4.235095,62.623577
00-0034796,Lamar Jackson,18,4102.0,227.88889,3.759674,61.993233
00-0033537,Deshaun Watson,6,1115.0,185.83333,2.9667304,61.656647
00-0034855,Baker Mayfield,19,4730.0,248.94737,4.102522,60.94737
00-0036389,Jalen Hurts,18,4108.0,228.22223,3.7442005,60.90169
00-0029604,Kirk Cousins,8,2331.0,291.375,4.734058,60.85143
00-0036945,Justin Fields,13,2562.0,197.07692,3.1927226,60.717403
00-0036264,Jordan Love,19,4625.0,243.42105,4.057224,60.13853
00-0036212,Tua Tagovailoa,18,4823.0,267.94446,4.468948,60.052017
00-0038416,Tyson Bagent,5,859.0,171.8,2.8296592,59.934753
00-0039163,C.J. Stroud,17,4557.0,268.05884,4.4740367,59.786434
00-0036355,Justin Herbert,13,3134.0,241.07692,4.0588017,59.660732
00-0033949,Joshua Dobbs,13,2464.0,189.53847,3.1490507,59.2946
00-0031280,Derek Carr,17,3878.0,228.11765,3.8225443,59.27649
00-0029263,Russell Wilson,15,3070.0,204.66667,3.515754,58.6
00-0037834,Brock Purdy,19,5054.0,266.0,4.627192,58.315506
00-0037077,Sam Howell,17,3946.0,232.11765,3.879794,58.222034
00-0036442,Joe Burrow,10,2309.0,230.9,3.891606,57.82604
00-0035289,Gardner Minshew,16,3305.0,206.5625,3.5916138,57.621494
00-0038579,Aidan O'Connell,11,2218.0,201.63637,3.470881,57.22898
00-0036972,Mac Jones,11,2120.0,192.72728,3.345218,56.814438
00-0030565,Geno Smith,15,3624.0,241.6,4.177238,56.710155
00-0032156,Trevor Siemian,5,724.0,144.8,2.6303368,56.42977
00-0039152,Will Levis,9,1808.0,200.88889,3.711748,54.512077
00-0038122,Desmond Ridder,15,2836.0,189.06667,3.3929198,53.775375
00-0037013,Zach Wilson,12,2271.0,189.25,3.400697,53.688725
00-0031800,Taylor Heinicke,5,890.0,178.0,3.1954286,53.339905
00-0033319,Nick Mullens,5,1306.0,261.2,4.797056,51.87594
00-0029701,Ryan Tannehill,9,1616.0,179.55556,3.4244242,51.731564
00-0038102,Kenny Pickett,12,2070.0,172.5,3.355547,51.208065
00-0034771,Mason Rudolph,5,948.0,189.6,3.6569645,50.388374
00-0035100,Jake Browning,9,1936.0,215.11111,3.9601924,49.829815
00-0035710,Daniel Jones,6,909.0,151.5,3.055133,49.467117
00-0033275,P.J. Walker,5,674.0,134.8,2.8774664,46.02005
00-0031345,Jimmy Garoppolo,7,1205.0,172.14285,3.9672544,43.14935
00-0028118,Tyrod Taylor,10,1341.0,134.1,3.092017,42.02384
00-0039164,Anthony Richardson,4,577.0,144.25,3.7229881,41.264023
00-0033869,Mitchell Trubisky,5,632.0,126.4,3.0102048,40.712276
00-0038108,Bailey Zappe,10,1272.0,127.2,3.168072,39.10412
00-0038476,Tommy DeVito,9,1101.0,122.333336,3.0407557,36.884323
00-0035704,Drew Lock,4,543.0,135.75,3.9126968,33.33692
00-0038583,Dorian Thompson-Robinson,7,440.0,62.857143,3.61371,27.011293
00-0033936,C.J. Beathard,6,349.0,58.166668,3.907324,15.7232485
00-0035993,Tyler Huntley,5,203.0,40.6,4.4280334,14.224353
00-0031503,Jameis Winston,6,264.0,44.0,3.1023426,12.161671
00-0036898,Davis Mills,6,179.0,29.833334,4.11597,9.22685
00-0034869,Sam Darnold,10,297.0,29.7,4.4792204,7.8679304
00-0033662,Cooper Rush,7,144.0,20.571428,4.165094,4.299502
