player_id,player_name,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation
00-0020531,Drew Brees,16,5208.0,325.5,4.864231,67.579865
00-0019596,Tom Brady,15,4691.0,312.73334,4.647703,67.47818
00-0032950,Carson Wentz,16,3782.0,236.375,3.5592544,66.747025
00-0021429,Carson Palmer,15,4233.0,282.2,4.2738276,66.64272
00-0026158,Joe Flacco,16,4317.0,269.8125,4.1057625,66.12115
00-0031407,Blake Bortles,16,3905.0,244.0625,3.7480564,65.253624
00-0031503,Jameis Winston,16,4090.0,255.625,3.9317818,65.05804
00-0031280,Derek Carr,15,3937.0,262.46667,4.063209,64.95555
00-0027973,Andy Dalton,16,4206.0,262.875,4.0775194,64.9375
00-0027939,Cam Newton,15,3509.0,233.93333,3.6818357,64.13399
00-0023459,Aaron Rodgers,19,5432.0,285.89474,4.5013814,63.569103
00-0029668,Andrew Luck,15,4240.0,282.66666,4.4763594,63.496655
00-0022942,Philip Rivers,16,4386.0,274.125,4.3896613,63.125
00-0022803,Eli Manning,17,4326.0,254.47058,4.053823,62.588234
00-0022924,Ben Roethlisberger,17,4554.0,267.88235,4.299977,62.47059
00-0029682,Brock Osweiler,17,3322.0,195.41176,3.1731324,62.37467
00-0028118,Tyrod Taylor,15,3023.0,201.53334,3.2818916,62.22173
00-0027854,Sam Bradford,15,3877.0,258.46667,4.1581397,62.155994
00-0029604,Kirk Cousins,16,4917.0,307.3125,4.952154,61.92737
00-0027948,Blaine Gabbert,6,925.0,154.16667,2.4670131,61.91026
00-0026143,Matt Ryan,19,5958.0,313.57895,5.1379104,61.239803
00-0026498,Matthew Stafford,17,4532.0,266.58823,4.4282293,60.117645
00-0032156,Trevor Siemian,14,3401.0,242.92857,4.052012,60.025715
00-0032268,Marcus Mariota,15,3426.0,228.4,3.8343992,59.874733
00-0029263,Russell Wilson,18,4668.0,259.33334,4.4340696,59.801025
00-0033077,Dak Prescott,17,3969.0,233.47058,3.8751476,59.664555
00-0029665,Robert Griffin,5,886.0,177.2,3.0112793,59.170288
00-0023436,Alex Smith,16,3674.0,229.625,4.0843506,57.612907
00-0028986,Case Keenum,10,2201.0,220.1,3.8389792,56.673054
00-0027974,Colin Kaepernick,11,2241.0,203.72728,3.3951185,56.13986
00-0029701,Ryan Tannehill,13,2995.0,230.38461,4.1605167,55.84075
00-0030533,Matt Barkley,7,1611.0,230.14285,3.973316,55.70172
00-0033106,Jared Goff,7,1089.0,155.57143,2.9181361,53.44309
00-0024226,Jay Cutler,5,1059.0,211.8,4.0945406,52.280853
00-0023682,Ryan Fitzpatrick,14,2710.0,193.57143,3.77045,51.514565
00-0021206,Josh McCown,5,1100.0,220.0,4.178777,49.75933
00-0026625,Brian Hoyer,6,1445.0,240.83333,4.6527457,49.53006
00-0025708,Matt Moore,5,1010.0,202.0,4.218029,48.61405
00-0031568,Bryce Petty,6,809.0,134.83333,3.3943043,40.035286
00-0033104,Cody Kessler,9,1380.0,153.33333,3.7536032,38.79234
00-0023662,Matt Cassel,4,284.0,71.0,3.5699182,23.986147
00-0023645,Derek Anderson,4,453.0,113.25,4.370206,21.747541
00-0031345,Jimmy Garoppolo,6,502.0,83.666664,4.4612975,19.969154
00-0030524,Landry Jones,7,558.0,79.71429,4.4722023,19.571428
00-0025430,Drew Stanton,5,192.0,38.4,3.6819484,16.071829
00-0030526,EJ Manuel,5,131.0,26.2,3.4897258,8.3941555
00-0032462,Trevone Boykin,4,145.0,36.25,4.6985893,7.722893
