player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0033873,Patrick Mahomes,117,1028.0,37.0
00-0029668,Andrew Luck,117,1014.0,35.0
00-0033106,Jared Goff,114,858.0,24.0
00-0020531,Drew Brees,113,876.0,26.0
00-0019596,Tom Brady,109,860.0,19.0
00-0022924,Ben Roethlisberger,99,708.0,21.0
00-0033537,Deshaun Watson,99,700.0,21.0
00-0022803,Eli Manning,94,540.0,19.0
00-0026143,Matt Ryan,92,778.0,23.0
00-0022942,Philip Rivers,91,622.0,24.0
00-0033077,Dak Prescott,86,478.0,13.0
00-0029604,Kirk Cousins,84,604.0,20.0
00-0026498,Matthew Stafford,80,468.0,14.0
00-0023459,Aaron Rodgers,79,480.0,16.0
00-0029263,Russell Wilson,75,608.0,25.0
00-0028986,Case Keenum,73,484.0,11.0
00-0033869,Mitchell Trubisky,72,534.0,18.0
00-0031280,Derek Carr,66,470.0,15.0
00-0034855,Baker Mayfield,66,528.0,20.0
00-0027939,Cam Newton,64,538.0,19.0
00-0032950,Carson Wentz,62,474.0,18.0
00-0032268,Marcus Mariota,56,320.0,8.0
00-0031503,Jameis Winston,56,562.0,15.0
00-0034869,Sam Darnold,50,476.0,10.0
00-0027973,Andy Dalton,50,468.0,16.0
00-0026158,Joe Flacco,49,310.0,10.0
00-0031407,Blake Bortles,45,212.0,7.0
00-0033319,Nick Mullens,43,292.0,9.0
00-0023682,Ryan Fitzpatrick,43,198.0,9.0
00-0034343,Josh Rosen,39,292.0,7.0
00-0023436,Alex Smith,37,260.0,8.0
00-0029567,Nick Foles,35,230.0,6.0
00-0034796,Lamar Jackson,32,154.0,5.0
00-0034857,Josh Allen,31,158.0,4.0
00-0029701,Ryan Tannehill,27,260.0,8.0
00-0032436,Jeff Driskel,25,118.0,4.0
00-0031345,Jimmy Garoppolo,23,152.0,3.0
00-0033936,C.J. Beathard,22,140.0,4.0
00-0029682,Brock Osweiler,17,64.0,3.0
00-0021206,Josh McCown,13,68.0,1.0
00-0033104,Cody Kessler,13,82.0,2.0
00-0026300,Josh Johnson,12,56.0,2.0
00-0026544,Chase Daniel,12,62.0,3.0
00-0027948,Blaine Gabbert,9,118.0,3.0
00-0027688,Colt McCoy,8,66.0,2.0
00-0031800,Taylor Heinicke,8,48.0,1.0
00-0027854,Sam Bradford,7,12.0,0.0
00-0030533,Matt Barkley,7,66.0,3.0
00-0030520,Mike Glennon,6,38.0,1.0
00-0033958,Nathan Peterman,5,62.0,1.0
00-0034577,Kyle Allen,5,64.0,1.0
00-0023645,Derek Anderson,4,10.0,0.0
00-0028118,Tyrod Taylor,3,34.0,1.0
00-0033357,Taysom Hill,3,0.0,0.0
00-0031237,Teddy Bridgewater,3,30.0,1.0
00-0033899,DeShone Kizer,2,4.0,0.0
00-0030565,Geno Smith,1,0.0,0.0
