player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0033873,Patrick Mahomes,150,1104.0,42.0
00-0019596,Tom Brady,128,780.0,21.0
00-0029604,Kirk Cousins,125,932.0,25.0
00-0036355,Justin Herbert,120,696.0,22.0
00-0036442,Joe Burrow,120,986.0,25.0
00-0034857,Josh Allen,111,772.0,26.0
00-0036971,Trevor Lawrence,103,700.0,24.0
00-0033106,Jared Goff,95,672.0,22.0
00-0030565,Geno Smith,94,614.0,19.0
00-0023459,Aaron Rodgers,89,630.0,19.0
00-0036389,Jalen Hurts,72,478.0,11.0
00-0033077,Dak Prescott,70,722.0,22.0
00-0036898,Davis Mills,63,386.0,14.0
00-0031280,Derek Carr,62,350.0,11.0
00-0038102,Kenny Pickett,61,330.0,5.0
00-0026143,Matt Ryan,60,404.0,12.0
00-0034796,Lamar Jackson,60,406.0,13.0
00-0035710,Daniel Jones,56,462.0,14.0
00-0036212,Tua Tagovailoa,54,446.0,16.0
00-0029701,Ryan Tannehill,54,426.0,10.0
00-0035228,Kyler Murray,54,244.0,9.0
00-0027973,Andy Dalton,54,500.0,11.0
00-0029263,Russell Wilson,52,386.0,9.0
00-0033119,Jacoby Brissett,51,290.0,11.0
00-0036972,Mac Jones,50,280.0,8.0
00-0031345,Jimmy Garoppolo,47,366.0,12.0
00-0026498,Matthew Stafford,46,274.0,7.0
00-0036945,Justin Fields,45,362.0,12.0
00-0032950,Carson Wentz,42,278.0,7.0
00-0034855,Baker Mayfield,38,184.0,6.0
00-0032268,Marcus Mariota,38,234.0,11.0
00-0031800,Taylor Heinicke,37,302.0,9.0
00-0037834,Brock Purdy,36,226.0,8.0
00-0033537,Deshaun Watson,34,166.0,5.0
00-0026158,Joe Flacco,26,92.0,4.0
00-0034401,Mike White,25,80.0,1.0
00-0035993,Tyler Huntley,24,80.0,3.0
00-0034869,Sam Darnold,24,180.0,6.0
00-0037013,Zach Wilson,21,116.0,5.0
00-0038122,Desmond Ridder,19,80.0,2.0
00-0033662,Cooper Rush,19,144.0,4.0
00-0036879,Sam Ehlinger,17,50.0,3.0
00-0035264,Jarrett Stidham,17,94.0,2.0
00-0031503,Jameis Winston,16,92.0,4.0
00-0033869,Mitchell Trubisky,14,100.0,4.0
00-0037327,Skylar Thompson,14,26.0,2.0
00-0027688,Colt McCoy,12,76.0,1.0
00-0031237,Teddy Bridgewater,11,140.0,4.0
00-0038108,Bailey Zappe,11,46.0,1.0
00-0034577,Kyle Allen,11,62.0,1.0
00-0034899,John Wolford,8,74.0,1.0
00-0026544,Chase Daniel,7,28.0,1.0
00-0033949,Joshua Dobbs,6,40.0,1.0
00-0035040,David Blough,6,26.0,1.0
00-0037175,Anthony Brown,6,24.0,0.0
00-0037077,Sam Howell,6,44.0,1.0
00-0038128,Malik Willis,5,56.0,0.0
00-0035939,Bryce Perkins,5,26.0,1.0
00-0035289,Gardner Minshew,5,46.0,2.0
00-0035146,Trace McSorley,5,-2.0,0.0
00-0034955,Brett Rypien,5,20.0,2.0
00-0032436,Jeff Driskel,5,2.0,0.0
00-0036226,Jacob Eason,4,20.0,0.0
00-0032156,Trevor Siemian,4,14.0,1.0
00-0033550,Davis Webb,4,24.0,0.0
00-0033319,Nick Mullens,3,22.0,1.0
00-0029567,Nick Foles,3,22.0,0.0
00-0033275,Phillip Walker,3,40.0,1.0
00-0037012,Trey Lance,2,10.0,0.0
00-0033357,Taysom Hill,2,0.0,0.0
00-0028118,Tyrod Taylor,2,38.0,1.0
00-0027948,Blaine Gabbert,2,20.0,1.0
00-0026625,Brian Hoyer,2,-2.0,0.0
00-0035752,Chris Streveler,1,0.0,0.0
00-0032792,Nate Sudfeld,1,0.0,0.0
00-0034177,Tim Boyle,1,0.0,0.0
00-0036264,Jordan Love,1,0.0,0.0
00-0026197,Chad Henne,1,2.0,1.0
00-0033958,Nathan Peterman,1,22.0,1.0
