player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0019596,Tom Brady,109,772.0,16.0
00-0029263,Russell Wilson,102,818.0,26.0
00-0026143,Matt Ryan,98,650.0,22.0
00-0031345,Jimmy Garoppolo,96,744.0,18.0
00-0023459,Aaron Rodgers,95,810.0,20.0
00-0022942,Philip Rivers,90,682.0,15.0
00-0034855,Baker Mayfield,88,400.0,16.0
00-0033873,Patrick Mahomes,87,626.0,20.0
00-0032950,Carson Wentz,86,602.0,21.0
00-0031503,Jameis Winston,83,662.0,21.0
00-0035228,Kyler Murray,82,540.0,13.0
00-0031280,Derek Carr,80,626.0,15.0
00-0027973,Andy Dalton,79,478.0,10.0
00-0033106,Jared Goff,78,580.0,18.0
00-0033537,Deshaun Watson,75,640.0,20.0
00-0035289,Gardner Minshew,75,452.0,16.0
00-0023682,Ryan Fitzpatrick,75,680.0,17.0
00-0034796,Lamar Jackson,73,650.0,27.0
00-0035710,Daniel Jones,69,424.0,13.0
00-0034577,Kyle Allen,69,414.0,14.0
00-0020531,Drew Brees,68,646.0,20.0
00-0029604,Kirk Cousins,68,458.0,17.0
00-0033077,Dak Prescott,67,548.0,16.0
00-0034857,Josh Allen,64,344.0,13.0
00-0033869,Mitchell Trubisky,64,356.0,14.0
00-0034869,Sam Darnold,63,404.0,13.0
00-0033119,Jacoby Brissett,63,360.0,15.0
00-0029701,Ryan Tannehill,53,446.0,17.0
00-0026498,Matthew Stafford,46,324.0,11.0
00-0028986,Case Keenum,46,282.0,7.0
00-0026158,Joe Flacco,42,252.0,4.0
00-0034771,Mason Rudolph,33,160.0,5.0
00-0035232,Dwayne Haskins,31,106.0,5.0
00-0031237,Teddy Bridgewater,30,262.0,7.0
00-0035704,Drew Lock,27,180.0,6.0
00-0026625,Brian Hoyer,20,102.0,5.0
00-0035040,David Blough,17,82.0,3.0
00-0032268,Marcus Mariota,17,126.0,4.0
00-0022803,Eli Manning,14,94.0,3.0
00-0035577,Devlin Hodges,14,100.0,2.0
00-0032434,Brandon Allen,12,20.0,1.0
00-0022787,Matt Schaub,11,70.0,2.0
00-0025708,Matt Moore,11,36.0,0.0
00-0032436,Jeff Driskel,10,102.0,2.0
00-0029567,Nick Foles,10,98.0,1.0
00-0026544,Chase Daniel,9,88.0,3.0
00-0029665,Robert Griffin III,7,26.0,1.0
00-0035652,Ryan Finley,7,62.0,3.0
00-0035251,Will Grier,7,16.0,0.0
00-0034343,Josh Rosen,7,22.0,0.0
00-0030533,Matt Barkley,6,26.0,0.0
00-0021206,Josh McCown,6,16.0,0.0
00-0027939,Cam Newton,6,16.0,0.0
00-0034412,Luke Falk,4,10.0,0.0
00-0031288,AJ McCarron,4,24.0,0.0
00-0022924,Ben Roethlisberger,4,0.0,0.0
00-0032245,Sean Mannion,4,14.0,0.0
00-0028118,Tyrod Taylor,2,24.0,1.0
00-0031589,Brett Hundley,1,0.0,0.0
00-0030520,Mike Glennon,1,34.0,1.0
