player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0019596,Tom Brady,124,880.0,35.0
00-0034857,Josh Allen,117,820.0,29.0
00-0033873,Patrick Mahomes,108,744.0,30.0
00-0023459,Aaron Rodgers,103,780.0,38.0
00-0022924,Ben Roethlisberger,101,888.0,24.0
00-0026143,Matt Ryan,101,620.0,20.0
00-0033537,Deshaun Watson,100,666.0,18.0
00-0022942,Philip Rivers,97,786.0,18.0
00-0029263,Russell Wilson,90,766.0,30.0
00-0034855,Baker Mayfield,87,664.0,23.0
00-0031280,Derek Carr,87,578.0,16.0
00-0036355,Justin Herbert,87,640.0,20.0
00-0029701,Ryan Tannehill,81,756.0,28.0
00-0029604,Kirk Cousins,80,678.0,27.0
00-0020531,Drew Brees,78,818.0,24.0
00-0026498,Matthew Stafford,76,594.0,18.0
00-0035228,Kyler Murray,73,558.0,19.0
00-0034796,Lamar Jackson,72,606.0,21.0
00-0035710,Daniel Jones,67,328.0,7.0
00-0035289,Gardner Minshew,65,398.0,14.0
00-0033106,Jared Goff,65,552.0,18.0
00-0032950,Carson Wentz,63,402.0,12.0
00-0036442,Joe Burrow,60,386.0,12.0
00-0031237,Teddy Bridgewater,59,340.0,9.0
00-0027973,Andy Dalton,59,322.0,11.0
00-0035704,Drew Lock,58,440.0,12.0
00-0033869,Mitchell Trubisky,56,454.0,14.0
00-0033319,Nick Mullens,48,438.0,11.0
00-0036212,Tua Tagovailoa,43,216.0,9.0
00-0029567,Nick Foles,43,228.0,7.0
00-0034869,Sam Darnold,41,218.0,5.0
00-0027939,Cam Newton,39,234.0,6.0
00-0023682,Ryan Fitzpatrick,38,216.0,10.0
00-0023436,Alex Smith,36,256.0,5.0
00-0035232,Dwayne Haskins,27,218.0,4.0
00-0033077,Dak Prescott,24,194.0,4.0
00-0031345,Jimmy Garoppolo,22,172.0,5.0
00-0033936,C.J. Beathard,20,154.0,4.0
00-0032434,Brandon Allen,19,128.0,4.0
00-0036389,Jalen Hurts,19,68.0,3.0
00-0033357,Taysom Hill,18,182.0,3.0
00-0030520,Mike Glennon,16,118.0,4.0
00-0026158,Joe Flacco,12,128.0,4.0
00-0026197,Chad Henne,12,84.0,2.0
00-0031800,Taylor Heinicke,11,72.0,1.0
00-0034577,Kyle Allen,11,64.0,2.0
00-0027688,Colt McCoy,11,-4.0,1.0
00-0032436,Jeff Driskel,10,98.0,3.0
00-0033275,P.J. Walker,9,60.0,1.0
00-0033275,Phillip Walker,9,60.0,1.0
00-0034955,Brett Rypien,8,34.0,1.0
00-0034899,John Wolford,6,24.0,0.0
00-0031503,Jameis Winston,6,36.0,0.0
00-0035652,Ryan Finley,6,66.0,1.0
00-0031395,Garrett Gilbert,6,42.0,1.0
00-0036312,Jake Luton,6,36.0,1.0
00-0026544,Chase Daniel,5,36.0,1.0
00-0035993,Tyler Huntley,4,0.0,0.0
00-0036384,Ben DiNucci,4,32.0,0.0
00-0028118,Tyrod Taylor,4,0.0,0.0
00-0034771,Mason Rudolph,4,6.0,1.0
00-0035264,Jarrett Stidham,3,8.0,1.0
00-0026625,Brian Hoyer,3,-8.0,0.0
00-0032268,Marcus Mariota,3,14.0,0.0
00-0033119,Jacoby Brissett,2,0.0,0.0
00-0035752,Chris Streveler,2,28.0,1.0
00-0030533,Matt Barkley,2,22.0,0.0
00-0033949,Joshua Dobbs,2,4.0,0.0
00-0031288,AJ McCarron,1,0.0,0.0
00-0029665,Robert Griffin,1,0.0,0.0
00-0030565,Geno Smith,1,12.0,0.0
00-0029665,Robert Griffin III,1,0.0,0.0
