player_id,player_name,redzone_touches,redzone_yards,redzone_tds
00-0033077,Dak Prescott,133,984.0,31.0
00-0033873,Patrick Mahomes,130,914.0,29.0
00-0036264,Jordan Love,124,886.0,29.0
00-0033106,Jared Goff,111,844.0,23.0
00-0026498,Matthew Stafford,94,528.0,18.0
00-0034857,Josh Allen,91,688.0,23.0
00-0034855,Baker Mayfield,87,476.0,17.0
00-0029263,Russell Wilson,86,624.0,20.0
00-0036212,Tua Tagovailoa,83,534.0,18.0
00-0037834,Brock Purdy,81,774.0,21.0
00-0030565,Geno Smith,75,454.0,16.0
00-0031280,Derek Carr,75,504.0,18.0
00-0034796,Lamar Jackson,73,620.0,19.0
00-0039163,C.J. Stroud,73,462.0,17.0
00-0036355,Justin Herbert,72,378.0,15.0
00-0035289,Gardner Minshew,71,448.0,10.0
00-0037077,Sam Howell,68,370.0,13.0
00-0036971,Trevor Lawrence,67,488.0,13.0
00-0036389,Jalen Hurts,63,458.0,14.0
00-0036945,Justin Fields,57,352.0,11.0
00-0038122,Desmond Ridder,56,396.0,9.0
00-0033949,Joshua Dobbs,55,314.0,11.0
00-0036442,Joe Burrow,53,396.0,11.0
00-0039150,Bryce Young,53,266.0,11.0
00-0038579,Aidan O'Connell,52,432.0,8.0
00-0029604,Kirk Cousins,51,372.0,13.0
00-0037013,Zach Wilson,45,272.0,6.0
00-0035100,Jake Browning,37,344.0,8.0
00-0035228,Kyler Murray,37,242.0,8.0
00-0036972,Mac Jones,33,288.0,8.0
00-0038102,Kenny Pickett,33,148.0,3.0
00-0026158,Joe Flacco,31,196.0,6.0
00-0029701,Ryan Tannehill,31,154.0,3.0
00-0039152,Will Levis,24,92.0,4.0
00-0031345,Jimmy Garoppolo,23,158.0,6.0
00-0033537,Deshaun Watson,22,180.0,6.0
00-0038416,Tyson Bagent,20,182.0,3.0
00-0028118,Tyrod Taylor,18,98.0,2.0
00-0033319,Nick Mullens,18,96.0,3.0
00-0032156,Trevor Siemian,18,80.0,1.0
00-0034771,Mason Rudolph,16,124.0,2.0
00-0038476,Tommy DeVito,15,104.0,6.0
00-0035282,Easton Stick,15,84.0,3.0
00-0035710,Daniel Jones,15,90.0,3.0
00-0033936,C.J. Beathard,15,20.0,1.0
00-0038583,Dorian Thompson-Robinson,14,34.0,1.0
00-0034869,Sam Darnold,13,78.0,2.0
00-0033275,Phillip Walker,12,56.0,1.0
00-0033275,PJ Walker,12,56.0,1.0
00-0033275,P.J. Walker,12,56.0,1.0
00-0038108,Bailey Zappe,11,148.0,5.0
00-0039164,Anthony Richardson,9,64.0,1.0
00-0031800,Taylor Heinicke,8,38.0,2.0
00-0035993,Tyler Huntley,8,74.0,2.0
00-0033119,Jacoby Brissett,8,44.0,2.0
00-0026625,Brian Hoyer,8,44.0,0.0
00-0034177,Tim Boyle,7,34.0,1.0
00-0035264,Jarrett Stidham,7,38.0,0.0
00-0036898,Davis Mills,7,36.0,2.0
00-0035704,Drew Lock,6,10.0,0.0
00-0033869,Mitchell Trubisky,6,38.0,2.0
00-0028986,Case Keenum,5,54.0,1.0
00-0031503,Jameis Winston,4,62.0,2.0
00-0032950,Carson Wentz,4,60.0,2.0
00-0032268,Marcus Mariota,3,32.0,1.0
00-0038128,Malik Willis,3,0.0,0.0
00-0033357,Taysom Hill,3,22.0,1.0
00-0038598,Jaren Hall,3,26.0,0.0
00-0027973,Andy Dalton,2,30.0,1.0
00-0036928,Kyle Trask,1,0.0,0.0
00-0034401,Mike White,1,6.0,0.0
00-0027948,Blaine Gabbert,1,0.0,0.0
00-0033662,Cooper Rush,1,-4.0,0.0
